flow,family,alpha,offset,window_width,beta,pocket_gain,pocket_decay,stability_gain,stability_decay,coupling,write_threshold,release_threshold,overload_threshold,write_count,witness_count,release_count,overload_count,witness_conversion,stability_success,delayed_retention,release_rate,overload_rate,mean_contact_quality,pollution,phase_lock_resistance,composite_score
silver,metallic,0.4502135623730952,0.036000000000000004,0.16,0.0,0.22,0.94,0.26,0.95,0.22,0.58,0.12,1.1,0.0,240.0,240.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3672331574140281,0.0,0.6735705704663444,0.34990574211356124
silver,metallic,0.37821356237309517,-0.036,0.16,0.0,0.22,0.98,0.08,0.9,0.34,0.42,0.12,1.45,0.0,344.0,343.0,0.0,0.0,0.0,0.0,0.4992721979621543,0.0,0.35144742639993065,0.0,0.5522679585936006,0.3266606367354007
silver,metallic,0.3902135623730951,-0.023999999999999997,0.16,0.0,0.22,0.98,0.08,0.9,0.34,0.42,0.12,1.45,0.0,338.0,338.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3553295999847888,0.0,0.6041430477185521,0.336317628587945
silver,metallic,0.40221356237309513,-0.011999999999999997,0.16,0.0,0.22,0.98,0.08,0.9,0.34,0.42,0.12,1.45,0.0,338.0,338.0,0.0,0.0,0.0,0.0,0.5,0.0,0.35835517964276775,0.0,0.5143357309468988,0.3204296563710288
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.16,0.0,0.22,0.98,0.08,0.9,0.34,0.42,0.12,1.45,0.0,325.0,325.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3607219041421693,0.0,0.5668614968910495,0.33010124398675444
silver,metallic,0.42621356237309516,0.012000000000000004,0.16,0.0,0.22,0.98,0.08,0.9,0.34,0.42,0.12,1.45,0.0,307.0,306.0,0.0,0.0,0.0,0.0,0.499184339314845,0.0,0.3635776917346404,0.0,0.5777991412750043,0.33237258353943394
silver,metallic,0.43821356237309517,0.024000000000000004,0.16,0.0,0.22,0.98,0.08,0.9,0.34,0.42,0.12,1.45,0.0,279.0,279.0,0.0,0.0,0.0,0.0,0.5,0.0,0.36550198396051176,0.0,0.6625695525562336,0.34776686798983564
silver,metallic,0.4502135623730952,0.036000000000000004,0.16,0.0,0.22,0.98,0.08,0.9,0.34,0.42,0.12,1.45,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.3672331574140281,0.0,0.6736121048023476,0.3526909960718196
silver,metallic,0.37821356237309517,-0.036,0.16,0.0,0.22,0.98,0.08,0.95,0.12,0.58,0.06,1.45,0.0,16.0,15.0,0.0,0.0,0.0,0.0,0.4838709677419355,0.0,0.35144742639993065,0.0,0.6770239624197727,0.34988677893512266
silver,metallic,0.3902135623730951,-0.023999999999999997,0.16,0.0,0.22,0.98,0.08,0.95,0.12,0.58,0.06,1.45,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.4,0.0,0.3553295999847888,0.0,0.6543503441816867,0.35035494195130923
silver,metallic,0.40221356237309513,-0.011999999999999997,0.16,0.0,0.22,0.98,0.08,0.95,0.12,0.58,0.06,1.45,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.35835517964276775,0.0,0.5179033740658667,0.32940516546577636
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.16,0.0,0.22,0.98,0.08,0.95,0.12,0.58,0.06,1.45,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3607219041421693,0.0,0.6116531939770513,0.3464970827955681
silver,metallic,0.42621356237309516,0.012000000000000004,0.16,0.0,0.22,0.98,0.08,0.95,0.12,0.58,0.06,1.45,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.4,0.0,0.3635776917346404,0.0,0.54676142978878,0.33174501243765575
silver,metallic,0.43821356237309517,0.024000000000000004,0.16,0.0,0.22,0.98,0.08,0.95,0.12,0.58,0.06,1.45,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.0,0.36550198396051176,0.0,0.7369818570731517,0.36282774946954754
silver,metallic,0.4502135623730952,0.036000000000000004,0.16,0.0,0.22,0.98,0.08,0.95,0.12,0.58,0.06,1.45,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.3672331574140281,0.0,0.6736121048023476,0.3526909960718196
silver,metallic,0.37821356237309517,-0.036,0.16,0.0,0.22,0.98,0.16,0.95,0.12,0.42,0.12,1.45,0.0,344.0,343.0,0.0,0.0,0.0,0.0,0.4992721979621543,0.0,0.35144742639993065,0.0,0.5522679585936006,0.3266606367354007
silver,metallic,0.3902135623730951,-0.023999999999999997,0.16,0.0,0.22,0.98,0.16,0.95,0.12,0.42,0.12,1.45,0.0,338.0,338.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3553295999847888,0.0,0.6041430477185521,0.336317628587945
silver,metallic,0.40221356237309513,-0.011999999999999997,0.16,0.0,0.22,0.98,0.16,0.95,0.12,0.42,0.12,1.45,0.0,338.0,338.0,0.0,0.0,0.0,0.0,0.5,0.0,0.35835517964276775,0.0,0.5143357309468988,0.3204296563710288
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.16,0.0,0.22,0.98,0.16,0.95,0.12,0.42,0.12,1.45,0.0,325.0,325.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3607219041421693,0.0,0.5668614968910495,0.33010124398675444
silver,metallic,0.42621356237309516,0.012000000000000004,0.16,0.0,0.22,0.98,0.16,0.95,0.12,0.42,0.12,1.45,0.0,307.0,306.0,0.0,0.0,0.0,0.0,0.499184339314845,0.0,0.3635776917346404,0.0,0.5777991412750043,0.33237258353943394
silver,metallic,0.43821356237309517,0.024000000000000004,0.16,0.0,0.22,0.98,0.16,0.95,0.12,0.42,0.12,1.45,18.0,65.0,46.0,0.0,0.27692307692307694,1.0,0.21686746987951808,0.35658914728682173,0.0,0.36550198396051176,0.005861282969716704,0.8301026351829985,0.6413450499909605
silver,metallic,0.4502135623730952,0.036000000000000004,0.16,0.0,0.22,0.98,0.16,0.95,0.12,0.42,0.12,1.45,22.0,36.0,13.0,0.0,0.6111111111111112,1.0,0.3793103448275862,0.18309859154929578,0.0,0.3672331574140281,0.0065125366330185605,0.5811398329342514,0.6831363556189336
silver,metallic,0.37821356237309517,-0.036,0.16,0.0,0.22,0.98,0.16,0.95,0.22,0.74,0.12,1.45,0.0,344.0,343.0,0.0,0.0,0.0,0.0,0.4992721979621543,0.0,0.35144742639993065,0.0,0.5522679585936006,0.3266606367354007
silver,metallic,0.3902135623730951,-0.023999999999999997,0.16,0.0,0.22,0.98,0.16,0.95,0.22,0.74,0.12,1.45,0.0,338.0,338.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3553295999847888,0.0,0.6041430477185521,0.336317628587945
silver,metallic,0.40221356237309513,-0.011999999999999997,0.16,0.0,0.22,0.98,0.16,0.95,0.22,0.74,0.12,1.45,0.0,338.0,338.0,0.0,0.0,0.0,0.0,0.5,0.0,0.35835517964276775,0.0,0.5143357309468988,0.3204296563710288
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.16,0.0,0.22,0.98,0.16,0.95,0.22,0.74,0.12,1.45,0.0,325.0,325.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3607219041421693,0.0,0.5668614968910495,0.33010124398675444
silver,metallic,0.42621356237309516,0.012000000000000004,0.16,0.0,0.22,0.98,0.16,0.95,0.22,0.74,0.12,1.45,0.0,307.0,306.0,0.0,0.0,0.0,0.0,0.499184339314845,0.0,0.3635776917346404,0.0,0.5777991412750043,0.33237258353943394
silver,metallic,0.43821356237309517,0.024000000000000004,0.16,0.0,0.22,0.98,0.16,0.95,0.22,0.74,0.12,1.45,0.0,47.0,46.0,0.0,0.0,0.0,0.0,0.4946236559139785,0.0,0.36550198396051176,0.0,0.7169174109908931,0.3578182997123754
silver,metallic,0.4502135623730952,0.036000000000000004,0.16,0.0,0.22,0.98,0.16,0.95,0.22,0.74,0.12,1.45,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.3672331574140281,0.0,0.6736121048023476,0.3526909960718196
silver,metallic,0.37821356237309517,-0.036,0.16,0.0,0.22,0.98,0.16,0.95,0.34,0.74,0.06,1.1,0.0,16.0,15.0,0.0,0.0,0.0,0.0,0.4838709677419355,0.0,0.35144742639993065,0.0,0.6856369384402534,0.35143711461880917
silver,metallic,0.3902135623730951,-0.023999999999999997,0.16,0.0,0.22,0.98,0.16,0.95,0.34,0.74,0.06,1.1,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.4,0.0,0.3553295999847888,0.0,0.6543503177108911,0.3503549371865661
silver,metallic,0.40221356237309513,-0.011999999999999997,0.16,0.0,0.22,0.98,0.16,0.95,0.34,0.74,0.06,1.1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.35835517964276775,0.0,0.5179033740658667,0.32940516546577636
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.16,0.0,0.22,0.98,0.16,0.95,0.34,0.74,0.06,1.1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3607219041421693,0.0,0.6116531939770513,0.3464970827955681
silver,metallic,0.42621356237309516,0.012000000000000004,0.16,0.0,0.22,0.98,0.16,0.95,0.34,0.74,0.06,1.1,0.0,7.0,4.0,2.0,0.0,0.0,0.0,0.3076923076923077,0.15384615384615385,0.3635776917346404,0.0,0.5751533761822476,0.33070171663463377
silver,metallic,0.43821356237309517,0.024000000000000004,0.16,0.0,0.22,0.98,0.16,0.95,0.34,0.74,0.06,1.1,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.0,0.36550198396051176,0.0,0.7651587612861136,0.3685056528339413
silver,metallic,0.4502135623730952,0.036000000000000004,0.16,0.0,0.22,0.98,0.16,0.95,0.34,0.74,0.06,1.1,0.0,21.0,16.0,5.0,0.0,0.0,0.0,0.38095238095238093,0.11904761904761904,0.3672331574140281,0.0,0.598274589407708,0.3339715131420543
silver,metallic,0.37821356237309517,-0.036,0.16,0.0,0.34,0.88,0.26,0.9,0.12,0.74,0.06,1.1,0.0,220.0,219.0,0.0,0.0,0.0,0.0,0.4988610478359909,0.0,0.35144742639993065,0.0,0.6917750182544415,0.35179246498066025
silver,metallic,0.3902135623730951,-0.023999999999999997,0.16,0.0,0.34,0.88,0.26,0.9,0.12,0.74,0.06,1.1,0.0,203.0,202.0,0.0,0.0,0.0,0.0,0.49876543209876545,0.0,0.3553295999847888,0.0,0.7352650398621241,0.35998131556884966
silver,metallic,0.40221356237309513,-0.011999999999999997,0.16,0.0,0.34,0.88,0.26,0.9,0.12,0.74,0.06,1.1,0.0,223.0,223.0,0.0,0.0,0.0,0.0,0.5,0.0,0.35835517964276775,0.0,0.6652785895877846,0.3475993709263883
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.16,0.0,0.34,0.88,0.26,0.9,0.12,0.74,0.06,1.1,0.0,128.0,128.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3607219041421693,0.0,0.5007488654042764,0.3182009703191353
silver,metallic,0.42621356237309516,0.012000000000000004,0.16,0.0,0.34,0.88,0.26,0.9,0.12,0.74,0.06,1.1,0.0,202.0,201.0,0.0,0.0,0.0,0.0,0.4987593052109181,0.0,0.3635776917346404,0.0,0.7126726981129483,0.35667107547546023
silver,metallic,0.43821356237309517,0.024000000000000004,0.16,0.0,0.34,0.88,0.26,0.9,0.12,0.74,0.06,1.1,0.0,242.0,242.0,0.0,0.0,0.0,0.0,0.5,0.0,0.36550198396051176,0.0,0.7664210667894927,0.36646014055182236
silver,metallic,0.4502135623730952,0.036000000000000004,0.16,0.0,0.34,0.88,0.26,0.9,0.12,0.74,0.06,1.1,0.0,198.0,198.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3672331574140281,0.0,0.712717891707433,0.3569522599369572
silver,metallic,0.37821356237309517,-0.036,0.16,0.0,0.34,0.88,0.26,0.9,0.22,0.58,0.12,1.1,0.0,344.0,343.0,0.0,0.0,0.0,0.0,0.4992721979621543,0.0,0.35144742639993065,0.0,0.5808760732427383,0.33181009737224554
silver,metallic,0.3902135623730951,-0.023999999999999997,0.16,0.0,0.34,0.88,0.26,0.9,0.22,0.58,0.12,1.1,0.0,338.0,338.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3553295999847888,0.0,0.6910864096563827,0.3519674337367546
silver,metallic,0.40221356237309513,-0.011999999999999997,0.16,0.0,0.34,0.88,0.26,0.9,0.22,0.58,0.12,1.1,0.0,338.0,338.0,0.0,0.0,0.0,0.0,0.5,0.0,0.35835517964276775,0.0,0.5503294499314075,0.3269085257882405
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.16,0.0,0.34,0.88,0.26,0.9,0.22,0.58,0.12,1.1,0.0,325.0,325.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3607219041421693,0.0,0.607473762810488,0.3374114518522534
silver,metallic,0.42621356237309516,0.012000000000000004,0.16,0.0,0.34,0.88,0.26,0.9,0.22,0.58,0.12,1.1,0.0,307.0,306.0,0.0,0.0,0.0,0.0,0.499184339314845,0.0,0.3635776917346404,0.0,0.6172479879928889,0.3394733759486532
silver,metallic,0.43821356237309517,0.024000000000000004,0.16,0.0,0.34,0.88,0.26,0.9,0.22,0.58,0.12,1.1,0.0,279.0,279.0,0.0,0.0,0.0,0.0,0.5,0.0,0.36550198396051176,0.0,0.709478135128873,0.3562104128529107
silver,metallic,0.4502135623730952,0.036000000000000004,0.16,0.0,0.34,0.88,0.26,0.9,0.22,0.58,0.12,1.1,0.0,244.0,244.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3672331574140281,0.0,0.6965568195832519,0.3540432669546046
silver,metallic,0.37821356237309517,-0.036,0.16,0.0,0.34,0.94,0.16,0.9,0.12,0.42,0.06,1.45,0.0,69.0,68.0,0.0,0.0,0.0,0.0,0.49635036496350365,0.0,0.35144742639993065,0.0,0.54992717633466,0.32638538757872393
silver,metallic,0.3902135623730951,-0.023999999999999997,0.16,0.0,0.34,0.94,0.16,0.9,0.12,0.42,0.06,1.45,0.0,14.0,13.0,0.0,0.0,0.0,0.0,0.48148148148148145,0.0,0.3553295999847888,0.0,0.7768371103875211,0.3683284857942854
silver,metallic,0.40221356237309513,-0.011999999999999997,0.16,0.0,0.34,0.94,0.16,0.9,0.12,0.42,0.06,1.45,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.35835517964276775,0.0,0.517903243436421,0.32940514195247617
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.16,0.0,0.34,0.94,0.16,0.9,0.12,0.42,0.06,1.45,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3607219041421693,0.0,0.7748716259302717,0.3675430672138144
silver,metallic,0.42621356237309516,0.012000000000000004,0.16,0.0,0.34,0.94,0.16,0.9,0.12,0.42,0.06,1.45,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.3635776917346404,0.0,0.7472984823582716,0.3664131104715928
silver,metallic,0.43821356237309517,0.024000000000000004,0.16,0.0,0.34,0.94,0.16,0.9,0.12,0.42,0.06,1.45,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.0,0.36550198396051176,0.0,0.7766904130167316,0.37058135014545257
silver,metallic,0.4502135623730952,0.036000000000000004,0.16,0.0,0.34,0.94,0.16,0.9,0.12,0.42,0.06,1.45,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.0,0.3672331574140281,0.0,0.7309836758805635,0.36190676775478736
silver,metallic,0.37821356237309517,-0.036,0.16,0.0,0.34,0.94,0.16,0.9,0.12,0.58,0.06,1.1,0.0,69.0,68.0,0.0,0.0,0.0,0.0,0.49635036496350365,0.0,0.35144742639993065,0.0,0.54992717633466,0.32638538757872393
silver,metallic,0.3902135623730951,-0.023999999999999997,0.16,0.0,0.34,0.94,0.16,0.9,0.12,0.58,0.06,1.1,0.0,14.0,13.0,0.0,0.0,0.0,0.0,0.48148148148148145,0.0,0.3553295999847888,0.0,0.7768371103875211,0.3683284857942854
silver,metallic,0.40221356237309513,-0.011999999999999997,0.16,0.0,0.34,0.94,0.16,0.9,0.12,0.58,0.06,1.1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.35835517964276775,0.0,0.517903243436421,0.32940514195247617
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.16,0.0,0.34,0.94,0.16,0.9,0.12,0.58,0.06,1.1,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3607219041421693,0.0,0.7748716259302717,0.3675430672138144
silver,metallic,0.42621356237309516,0.012000000000000004,0.16,0.0,0.34,0.94,0.16,0.9,0.12,0.58,0.06,1.1,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.3635776917346404,0.0,0.7472984823582716,0.3664131104715928
silver,metallic,0.43821356237309517,0.024000000000000004,0.16,0.0,0.34,0.94,0.16,0.9,0.12,0.58,0.06,1.1,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.0,0.36550198396051176,0.0,0.7766904130167316,0.37058135014545257
silver,metallic,0.4502135623730952,0.036000000000000004,0.16,0.0,0.34,0.94,0.16,0.9,0.12,0.58,0.06,1.1,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.0,0.3672331574140281,0.0,0.7309836758805635,0.36190676775478736
silver,metallic,0.37821356237309517,-0.036,0.16,0.0,0.34,0.94,0.16,0.95,0.34,0.58,0.12,1.45,0.0,344.0,343.0,0.0,0.0,0.0,0.0,0.4992721979621543,0.0,0.35144742639993065,0.0,0.5855245552477695,0.3326468241331511
silver,metallic,0.3902135623730951,-0.023999999999999997,0.16,0.0,0.34,0.94,0.16,0.95,0.34,0.58,0.12,1.45,0.0,338.0,338.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3553295999847888,0.0,0.6911185121166552,0.3519732121796036
silver,metallic,0.40221356237309513,-0.011999999999999997,0.16,0.0,0.34,0.94,0.16,0.95,0.34,0.58,0.12,1.45,0.0,338.0,338.0,0.0,0.0,0.0,0.0,0.5,0.0,0.35835517964276775,0.0,0.5556345136310747,0.32786343725418055
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.16,0.0,0.34,0.94,0.16,0.95,0.34,0.58,0.12,1.45,0.0,325.0,325.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3607219041421693,0.0,0.6080662944283934,0.33751810754347633
silver,metallic,0.42621356237309516,0.012000000000000004,0.16,0.0,0.34,0.94,0.16,0.95,0.34,0.58,0.12,1.45,0.0,304.0,303.0,0.0,0.0,0.0,0.0,0.49917627677100496,0.0,0.3635776917346404,0.0,0.6174978243398839,0.33951874961830425
silver,metallic,0.43821356237309517,0.024000000000000004,0.16,0.0,0.34,0.94,0.16,0.95,0.34,0.58,0.12,1.45,0.0,256.0,255.0,0.0,0.0,0.0,0.0,0.49902152641878667,0.0,0.36550198396051176,0.0,0.7296106419020445,0.3598831877511422
silver,metallic,0.4502135623730952,0.036000000000000004,0.16,0.0,0.34,0.94,0.16,0.95,0.34,0.58,0.12,1.45,0.0,210.0,210.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3672331574140281,0.0,0.7340659201983083,0.3607949050653148
silver,metallic,0.37821356237309517,-0.036,0.16,0.0,0.34,0.98,0.08,0.9,0.34,0.42,0.06,1.45,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.35144742639993065,0.0,0.5179027000493719,0.3287718334288806
silver,metallic,0.3902135623730951,-0.023999999999999997,0.16,0.0,0.34,0.98,0.08,0.9,0.34,0.42,0.06,1.45,7.0,8.0,0.0,0.0,0.875,1.0,0.4666666666666667,0.0,0.0,0.3553295999847888,0.0022793878215564964,0.5914558914194536,0.7488060016719518
silver,metallic,0.40221356237309513,-0.011999999999999997,0.16,0.0,0.34,0.98,0.08,0.9,0.34,0.42,0.06,1.45,4.0,6.0,1.0,0.0,0.6666666666666666,1.0,0.4,0.09090909090909091,0.0,0.35835517964276775,0.0013025073266037122,0.5452516639092029,0.6929854856927953
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.16,0.0,0.34,0.98,0.08,0.9,0.34,0.42,0.06,1.45,19.0,20.0,0.0,0.0,0.95,1.0,0.48717948717948717,0.0,0.0,0.3607219041421693,0.006186909801367633,0.5592725129119602,0.7581934589673047
silver,metallic,0.42621356237309516,0.012000000000000004,0.16,0.0,0.34,0.98,0.08,0.9,0.34,0.42,0.06,1.45,15.0,18.0,2.0,0.0,0.8333333333333334,1.0,0.45454545454545453,0.05714285714285714,0.0,0.3635776917346404,0.00488440247476392,0.8542969403030386,0.7852709727407545
silver,metallic,0.43821356237309517,0.024000000000000004,0.16,0.0,0.34,0.98,0.08,0.9,0.34,0.42,0.06,1.45,25.0,26.0,0.0,0.0,0.9615384615384616,1.0,0.49019607843137253,0.0,0.0,0.36550198396051176,0.0081406707912732,0.8414161415121407,0.8115207525336314
silver,metallic,0.4502135623730952,0.036000000000000004,0.16,0.0,0.34,0.98,0.08,0.9,0.34,0.42,0.06,1.45,34.0,35.0,0.0,0.0,0.9714285714285714,1.0,0.4927536231884058,0.0,0.0,0.3672331574140281,0.010420058612829698,0.7925308800133499,0.8046182068775718
silver,metallic,0.37821356237309517,-0.036,0.16,0.0,0.34,0.98,0.08,0.95,0.22,0.74,0.06,1.45,4.0,6.0,1.0,0.0,0.6666666666666666,1.0,0.4,0.09090909090909091,0.0,0.35144742639993065,0.0013025073266037122,0.523095710593368,0.6883642033820183
silver,metallic,0.3902135623730951,-0.023999999999999997,0.16,0.0,0.34,0.98,0.08,0.95,0.22,0.74,0.06,1.45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3553295999847888,0.0,0.6663409338366981,0.37251324808921127
silver,metallic,0.40221356237309513,-0.011999999999999997,0.16,0.0,0.34,0.98,0.08,0.95,0.22,0.74,0.06,1.45,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.35835517964276775,0.0,0.51796357962969,0.32941600246726455
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.16,0.0,0.34,0.98,0.08,0.95,0.22,0.74,0.06,1.45,8.0,9.0,0.0,0.0,0.8888888888888888,1.0,0.47058823529411764,0.0,0.0,0.3607219041421693,0.0026050146532074245,0.5161865514515995,0.7385297098586725
silver,metallic,0.42621356237309516,0.012000000000000004,0.16,0.0,0.34,0.98,0.08,0.95,0.22,0.74,0.06,1.45,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3635776917346404,0.0,0.517903133243073,0.32988385239276186
silver,metallic,0.43821356237309517,0.024000000000000004,0.16,0.0,0.34,0.98,0.08,0.95,0.22,0.74,0.06,1.45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36550198396051176,0.0,0.6663410751677883,0.37344574205991543
silver,metallic,0.4502135623730952,0.036000000000000004,0.16,0.0,0.34,0.98,0.08,0.95,0.22,0.74,0.06,1.45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3672331574140281,0.0,0.6663410751677883,0.37360443295982115
silver,metallic,0.37821356237309517,-0.036,0.16,0.011,0.12,0.88,0.08,0.9,0.34,0.42,0.12,1.45,0.0,338.0,337.0,0.0,0.0,0.0,0.0,0.49925925925925924,0.0,0.355670450867502,0.0,0.5551237038395722,0.3275624283910144
silver,metallic,0.3902135623730951,-0.023999999999999997,0.16,0.011,0.12,0.88,0.08,0.9,0.34,0.42,0.12,1.45,0.0,332.0,332.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3595879279355044,0.0,0.6036720292013003,0.3366231919836553
silver,metallic,0.40221356237309513,-0.011999999999999997,0.16,0.011,0.12,0.88,0.08,0.9,0.34,0.42,0.12,1.45,0.0,331.0,331.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3626056033585272,0.0,0.5184063904552556,0.3215519972564777
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.16,0.011,0.12,0.88,0.08,0.9,0.34,0.42,0.12,1.45,0.0,327.0,327.0,0.0,0.0,0.0,0.0,0.5,0.0,0.36520624580211125,0.0,0.5691919970085351,0.33093179866006317
silver,metallic,0.42621356237309516,0.012000000000000004,0.16,0.011,0.12,0.88,0.08,0.9,0.34,0.42,0.12,1.45,0.0,306.0,305.0,0.0,0.0,0.0,0.0,0.49918166939443537,0.0,0.3680408053465619,0.0,0.577946335568176,0.33280833075598476
silver,metallic,0.43821356237309517,0.024000000000000004,0.16,0.011,0.12,0.88,0.08,0.9,0.34,0.42,0.12,1.45,0.0,277.0,277.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3697454317054574,0.0,0.6619298238387086,0.3480406995306345
silver,metallic,0.4502135623730952,0.036000000000000004,0.16,0.011,0.12,0.88,0.08,0.9,0.34,0.42,0.12,1.45,0.0,242.0,242.0,0.0,0.0,0.0,0.0,0.5,0.0,0.37146865925183786,0.0,0.6450476637782785,0.34515987324484193
silver,metallic,0.37821356237309517,-0.036,0.16,0.011,0.12,0.88,0.08,0.95,0.12,0.74,0.06,1.1,0.0,338.0,337.0,0.0,0.0,0.0,0.0,0.49925925925925924,0.0,0.355670450867502,0.0,0.5551237038395722,0.3275624283910144
silver,metallic,0.3902135623730951,-0.023999999999999997,0.16,0.011,0.12,0.88,0.08,0.95,0.12,0.74,0.06,1.1,0.0,332.0,332.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3595879279355044,0.0,0.6036720292013003,0.3366231919836553
silver,metallic,0.40221356237309513,-0.011999999999999997,0.16,0.011,0.12,0.88,0.08,0.95,0.12,0.74,0.06,1.1,0.0,331.0,331.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3626056033585272,0.0,0.5184063904552556,0.3215519972564777
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.16,0.011,0.12,0.88,0.08,0.95,0.12,0.74,0.06,1.1,0.0,327.0,327.0,0.0,0.0,0.0,0.0,0.5,0.0,0.36520624580211125,0.0,0.5691919970085351,0.33093179866006317
silver,metallic,0.42621356237309516,0.012000000000000004,0.16,0.011,0.12,0.88,0.08,0.95,0.12,0.74,0.06,1.1,0.0,306.0,305.0,0.0,0.0,0.0,0.0,0.49918166939443537,0.0,0.3680408053465619,0.0,0.577946335568176,0.33280833075598476
silver,metallic,0.43821356237309517,0.024000000000000004,0.16,0.011,0.12,0.88,0.08,0.95,0.12,0.74,0.06,1.1,0.0,277.0,277.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3697454317054574,0.0,0.6619298238387086,0.3480406995306345
silver,metallic,0.4502135623730952,0.036000000000000004,0.16,0.011,0.12,0.88,0.08,0.95,0.12,0.74,0.06,1.1,0.0,242.0,242.0,0.0,0.0,0.0,0.0,0.5,0.0,0.37146865925183786,0.0,0.6534781239528458,0.3466773560762641
silver,metallic,0.37821356237309517,-0.036,0.16,0.011,0.12,0.88,0.26,0.9,0.12,0.58,0.06,1.1,0.0,338.0,337.0,0.0,0.0,0.0,0.0,0.49925925925925924,0.0,0.355670450867502,0.0,0.5551237038395722,0.3275624283910144
silver,metallic,0.3902135623730951,-0.023999999999999997,0.16,0.011,0.12,0.88,0.26,0.9,0.12,0.58,0.06,1.1,0.0,332.0,332.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3595879279355044,0.0,0.6036720292013003,0.3366231919836553
silver,metallic,0.40221356237309513,-0.011999999999999997,0.16,0.011,0.12,0.88,0.26,0.9,0.12,0.58,0.06,1.1,0.0,331.0,331.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3626056033585272,0.0,0.5184063904552556,0.3215519972564777
