anchor,family,alpha,offset,window_width,beta,length,max_alignment_age,alignment_factor,write_count,witness_expired,release_count,delayed_retention,witness_conversion,pollution,mean_alignment_latency,return_interval_diversity,phase_lock_resistance,composite_score
e_mod1,constant,0.7002818284590451,-0.018000000000000002,0.18,0.0,4096,21,0.1,13.0,39.0,4031.0,0.25,0.15294117647058825,1.0,17.0,0.0,0.750360051016545,0.35265182911033116
e_mod1,constant,0.7062818284590451,-0.012000000000000004,0.18,0.0,4096,21,0.1,16.0,34.0,4030.0,0.32,0.1797752808988764,1.0,17.0,0.0,0.6913530017166973,0.3570195711454749
e_mod1,constant,0.7122818284590451,-0.006000000000000005,0.18,0.0,4096,21,0.1,6.0,47.0,4037.0,0.11320754716981132,0.06741573033707865,1.0,17.0,0.0,0.6986673078749603,0.2813798293457079
e_mod1,constant,0.7182818284590451,-6.938893903907228e-18,0.18,0.0,4096,21,0.1,0.0,57.0,4039.0,0.0,0.0,0.0,21.0,0.0,0.5794953916838481,0.39702843317250835
e_mod1,constant,0.7242818284590451,0.0059999999999999915,0.18,0.0,4096,21,0.1,0.0,57.0,4039.0,0.0,0.0,0.0,21.0,0.0,0.7686439651608998,0.461338948154706
e_mod1,constant,0.7302818284590451,0.01199999999999999,0.18,0.0,4096,21,0.1,8.0,49.0,4031.0,0.14035087719298245,0.07692307692307693,1.0,15.0,0.0,0.6519861189412923,0.2748196799002283
e_mod1,constant,0.7362818284590451,0.017999999999999988,0.18,0.0,4096,21,0.1,1.0,31.0,4063.0,0.03125,0.011494252873563218,1.0,15.0,0.0,0.7327575643854125,0.2599565374082817
e_mod1,constant,0.7422818284590451,0.023999999999999987,0.18,0.0,4096,21,0.1,9.0,37.0,4040.0,0.1956521739130435,0.09090909090909091,1.0,15.666666666666666,0.030089650261336726,0.6191659683331159,0.2840698463134549
e_mod1,constant,0.7482818284590451,0.029999999999999985,0.18,0.0,4096,21,0.1,2.0,33.0,4059.0,0.05714285714285714,0.023529411764705882,1.0,16.0,0.0,0.40445543820034524,0.15775014310576446
e_mod1,constant,0.7542818284590451,0.03599999999999998,0.18,0.0,4096,21,0.1,5.0,35.0,4050.0,0.125,0.053763440860215055,1.0,16.4,0.02987182612968072,0.6578814022927215,0.2707468422247385
e_mod1,constant,0.6822818284590451,-0.036,0.18,0.0,4096,21,0.2,3.0,20.0,4070.0,0.13043478260869565,0.03333333333333333,1.0,16.0,0.0,0.6883225912854858,0.27655142016749995
e_mod1,constant,0.6882818284590451,-0.03,0.18,0.0,4096,21,0.2,1.0,20.0,4073.0,0.047619047619047616,0.01020408163265306,1.0,16.0,0.0,0.3538384144736114,0.13547512894823877
e_mod1,constant,0.6942818284590451,-0.024,0.18,0.0,4096,21,0.2,3.0,20.0,4069.0,0.13043478260869565,0.03296703296703297,1.0,16.0,0.0,0.6488103316428382,0.26305131782306573
e_mod1,constant,0.7002818284590451,-0.018000000000000002,0.18,0.0,4096,21,0.2,9.0,21.0,4057.0,0.3,0.10588235294117647,1.0,17.0,0.0,0.7461473383194486,0.35674891855802426
e_mod1,constant,0.7062818284590451,-0.012000000000000004,0.18,0.0,4096,21,0.2,15.0,17.0,4049.0,0.46875,0.16853932584269662,1.0,17.0,0.0,0.6768921929659355,0.39173042426010346
e_mod1,constant,0.7122818284590451,-0.006000000000000005,0.18,0.0,4096,21,0.2,5.0,26.0,4060.0,0.16129032258064516,0.056179775280898875,1.0,17.0,0.0,0.6812067155190862,0.2868839331496318
e_mod1,constant,0.7182818284590451,-6.938893903907228e-18,0.18,0.0,4096,21,0.2,0.0,28.0,4068.0,0.0,0.0,0.0,21.0,0.0,0.5565192619198045,0.38921654905273356
e_mod1,constant,0.7242818284590451,0.0059999999999999915,0.18,0.0,4096,21,0.2,0.0,30.0,4066.0,0.0,0.0,0.0,21.0,0.0,0.7606947267750581,0.45863620710351977
e_mod1,constant,0.7302818284590451,0.01199999999999999,0.18,0.0,4096,21,0.2,15.0,30.0,4036.0,0.3333333333333333,0.14423076923076922,1.0,15.0,0.0,0.6523334801889378,0.34108825505911067
e_mod1,constant,0.7362818284590451,0.017999999999999988,0.18,0.0,4096,21,0.2,13.0,17.0,4053.0,0.43333333333333335,0.14942528735632185,1.0,15.0,0.0,0.7370759806795095,0.3988357184885045
e_mod1,constant,0.7422818284590451,0.023999999999999987,0.18,0.0,4096,21,0.2,9.0,21.0,4056.0,0.3,0.09090909090909091,1.0,15.444444444444445,0.032173639961942564,0.6138422176902951,0.3116438815752921
e_mod1,constant,0.7482818284590451,0.029999999999999985,0.18,0.0,4096,21,0.2,3.0,17.0,4073.0,0.15,0.03529411764705882,1.0,16.0,0.0,0.40243776710010115,0.185181781990505
e_mod1,constant,0.7542818284590451,0.03599999999999998,0.18,0.0,4096,21,0.2,4.0,17.0,4070.0,0.19047619047619047,0.043010752688172046,1.0,16.25,0.02664693549941984,0.6563681568839874,0.28637219699771366
e_mod1,constant,0.6822818284590451,-0.036,0.18,0.011,4096,4,0.1,0.0,62.0,4034.0,0.0,0.0,0.0,4.0,0.0,0.6783139748696894,0.4306267514556944
e_mod1,constant,0.6882818284590451,-0.03,0.18,0.011,4096,4,0.1,0.0,64.0,4032.0,0.0,0.0,0.0,4.0,0.0,0.6494406298423354,0.42080981414639407
e_mod1,constant,0.6942818284590451,-0.024,0.18,0.011,4096,4,0.1,0.0,60.0,4036.0,0.0,0.0,0.0,4.0,0.0,0.571069027802952,0.39416346945300373
e_mod1,constant,0.7002818284590451,-0.018000000000000002,0.18,0.011,4096,4,0.1,0.0,62.0,4034.0,0.0,0.0,0.0,4.0,0.0,0.7876174383744571,0.4677899290473154
e_mod1,constant,0.7062818284590451,-0.012000000000000004,0.18,0.011,4096,4,0.1,0.0,63.0,4033.0,0.0,0.0,0.0,4.0,0.0,0.6636390614755034,0.4256372809016712
e_mod1,constant,0.7122818284590451,-0.006000000000000005,0.18,0.011,4096,4,0.1,0.0,62.0,4034.0,0.0,0.0,0.0,4.0,0.0,0.7327959479375523,0.4491506222987678
e_mod1,constant,0.7182818284590451,-6.938893903907228e-18,0.18,0.011,4096,4,0.1,0.0,54.0,4042.0,0.0,0.0,0.0,4.0,0.0,0.5793203169253112,0.3969689077546058
e_mod1,constant,0.7242818284590451,0.0059999999999999915,0.18,0.011,4096,4,0.1,0.0,59.0,4037.0,0.0,0.0,0.0,4.0,0.0,0.38818838075384,0.3319840494563056
e_mod1,constant,0.7302818284590451,0.01199999999999999,0.18,0.011,4096,4,0.1,0.0,60.0,4036.0,0.0,0.0,0.0,4.0,0.0,0.7001203763882189,0.43804092797199445
e_mod1,constant,0.7362818284590451,0.017999999999999988,0.18,0.011,4096,4,0.1,0.0,55.0,4041.0,0.0,0.0,0.0,4.0,0.0,0.7058092691221445,0.43997515150152916
e_mod1,constant,0.7422818284590451,0.023999999999999987,0.18,0.011,4096,4,0.1,0.0,60.0,4036.0,0.0,0.0,0.0,4.0,0.0,0.5980755878165733,0.40334569985763497
e_mod1,constant,0.7482818284590451,0.029999999999999985,0.18,0.011,4096,4,0.1,0.0,62.0,4034.0,0.0,0.0,0.0,4.0,0.0,0.7259517602075687,0.4468235984705734
e_mod1,constant,0.7542818284590451,0.03599999999999998,0.18,0.011,4096,4,0.1,0.0,38.0,4058.0,0.0,0.0,0.0,4.0,0.0,0.6386927819665384,0.41715554586862313
e_mod1,constant,0.6822818284590451,-0.036,0.18,0.011,4096,4,0.2,0.0,35.0,4061.0,0.0,0.0,0.0,4.0,0.0,0.6596546146570086,0.42428256898338296
e_mod1,constant,0.6882818284590451,-0.03,0.18,0.011,4096,4,0.2,0.0,35.0,4061.0,0.0,0.0,0.0,4.0,0.0,0.6410739432983652,0.4179651407214442
e_mod1,constant,0.6942818284590451,-0.024,0.18,0.011,4096,4,0.2,0.0,33.0,4063.0,0.0,0.0,0.0,4.0,0.0,0.5583520269618925,0.3898396891670435
e_mod1,constant,0.7002818284590451,-0.018000000000000002,0.18,0.011,4096,4,0.2,0.0,27.0,4069.0,0.0,0.0,0.0,4.0,0.0,0.7901499996911372,0.46865099989498665
e_mod1,constant,0.7062818284590451,-0.012000000000000004,0.18,0.011,4096,4,0.2,0.0,36.0,4060.0,0.0,0.0,0.0,4.0,0.0,0.6574326094030178,0.4235270871970261
e_mod1,constant,0.7122818284590451,-0.006000000000000005,0.18,0.011,4096,4,0.2,0.0,35.0,4061.0,0.0,0.0,0.0,4.0,0.0,0.7092915162148921,0.4411591155130633
e_mod1,constant,0.7182818284590451,-6.938893903907228e-18,0.18,0.011,4096,4,0.2,0.0,32.0,4064.0,0.0,0.0,0.0,4.0,0.0,0.5618926208153348,0.3910434910772138
e_mod1,constant,0.7242818284590451,0.0059999999999999915,0.18,0.011,4096,4,0.2,0.0,35.0,4061.0,0.0,0.0,0.0,4.0,0.0,0.3727539733911699,0.3267363509529978
e_mod1,constant,0.7302818284590451,0.01199999999999999,0.18,0.011,4096,4,0.2,0.0,33.0,4063.0,0.0,0.0,0.0,4.0,0.0,0.6953155417781691,0.43640728420457753
e_mod1,constant,0.7362818284590451,0.017999999999999988,0.18,0.011,4096,4,0.2,0.0,26.0,4070.0,0.0,0.0,0.0,4.0,0.0,0.7044874887211319,0.43952574616518486
e_mod1,constant,0.7422818284590451,0.023999999999999987,0.18,0.011,4096,4,0.2,0.0,33.0,4063.0,0.0,0.0,0.0,4.0,0.0,0.5836124993869523,0.39842824979156377
e_mod1,constant,0.7482818284590451,0.029999999999999985,0.18,0.011,4096,4,0.2,0.0,32.0,4064.0,0.0,0.0,0.0,4.0,0.0,0.6953747280140331,0.43642740752477127
e_mod1,constant,0.7542818284590451,0.03599999999999998,0.18,0.011,4096,4,0.2,0.0,12.0,4084.0,0.0,0.0,0.0,4.0,0.0,0.6057700494281735,0.40596181680557897
e_mod1,constant,0.6822818284590451,-0.036,0.18,0.011,4096,8,0.1,0.0,62.0,4034.0,0.0,0.0,0.0,8.0,0.0,0.6783139748696894,0.4306267514556944
e_mod1,constant,0.6882818284590451,-0.03,0.18,0.011,4096,8,0.1,0.0,64.0,4032.0,0.0,0.0,0.0,8.0,0.0,0.6494406298423354,0.42080981414639407
e_mod1,constant,0.6942818284590451,-0.024,0.18,0.011,4096,8,0.1,0.0,60.0,4036.0,0.0,0.0,0.0,8.0,0.0,0.571069027802952,0.39416346945300373
e_mod1,constant,0.7002818284590451,-0.018000000000000002,0.18,0.011,4096,8,0.1,0.0,62.0,4034.0,0.0,0.0,0.0,8.0,0.0,0.7876174383744571,0.4677899290473154
e_mod1,constant,0.7062818284590451,-0.012000000000000004,0.18,0.011,4096,8,0.1,0.0,63.0,4033.0,0.0,0.0,0.0,8.0,0.0,0.6636390614755034,0.4256372809016712
e_mod1,constant,0.7122818284590451,-0.006000000000000005,0.18,0.011,4096,8,0.1,0.0,62.0,4034.0,0.0,0.0,0.0,8.0,0.0,0.7327959479375523,0.4491506222987678
e_mod1,constant,0.7182818284590451,-6.938893903907228e-18,0.18,0.011,4096,8,0.1,0.0,54.0,4042.0,0.0,0.0,0.0,8.0,0.0,0.5793203169253112,0.3969689077546058
e_mod1,constant,0.7242818284590451,0.0059999999999999915,0.18,0.011,4096,8,0.1,0.0,59.0,4037.0,0.0,0.0,0.0,8.0,0.0,0.38818838075384,0.3319840494563056
e_mod1,constant,0.7302818284590451,0.01199999999999999,0.18,0.011,4096,8,0.1,0.0,60.0,4036.0,0.0,0.0,0.0,8.0,0.0,0.7001203763882189,0.43804092797199445
e_mod1,constant,0.7362818284590451,0.017999999999999988,0.18,0.011,4096,8,0.1,0.0,55.0,4041.0,0.0,0.0,0.0,8.0,0.0,0.7058092691221445,0.43997515150152916
e_mod1,constant,0.7422818284590451,0.023999999999999987,0.18,0.011,4096,8,0.1,0.0,60.0,4036.0,0.0,0.0,0.0,8.0,0.0,0.5980755878165733,0.40334569985763497
e_mod1,constant,0.7482818284590451,0.029999999999999985,0.18,0.011,4096,8,0.1,0.0,62.0,4034.0,0.0,0.0,0.0,8.0,0.0,0.7259517602075687,0.4468235984705734
e_mod1,constant,0.7542818284590451,0.03599999999999998,0.18,0.011,4096,8,0.1,0.0,38.0,4058.0,0.0,0.0,0.0,8.0,0.0,0.6386927819665384,0.41715554586862313
e_mod1,constant,0.6822818284590451,-0.036,0.18,0.011,4096,8,0.2,0.0,35.0,4061.0,0.0,0.0,0.0,8.0,0.0,0.6596546146570086,0.42428256898338296
e_mod1,constant,0.6882818284590451,-0.03,0.18,0.011,4096,8,0.2,0.0,35.0,4061.0,0.0,0.0,0.0,8.0,0.0,0.6410739432983652,0.4179651407214442
e_mod1,constant,0.6942818284590451,-0.024,0.18,0.011,4096,8,0.2,0.0,33.0,4063.0,0.0,0.0,0.0,8.0,0.0,0.5583520269618925,0.3898396891670435
e_mod1,constant,0.7002818284590451,-0.018000000000000002,0.18,0.011,4096,8,0.2,0.0,27.0,4069.0,0.0,0.0,0.0,8.0,0.0,0.7901499996911372,0.46865099989498665
e_mod1,constant,0.7062818284590451,-0.012000000000000004,0.18,0.011,4096,8,0.2,0.0,36.0,4060.0,0.0,0.0,0.0,8.0,0.0,0.6574326094030178,0.4235270871970261
e_mod1,constant,0.7122818284590451,-0.006000000000000005,0.18,0.011,4096,8,0.2,0.0,35.0,4061.0,0.0,0.0,0.0,8.0,0.0,0.7092915162148921,0.4411591155130633
e_mod1,constant,0.7182818284590451,-6.938893903907228e-18,0.18,0.011,4096,8,0.2,0.0,32.0,4064.0,0.0,0.0,0.0,8.0,0.0,0.5618926208153348,0.3910434910772138
e_mod1,constant,0.7242818284590451,0.0059999999999999915,0.18,0.011,4096,8,0.2,0.0,35.0,4061.0,0.0,0.0,0.0,8.0,0.0,0.3727539733911699,0.3267363509529978
e_mod1,constant,0.7302818284590451,0.01199999999999999,0.18,0.011,4096,8,0.2,0.0,33.0,4063.0,0.0,0.0,0.0,8.0,0.0,0.6953155417781691,0.43640728420457753
e_mod1,constant,0.7362818284590451,0.017999999999999988,0.18,0.011,4096,8,0.2,0.0,26.0,4070.0,0.0,0.0,0.0,8.0,0.0,0.7044874887211319,0.43952574616518486
e_mod1,constant,0.7422818284590451,0.023999999999999987,0.18,0.011,4096,8,0.2,0.0,33.0,4063.0,0.0,0.0,0.0,8.0,0.0,0.5836124993869523,0.39842824979156377
e_mod1,constant,0.7482818284590451,0.029999999999999985,0.18,0.011,4096,8,0.2,0.0,32.0,4064.0,0.0,0.0,0.0,8.0,0.0,0.6953747280140331,0.43642740752477127
e_mod1,constant,0.7542818284590451,0.03599999999999998,0.18,0.011,4096,8,0.2,0.0,12.0,4084.0,0.0,0.0,0.0,8.0,0.0,0.6057700494281735,0.40596181680557897
e_mod1,constant,0.6822818284590451,-0.036,0.18,0.011,4096,13,0.1,0.0,62.0,4034.0,0.0,0.0,0.0,13.0,0.0,0.6783139748696894,0.4306267514556944
e_mod1,constant,0.6882818284590451,-0.03,0.18,0.011,4096,13,0.1,0.0,64.0,4032.0,0.0,0.0,0.0,13.0,0.0,0.6494406298423354,0.42080981414639407
e_mod1,constant,0.6942818284590451,-0.024,0.18,0.011,4096,13,0.1,3.0,53.0,4037.0,0.05357142857142857,0.03333333333333333,1.0,13.0,0.0,0.571069027802952,0.21516346945300371
e_mod1,constant,0.7002818284590451,-0.018000000000000002,0.18,0.011,4096,13,0.1,9.0,44.0,4034.0,0.16981132075471697,0.10465116279069768,1.0,13.0,0.0,0.7876174383744571,0.3341743081609617
e_mod1,constant,0.7062818284590451,-0.012000000000000004,0.18,0.011,4096,13,0.1,18.0,32.0,4028.0,0.36,0.1935483870967742,1.0,13.0,0.0,0.6636390614755034,0.36127599057909054
e_mod1,constant,0.7122818284590451,-0.006000000000000005,0.18,0.011,4096,13,0.1,9.0,45.0,4033.0,0.16666666666666666,0.09782608695652174,1.0,13.0,0.0,0.7327959479375523,0.3134259846176084
e_mod1,constant,0.7182818284590451,-6.938893903907228e-18,0.18,0.011,4096,13,0.1,1.0,53.0,4041.0,0.018518518518518517,0.011627906976744186,1.0,13.0,0.0,0.5793203169253112,0.20424711619560496
e_mod1,constant,0.7242818284590451,0.0059999999999999915,0.18,0.011,4096,13,0.1,0.0,59.0,4037.0,0.0,0.0,0.0,13.0,0.0,0.38818838075384,0.3319840494563056
e_mod1,constant,0.7302818284590451,0.01199999999999999,0.18,0.011,4096,13,0.1,0.0,60.0,4036.0,0.0,0.0,0.0,13.0,0.0,0.7001203763882189,0.43804092797199445
e_mod1,constant,0.7362818284590451,0.017999999999999988,0.18,0.011,4096,13,0.1,0.0,55.0,4041.0,0.0,0.0,0.0,13.0,0.0,0.7058092691221445,0.43997515150152916
e_mod1,constant,0.7422818284590451,0.023999999999999987,0.18,0.011,4096,13,0.1,0.0,60.0,4036.0,0.0,0.0,0.0,13.0,0.0,0.5980755878165733,0.40334569985763497
e_mod1,constant,0.7482818284590451,0.029999999999999985,0.18,0.011,4096,13,0.1,0.0,62.0,4034.0,0.0,0.0,0.0,13.0,0.0,0.7259517602075687,0.4468235984705734
e_mod1,constant,0.7542818284590451,0.03599999999999998,0.18,0.011,4096,13,0.1,0.0,38.0,4058.0,0.0,0.0,0.0,13.0,0.0,0.6386927819665384,0.41715554586862313
e_mod1,constant,0.6822818284590451,-0.036,0.18,0.011,4096,13,0.2,0.0,35.0,4061.0,0.0,0.0,0.0,13.0,0.0,0.6596546146570086,0.42428256898338296
e_mod1,constant,0.6882818284590451,-0.03,0.18,0.011,4096,13,0.2,0.0,35.0,4061.0,0.0,0.0,0.0,13.0,0.0,0.6410739432983652,0.4179651407214442
e_mod1,constant,0.6942818284590451,-0.024,0.18,0.011,4096,13,0.2,3.0,30.0,4060.0,0.09090909090909091,0.03333333333333333,1.0,13.0,0.0,0.5583520269618925,0.2212942346215889
e_mod1,constant,0.7002818284590451,-0.018000000000000002,0.18,0.011,4096,13,0.2,9.0,18.0,4060.0,0.3333333333333333,0.10465116279069768,1.0,13.0,0.0,0.7901499996911372,0.38082154253064554
e_mod1,constant,0.7062818284590451,-0.012000000000000004,0.18,0.011,4096,13,0.2,18.0,18.0,4042.0,0.5,0.1935483870967742,1.0,13.0,0.0,0.6574326094030178,0.39836579687444545
e_mod1,constant,0.7122818284590451,-0.006000000000000005,0.18,0.011,4096,13,0.2,9.0,26.0,4052.0,0.2571428571428571,0.09782608695652174,1.0,13.0,0.0,0.7092915162148921,0.33076781116523724
e_mod1,constant,0.7182818284590451,-6.938893903907228e-18,0.18,0.011,4096,13,0.2,1.0,31.0,4063.0,0.03125,0.011627906976744186,1.0,13.0,0.0,0.5618926208153348,0.2018865143330278
e_mod1,constant,0.7242818284590451,0.0059999999999999915,0.18,0.011,4096,13,0.2,0.0,35.0,4061.0,0.0,0.0,0.0,13.0,0.0,0.3727539733911699,0.3267363509529978
e_mod1,constant,0.7302818284590451,0.01199999999999999,0.18,0.011,4096,13,0.2,0.0,33.0,4063.0,0.0,0.0,0.0,13.0,0.0,0.6953155417781691,0.43640728420457753
e_mod1,constant,0.7362818284590451,0.017999999999999988,0.18,0.011,4096,13,0.2,0.0,26.0,4070.0,0.0,0.0,0.0,13.0,0.0,0.7044874887211319,0.43952574616518486
e_mod1,constant,0.7422818284590451,0.023999999999999987,0.18,0.011,4096,13,0.2,0.0,33.0,4063.0,0.0,0.0,0.0,13.0,0.0,0.5836124993869523,0.39842824979156377
e_mod1,constant,0.7482818284590451,0.029999999999999985,0.18,0.011,4096,13,0.2,0.0,32.0,4064.0,0.0,0.0,0.0,13.0,0.0,0.6953747280140331,0.43642740752477127
e_mod1,constant,0.7542818284590451,0.03599999999999998,0.18,0.011,4096,13,0.2,0.0,12.0,4084.0,0.0,0.0,0.0,13.0,0.0,0.6057700494281735,0.40596181680557897
e_mod1,constant,0.6822818284590451,-0.036,0.18,0.011,4096,21,0.1,0.0,54.0,4041.0,0.0,0.0,0.0,21.0,0.0,0.6783139748696894,0.4306267514556944
e_mod1,constant,0.6882818284590451,-0.03,0.18,0.011,4096,21,0.1,0.0,64.0,4032.0,0.0,0.0,0.0,21.0,0.0,0.6494406298423354,0.42080981414639407
e_mod1,constant,0.6942818284590451,-0.024,0.18,0.011,4096,21,0.1,3.0,52.0,4037.0,0.05454545454545454,0.03333333333333333,1.0,13.0,0.0,0.571069027802952,0.21543619672573097
e_mod1,constant,0.7002818284590451,-0.018000000000000002,0.18,0.011,4096,21,0.1,9.0,44.0,4034.0,0.16981132075471697,0.10465116279069768,1.0,13.0,0.0,0.7876174383744571,0.3341743081609617
e_mod1,constant,0.7062818284590451,-0.012000000000000004,0.18,0.011,4096,21,0.1,18.0,32.0,4028.0,0.36,0.1935483870967742,1.0,13.0,0.0,0.6636390614755034,0.36127599057909054
e_mod1,constant,0.7122818284590451,-0.006000000000000005,0.18,0.011,4096,21,0.1,9.0,45.0,4033.0,0.16666666666666666,0.09782608695652174,1.0,13.0,0.0,0.7327959479375523,0.3134259846176084
e_mod1,constant,0.7182818284590451,-6.938893903907228e-18,0.18,0.011,4096,21,0.1,9.0,35.0,4043.0,0.20454545454545456,0.10465116279069768,1.0,14.0,0.0,0.5793203169253112,0.2730788443296587
e_mod1,constant,0.7242818284590451,0.0059999999999999915,0.18,0.011,4096,21,0.1,4.0,31.0,4057.0,0.11428571428571428,0.045454545454545456,1.0,14.0,0.0,0.38818838075384,0.17216586763812378
e_mod1,constant,0.7302818284590451,0.01199999999999999,0.18,0.011,4096,21,0.1,8.0,35.0,4045.0,0.18604651162790697,0.08695652173913043,1.0,14.0,0.0,0.7001203763882189,0.30578612514085185
e_mod1,constant,0.7362818284590451,0.017999999999999988,0.18,0.011,4096,21,0.1,0.0,46.0,4050.0,0.0,0.0,0.0,21.0,0.0,0.7058092691221445,0.43997515150152916
e_mod1,constant,0.7422818284590451,0.023999999999999987,0.18,0.011,4096,21,0.1,0.0,42.0,4053.0,0.0,0.0,0.0,21.0,0.0,0.5980755878165733,0.40334569985763497
e_mod1,constant,0.7482818284590451,0.029999999999999985,0.18,0.011,4096,21,0.1,0.0,55.0,4041.0,0.0,0.0,0.0,21.0,0.0,0.7259517602075687,0.4468235984705734
e_mod1,constant,0.7542818284590451,0.03599999999999998,0.18,0.011,4096,21,0.1,0.0,38.0,4058.0,0.0,0.0,0.0,21.0,0.0,0.6386927819665384,0.41715554586862313
e_mod1,constant,0.6822818284590451,-0.036,0.18,0.011,4096,21,0.2,1.0,28.0,4065.0,0.034482758620689655,0.01098901098901099,1.0,15.0,0.0,0.6596546146570086,0.235915763375198
e_mod1,constant,0.6882818284590451,-0.03,0.18,0.011,4096,21,0.2,0.0,35.0,4061.0,0.0,0.0,0.0,21.0,0.0,0.6410739432983652,0.4179651407214442
e_mod1,constant,0.6942818284590451,-0.024,0.18,0.011,4096,21,0.2,3.0,29.0,4060.0,0.09375,0.03333333333333333,1.0,13.0,0.0,0.5583520269618925,0.22208968916704344
e_mod1,constant,0.7002818284590451,-0.018000000000000002,0.18,0.011,4096,21,0.2,9.0,18.0,4060.0,0.3333333333333333,0.10465116279069768,1.0,13.0,0.0,0.7901499996911372,0.38082154253064554
e_mod1,constant,0.7062818284590451,-0.012000000000000004,0.18,0.011,4096,21,0.2,18.0,18.0,4042.0,0.5,0.1935483870967742,1.0,13.0,0.0,0.6574326094030178,0.39836579687444545
e_mod1,constant,0.7122818284590451,-0.006000000000000005,0.18,0.011,4096,21,0.2,9.0,26.0,4052.0,0.2571428571428571,0.09782608695652174,1.0,13.0,0.0,0.7092915162148921,0.33076781116523724
e_mod1,constant,0.7182818284590451,-6.938893903907228e-18,0.18,0.011,4096,21,0.2,8.0,21.0,4059.0,0.27586206896551724,0.09302325581395349,1.0,14.0,0.0,0.5618926208153348,0.2850290564340703
e_mod1,constant,0.7242818284590451,0.0059999999999999915,0.18,0.011,4096,21,0.2,8.0,17.0,4063.0,0.32,0.09090909090909091,1.0,14.0,0.0,0.3727539733911699,0.23269998731663413
e_mod1,constant,0.7302818284590451,0.01199999999999999,0.18,0.011,4096,21,0.2,5.0,23.0,4063.0,0.17857142857142858,0.05434782608695652,1.0,14.0,0.0,0.6953155417781691,0.2961898929002297
e_mod1,constant,0.7362818284590451,0.017999999999999988,0.18,0.011,4096,21,0.2,1.0,20.0,4074.0,0.047619047619047616,0.011904761904761904,1.0,15.0,0.0,0.7044874887211319,0.2550019366413753
e_mod1,constant,0.7422818284590451,0.023999999999999987,0.18,0.011,4096,21,0.2,2.0,19.0,4073.0,0.09523809523809523,0.022222222222222223,1.0,15.0,0.0,0.5836124993869523,0.22909491645823046
e_mod1,constant,0.7482818284590451,0.029999999999999985,0.18,0.011,4096,21,0.2,2.0,27.0,4065.0,0.06896551724137931,0.02247191011235955,1.0,15.0,0.0,0.6953747280140331,0.2597826961725822
e_mod1,constant,0.7542818284590451,0.03599999999999998,0.18,0.011,4096,21,0.2,0.0,12.0,4084.0,0.0,0.0,0.0,21.0,0.0,0.6057700494281735,0.40596181680557897
e_mod1,constant,0.6822818284590451,-0.036,0.24,0.0,4096,4,0.1,0.0,108.0,3988.0,0.0,0.0,0.0,4.0,0.0,0.6807370662373771,0.4314506025207082
e_mod1,constant,0.6882818284590451,-0.03,0.24,0.0,4096,4,0.1,0.0,112.0,3983.0,0.0,0.0,0.0,4.0,0.0,0.34330095469928845,0.31672232459775806
e_mod1,constant,0.6942818284590451,-0.024,0.24,0.0,4096,4,0.1,0.0,107.0,3989.0,0.0,0.0,0.0,4.0,0.0,0.6349185907307722,0.4158723208484626
e_mod1,constant,0.7002818284590451,-0.018000000000000002,0.24,0.0,4096,4,0.1,0.0,106.0,3989.0,0.0,0.0,0.0,4.0,0.0,0.6992829477319356,0.43775620222885814
e_mod1,constant,0.7062818284590451,-0.012000000000000004,0.24,0.0,4096,4,0.1,0.0,108.0,3988.0,0.0,0.0,0.0,4.0,0.0,0.6672772565499725,0.4268742672269907
e_mod1,constant,0.7122818284590451,-0.006000000000000005,0.24,0.0,4096,4,0.1,0.0,109.0,3987.0,0.0,0.0,0.0,4.0,0.0,0.6788347444962584,0.43080381312872784
e_mod1,constant,0.7182818284590451,-6.938893903907228e-18,0.24,0.0,4096,4,0.1,0.0,108.0,3988.0,0.0,0.0,0.0,4.0,0.0,0.545002468104516,0.3853008391555355
e_mod1,constant,0.7242818284590451,0.0059999999999999915,0.24,0.0,4096,4,0.1,1.0,108.0,3986.0,0.009174311926605505,0.00625,1.0,1.0,0.0,0.7309987203752988,0.2522333722670511
e_mod1,constant,0.7302818284590451,0.01199999999999999,0.24,0.0,4096,4,0.1,1.0,86.0,4008.0,0.011494252873563218,0.006622516556291391,1.0,1.0,0.0,0.6395333303764865,0.2218517761127356
e_mod1,constant,0.7362818284590451,0.017999999999999988,0.24,0.0,4096,4,0.1,2.0,110.0,3982.0,0.017857142857142856,0.012269938650306749,1.0,1.0,0.0,0.7015034074513957,0.2457197474905298
e_mod1,constant,0.7422818284590451,0.023999999999999987,0.24,0.0,4096,4,0.1,0.0,101.0,3994.0,0.0,0.0,0.0,4.0,0.0,0.6037389997834655,0.40527125992637825
e_mod1,constant,0.7482818284590451,0.029999999999999985,0.24,0.0,4096,4,0.1,5.0,100.0,3986.0,0.047619047619047616,0.031055900621118012,1.0,1.0,0.0,0.3777484761656593,0.14735787734145875
e_mod1,constant,0.7542818284590451,0.03599999999999998,0.24,0.0,4096,4,0.1,6.0,102.0,3981.0,0.05555555555555555,0.03773584905660377,1.0,1.0,0.0,0.6458460178360497,0.24193565445000112
e_mod1,constant,0.6822818284590451,-0.036,0.24,0.0,4096,4,0.2,0.0,58.0,4038.0,0.0,0.0,0.0,4.0,0.0,0.6620162538042871,0.42508552629345764
