anchor,family,alpha,offset,window_width,beta,length,max_alignment_age,alignment_factor,center_share,write_count,witness_expired,release_count,delayed_retention,witness_conversion,pollution,mean_alignment_latency,return_interval_diversity,phase_lock_resistance,composite_score
golden,phi,0.6060339887498948,-0.01200000000000001,0.24,0.011,4096,8,0.14,0.0205078125,0.0,84.0,4012.0,0.0,0.0,0.0,8.0,0.0,0.7460625028872203,0.45366125098165494
golden,phi,0.6120339887498948,-0.006000000000000012,0.24,0.011,4096,8,0.14,0.02099609375,0.0,85.0,4010.0,0.0,0.0,0.0,8.0,0.0,0.6314481802762313,0.41469238129391867
golden,phi,0.6180339887498948,-1.3877787807814457e-17,0.24,0.011,4096,8,0.14,0.020751953125,0.0,85.0,4011.0,0.0,0.0,0.0,8.0,0.0,0.714346575972188,0.44287783583054396
golden,phi,0.6240339887498948,0.0059999999999999845,0.24,0.011,4096,8,0.14,0.025146484375,0.0,102.0,3993.0,0.0,0.0,0.0,8.0,0.0,0.7054457025666987,0.4398515388726776
golden,phi,0.6300339887498948,0.011999999999999983,0.24,0.011,4096,8,0.14,0.021484375,0.0,88.0,4008.0,0.0,0.0,0.0,8.0,0.0,0.6145289501244406,0.40893984304230985
golden,phi,0.6360339887498948,0.01799999999999998,0.24,0.011,4096,8,0.14,0.021484375,0.0,88.0,4008.0,0.0,0.0,0.0,8.0,0.0,0.620342943019019,0.4109166006264665
golden,phi,0.6420339887498948,0.02399999999999998,0.24,0.011,4096,8,0.14,0.021240234375,0.0,87.0,4009.0,0.0,0.0,0.0,8.0,0.0,0.7066494289323975,0.44026080583701516
golden,phi,0.6480339887498948,0.029999999999999978,0.24,0.011,4096,8,0.14,0.020263671875,0.0,82.0,4013.0,0.0,0.0,0.0,8.0,0.0,0.600837755358828,0.40428483682200156
golden,phi,0.6540339887498947,0.035999999999999976,0.24,0.011,4096,8,0.14,0.02197265625,0.0,90.0,4006.0,0.0,0.0,0.0,8.0,0.0,0.3640744849314388,0.3237853248766892
golden,phi,0.6600339887498947,0.041999999999999975,0.24,0.011,4096,8,0.14,0.023681640625,0.0,96.0,3999.0,0.0,0.0,0.0,8.0,0.0,0.6311535476635248,0.41459220620559845
golden,phi,0.6660339887498947,0.04799999999999997,0.24,0.011,4096,8,0.14,0.0283203125,0.0,115.0,3980.0,0.0,0.0,0.0,8.0,0.0,0.5907158009724125,0.4008433723306203
golden,phi,0.5700339887498947,-0.048,0.24,0.011,4096,8,0.2,0.013671875,0.0,54.0,4041.0,0.0,0.0,0.0,8.0,0.0,0.7398046768594457,0.45153359013221156
golden,phi,0.5760339887498948,-0.042,0.24,0.011,4096,8,0.2,0.014892578125,0.0,61.0,4035.0,0.0,0.0,0.0,8.0,0.0,0.6107103273211685,0.40764151128919734
golden,phi,0.5820339887498948,-0.036000000000000004,0.24,0.011,4096,8,0.2,0.0146484375,0.0,59.0,4036.0,0.0,0.0,0.0,8.0,0.0,0.3537070074405596,0.3202603825297903
golden,phi,0.5880339887498948,-0.030000000000000006,0.24,0.011,4096,8,0.2,0.013427734375,0.0,55.0,4041.0,0.0,0.0,0.0,8.0,0.0,0.7181340353856149,0.44416557203110907
golden,phi,0.5940339887498948,-0.024000000000000007,0.24,0.011,4096,8,0.2,0.017333984375,0.0,70.0,4025.0,0.0,0.0,0.0,8.0,0.0,0.6756908232051362,0.42973487988974635
golden,phi,0.6000339887498948,-0.01800000000000001,0.24,0.011,4096,8,0.2,0.01416015625,0.0,58.0,4038.0,0.0,0.0,0.0,8.0,0.0,0.7102598931932305,0.4414883636856984
golden,phi,0.6060339887498948,-0.01200000000000001,0.24,0.011,4096,8,0.2,0.013916015625,0.0,57.0,4039.0,0.0,0.0,0.0,8.0,0.0,0.7366404952213957,0.45045776837527457
golden,phi,0.6120339887498948,-0.006000000000000012,0.24,0.011,4096,8,0.2,0.01513671875,0.0,61.0,4034.0,0.0,0.0,0.0,8.0,0.0,0.6293491228032315,0.41397870175309875
golden,phi,0.6180339887498948,-1.3877787807814457e-17,0.24,0.011,4096,8,0.2,0.014404296875,0.0,59.0,4037.0,0.0,0.0,0.0,8.0,0.0,0.7065111274441211,0.44021378333100125
golden,phi,0.6240339887498948,0.0059999999999999845,0.24,0.011,4096,8,0.2,0.017578125,0.0,71.0,4024.0,0.0,0.0,0.0,8.0,0.0,0.6917007951335707,0.4351782703454141
golden,phi,0.6300339887498948,0.011999999999999983,0.24,0.011,4096,8,0.2,0.014404296875,0.0,59.0,4037.0,0.0,0.0,0.0,8.0,0.0,0.6147991762827607,0.4090317199361386
golden,phi,0.6360339887498948,0.01799999999999998,0.24,0.011,4096,8,0.2,0.0146484375,0.0,60.0,4036.0,0.0,0.0,0.0,8.0,0.0,0.6183320394607512,0.4102328934166555
golden,phi,0.6420339887498948,0.02399999999999998,0.24,0.011,4096,8,0.2,0.013916015625,0.0,57.0,4039.0,0.0,0.0,0.0,8.0,0.0,0.6955897036507759,0.43650049924126383
golden,phi,0.6480339887498948,0.029999999999999978,0.24,0.011,4096,8,0.2,0.013671875,0.0,55.0,4040.0,0.0,0.0,0.0,8.0,0.0,0.596265582823696,0.4027302981600567
golden,phi,0.6540339887498947,0.035999999999999976,0.24,0.011,4096,8,0.2,0.015380859375,0.0,63.0,4033.0,0.0,0.0,0.0,8.0,0.0,0.35453426558762346,0.320541650299792
golden,phi,0.6600339887498947,0.041999999999999975,0.24,0.011,4096,8,0.2,0.015380859375,0.0,62.0,4033.0,0.0,0.0,0.0,8.0,0.0,0.6291842899949798,0.41392265859829314
golden,phi,0.6660339887498947,0.04799999999999997,0.24,0.011,4096,8,0.2,0.01904296875,0.0,77.0,4018.0,0.0,0.0,0.0,8.0,0.0,0.5855899746281628,0.39910059137357534
golden,phi,0.5700339887498947,-0.048,0.24,0.011,4096,13,0.1,0.026611328125,2.0,105.0,3986.0,0.018691588785046728,0.012422360248447204,1.0,13.0,0.0,0.756133679355552,0.2645551206854213
golden,phi,0.5760339887498948,-0.042,0.24,0.011,4096,13,0.1,0.0263671875,0.0,108.0,3988.0,0.0,0.0,0.0,13.0,0.0,0.629257935108624,0.4139476979369322
golden,phi,0.5820339887498948,-0.036000000000000004,0.24,0.011,4096,13,0.1,0.025146484375,0.0,102.0,3993.0,0.0,0.0,0.0,13.0,0.0,0.36915200164796635,0.32551168056030855
golden,phi,0.5880339887498948,-0.030000000000000006,0.24,0.011,4096,13,0.1,0.024658203125,0.0,91.0,4005.0,0.0,0.0,0.0,13.0,0.0,0.7342837600875867,0.4496564784297795
golden,phi,0.5940339887498948,-0.024000000000000007,0.24,0.011,4096,13,0.1,0.030029296875,0.0,94.0,4001.0,0.0,0.0,0.0,13.0,0.0,0.6767823585089119,0.43010600189303005
golden,phi,0.6000339887498948,-0.01800000000000001,0.24,0.011,4096,13,0.1,0.0263671875,0.0,78.0,4018.0,0.0,0.0,0.0,13.0,0.0,0.7130190098076039,0.44242646333458535
golden,phi,0.6060339887498948,-0.01200000000000001,0.24,0.011,4096,13,0.1,0.02587890625,0.0,87.0,4009.0,0.0,0.0,0.0,13.0,0.0,0.754631290576707,0.4565746387960804
golden,phi,0.6120339887498948,-0.006000000000000012,0.24,0.011,4096,13,0.1,0.026611328125,6.0,91.0,3992.0,0.061855670103092786,0.037037037037037035,1.0,13.0,0.0,0.6288877153102399,0.2378080775010142
golden,phi,0.6180339887498948,-1.3877787807814457e-17,0.24,0.011,4096,13,0.1,0.026123046875,21.0,78.0,3976.0,0.21212121212121213,0.13291139240506328,1.0,13.0,0.0,0.7282026961655385,0.33090690672313383
golden,phi,0.6240339887498948,0.0059999999999999845,0.24,0.011,4096,13,0.1,0.0302734375,29.0,89.0,3948.0,0.2457627118644068,0.17159763313609466,1.0,13.0,0.0,0.7107547950199518,0.34135776359331454
golden,phi,0.6300339887498948,0.011999999999999983,0.24,0.011,4096,13,0.1,0.0263671875,45.0,56.0,3950.0,0.44554455445544555,0.2777777777777778,1.0,13.0,0.0,0.6169057965852778,0.38450044608651923
golden,phi,0.6360339887498948,0.01799999999999998,0.24,0.011,4096,13,0.1,0.026611328125,30.0,71.0,3965.0,0.297029702970297,0.18518518518518517,1.0,13.0,0.0,0.6264755498736161,0.329503337122046
golden,phi,0.6420339887498948,0.02399999999999998,0.24,0.011,4096,13,0.1,0.026123046875,16.0,90.0,3974.0,0.1509433962264151,0.1,1.0,13.0,0.0,0.7192097525949731,0.30479546682568714
golden,phi,0.6480339887498948,0.029999999999999978,0.24,0.011,4096,13,0.1,0.02490234375,0.0,101.0,3994.0,0.0,0.0,0.0,13.0,0.0,0.5964998611158363,0.40280995277938436
golden,phi,0.6540339887498947,0.035999999999999976,0.24,0.011,4096,13,0.1,0.026611328125,0.0,109.0,3987.0,0.0,0.0,0.0,13.0,0.0,0.3721712594164548,0.3265382282015946
golden,phi,0.6600339887498947,0.041999999999999975,0.24,0.011,4096,13,0.1,0.029296875,0.0,119.0,3976.0,0.0,0.0,0.0,13.0,0.0,0.633702647189103,0.41545890004429503
golden,phi,0.6660339887498947,0.04799999999999997,0.24,0.011,4096,13,0.1,0.033447265625,0.0,133.0,3962.0,0.0,0.0,0.0,13.0,0.0,0.5911084993247193,0.4009768897704046
golden,phi,0.5700339887498947,-0.048,0.24,0.011,4096,13,0.14,0.021728515625,2.0,85.0,4006.0,0.022988505747126436,0.012422360248447204,1.0,13.0,0.0,0.741781842362654,0.2608786328572183
golden,phi,0.5760339887498948,-0.042,0.24,0.011,4096,13,0.14,0.021484375,0.0,88.0,4008.0,0.0,0.0,0.0,13.0,0.0,0.6201168836291346,0.4108397404339058
golden,phi,0.5820339887498948,-0.036000000000000004,0.24,0.011,4096,13,0.14,0.020751953125,0.0,84.0,4011.0,0.0,0.0,0.0,13.0,0.0,0.36261673922515225,0.3232896913365518
golden,phi,0.5880339887498948,-0.030000000000000006,0.24,0.011,4096,13,0.14,0.02001953125,0.0,72.0,4024.0,0.0,0.0,0.0,13.0,0.0,0.7251453268876706,0.446549411141808
golden,phi,0.5940339887498948,-0.024000000000000007,0.24,0.011,4096,13,0.14,0.025146484375,0.0,74.0,4021.0,0.0,0.0,0.0,13.0,0.0,0.6794096712752207,0.43099928823357503
golden,phi,0.6000339887498948,-0.01800000000000001,0.24,0.011,4096,13,0.14,0.021484375,0.0,58.0,4038.0,0.0,0.0,0.0,13.0,0.0,0.7115781252071882,0.441936562570444
golden,phi,0.6060339887498948,-0.01200000000000001,0.24,0.011,4096,13,0.14,0.0205078125,0.0,65.0,4031.0,0.0,0.0,0.0,13.0,0.0,0.7460625028872203,0.45366125098165494
golden,phi,0.6120339887498948,-0.006000000000000012,0.24,0.011,4096,13,0.14,0.02099609375,5.0,70.0,4015.0,0.06666666666666667,0.030864197530864196,1.0,13.0,0.0,0.6314481802762313,0.23891460351614088
golden,phi,0.6180339887498948,-1.3877787807814457e-17,0.24,0.011,4096,13,0.14,0.020751953125,20.0,65.0,3991.0,0.23529411764705882,0.12658227848101267,1.0,13.0,0.0,0.714346575972188,0.3315449988983027
golden,phi,0.6240339887498948,0.0059999999999999845,0.24,0.011,4096,13,0.14,0.025146484375,27.0,75.0,3966.0,0.2647058823529412,0.15976331360946747,1.0,13.0,0.0,0.7054457025666987,0.3427265823812053
golden,phi,0.6300339887498948,0.011999999999999983,0.24,0.011,4096,13,0.14,0.021484375,44.0,44.0,3964.0,0.5,0.2716049382716049,1.0,13.0,0.0,0.6145289501244406,0.3978287319311987
golden,phi,0.6360339887498948,0.01799999999999998,0.24,0.011,4096,13,0.14,0.021484375,29.0,59.0,3979.0,0.32954545454545453,0.17901234567901234,1.0,13.0,0.0,0.620342943019019,0.335411550121416
golden,phi,0.6420339887498948,0.02399999999999998,0.24,0.011,4096,13,0.14,0.021240234375,15.0,72.0,3994.0,0.1724137931034483,0.09375,1.0,13.0,0.0,0.7066494289323975,0.3054116679059806
golden,phi,0.6480339887498948,0.029999999999999978,0.24,0.011,4096,13,0.14,0.020263671875,0.0,82.0,4013.0,0.0,0.0,0.0,13.0,0.0,0.600837755358828,0.40428483682200156
golden,phi,0.6540339887498947,0.035999999999999976,0.24,0.011,4096,13,0.14,0.02197265625,0.0,90.0,4006.0,0.0,0.0,0.0,13.0,0.0,0.3640744849314388,0.3237853248766892
golden,phi,0.6600339887498947,0.041999999999999975,0.24,0.011,4096,13,0.14,0.023681640625,0.0,96.0,3999.0,0.0,0.0,0.0,13.0,0.0,0.6311535476635248,0.41459220620559845
golden,phi,0.6660339887498947,0.04799999999999997,0.24,0.011,4096,13,0.14,0.0283203125,0.0,112.0,3983.0,0.0,0.0,0.0,13.0,0.0,0.5907158009724125,0.4008433723306203
golden,phi,0.5700339887498947,-0.048,0.24,0.011,4096,13,0.2,0.013671875,1.0,53.0,4040.0,0.018518518518518517,0.006211180124223602,1.0,13.0,0.0,0.7398046768594457,0.257836787739757
golden,phi,0.5760339887498948,-0.042,0.24,0.011,4096,13,0.2,0.014892578125,0.0,61.0,4035.0,0.0,0.0,0.0,13.0,0.0,0.6107103273211685,0.40764151128919734
golden,phi,0.5820339887498948,-0.036000000000000004,0.24,0.011,4096,13,0.2,0.0146484375,0.0,59.0,4036.0,0.0,0.0,0.0,13.0,0.0,0.3537070074405596,0.3202603825297903
golden,phi,0.5880339887498948,-0.030000000000000006,0.24,0.011,4096,13,0.2,0.013427734375,2.0,46.0,4046.0,0.041666666666666664,0.01282051282051282,1.0,12.0,0.0,0.7181340353856149,0.25813993100546806
golden,phi,0.5940339887498948,-0.024000000000000007,0.24,0.011,4096,13,0.2,0.017333984375,2.0,44.0,4047.0,0.043478260869565216,0.012121212121212121,1.0,12.0,0.0,0.6756908232051362,0.24409061111504274
golden,phi,0.6000339887498948,-0.01800000000000001,0.24,0.011,4096,13,0.2,0.01416015625,3.0,30.0,4060.0,0.09090909090909091,0.0189873417721519,1.0,12.0,0.0,0.7102598931932305,0.27036063065923116
golden,phi,0.6060339887498948,-0.01200000000000001,0.24,0.011,4096,13,0.2,0.013916015625,2.0,39.0,4053.0,0.04878048780487805,0.012738853503184714,1.0,12.0,0.0,0.7366404952213957,0.26640929859121365
golden,phi,0.6120339887498948,-0.006000000000000012,0.24,0.011,4096,13,0.2,0.01513671875,3.0,49.0,4040.0,0.057692307692307696,0.018518518518518517,1.0,13.0,0.0,0.6293491228032315,0.23346588124027823
golden,phi,0.6180339887498948,-1.3877787807814457e-17,0.24,0.011,4096,13,0.2,0.014404296875,16.0,43.0,4021.0,0.2711864406779661,0.10126582278481013,1.0,13.0,0.0,0.7065111274441211,0.33437383482209754
golden,phi,0.6240339887498948,0.0059999999999999845,0.24,0.011,4096,13,0.2,0.017578125,18.0,53.0,4006.0,0.2535211267605634,0.10650887573964497,1.0,13.0,0.0,0.6917007951335707,0.32533578347150793
golden,phi,0.6300339887498948,0.011999999999999983,0.24,0.011,4096,13,0.2,0.014404296875,30.0,29.0,4007.0,0.5084745762711864,0.18518518518518517,1.0,13.0,0.0,0.6147991762827607,0.3847379346254042
golden,phi,0.6360339887498948,0.01799999999999998,0.24,0.011,4096,13,0.2,0.0146484375,19.0,41.0,4017.0,0.31666666666666665,0.11728395061728394,1.0,13.0,0.0,0.6183320394607512,0.32001067119443316
golden,phi,0.6420339887498948,0.02399999999999998,0.24,0.011,4096,13,0.2,0.013916015625,13.0,44.0,4026.0,0.22807017543859648,0.08125,1.0,13.0,0.0,0.6955897036507759,0.3149851483640708
golden,phi,0.6480339887498948,0.029999999999999978,0.24,0.011,4096,13,0.2,0.013671875,0.0,55.0,4040.0,0.0,0.0,0.0,13.0,0.0,0.596265582823696,0.4027302981600567
golden,phi,0.6540339887498947,0.035999999999999976,0.24,0.011,4096,13,0.2,0.015380859375,0.0,63.0,4033.0,0.0,0.0,0.0,13.0,0.0,0.35453426558762346,0.320541650299792
golden,phi,0.6600339887498947,0.041999999999999975,0.24,0.011,4096,13,0.2,0.015380859375,0.0,62.0,4033.0,0.0,0.0,0.0,13.0,0.0,0.6291842899949798,0.41392265859829314
golden,phi,0.6660339887498947,0.04799999999999997,0.24,0.011,4096,13,0.2,0.01904296875,0.0,74.0,4021.0,0.0,0.0,0.0,13.0,0.0,0.5855899746281628,0.39910059137357534
golden,phi,0.5700339887498947,-0.048,0.24,0.011,4096,21,0.1,0.026611328125,9.0,79.0,3998.0,0.10227272727272728,0.055900621118012424,1.0,13.88888888888889,0.022627416996340348,0.756133679355552,0.29759411977820077
golden,phi,0.5760339887498948,-0.042,0.24,0.011,4096,21,0.1,0.0263671875,9.0,63.0,4015.0,0.125,0.05625,1.0,14.0,0.0,0.629257935108624,0.2590726979369322
golden,phi,0.5820339887498948,-0.036000000000000004,0.24,0.011,4096,21,0.1,0.025146484375,17.0,51.0,4010.0,0.25,0.11038961038961038,1.0,14.0,0.0,0.36915200164796635,0.21538181043043844
golden,phi,0.5880339887498948,-0.030000000000000006,0.24,0.011,4096,21,0.1,0.024658203125,12.0,55.0,4017.0,0.1791044776119403,0.07692307692307693,1.0,14.0,0.0,0.7342837600875867,0.3136518860072766
golden,phi,0.5940339887498948,-0.024000000000000007,0.24,0.011,4096,21,0.1,0.030029296875,7.0,79.0,4002.0,0.08139534883720931,0.04242424242424243,1.0,14.0,0.0,0.6767823585089119,0.26053306320381237
golden,phi,0.6000339887498948,-0.01800000000000001,0.24,0.011,4096,21,0.1,0.0263671875,2.0,74.0,4017.0,0.02631578947368421,0.012658227848101266,1.0,15.0,0.0,0.7130190098076039,0.2520733653998751
golden,phi,0.6060339887498948,-0.01200000000000001,0.24,0.011,4096,21,0.1,0.02587890625,11.0,59.0,4015.0,0.15714285714285714,0.07006369426751592,1.0,15.0,0.0,0.754631290576707,0.3131861037642332
golden,phi,0.6120339887498948,-0.006000000000000012,0.24,0.011,4096,21,0.1,0.026611328125,12.0,58.0,4013.0,0.17142857142857143,0.07407407407407407,1.0,14.833333333333334,0.037265447080132665,0.6288877153102399,0.2781363923052255
golden,phi,0.6180339887498948,-1.3877787807814457e-17,0.24,0.011,4096,21,0.1,0.026123046875,12.0,76.0,3996.0,0.13636363636363635,0.0759493670886076,1.0,13.333333333333334,0.05590169943330212,0.7282026961655385,0.3039137569087148
golden,phi,0.6240339887498948,0.0059999999999999845,0.24,0.011,4096,21,0.1,0.0302734375,29.0,89.0,3948.0,0.2457627118644068,0.17159763313609466,1.0,13.0,0.0,0.7107547950199518,0.34135776359331454
golden,phi,0.6300339887498948,0.011999999999999983,0.24,0.011,4096,21,0.1,0.0263671875,45.0,56.0,3950.0,0.44554455445544555,0.2777777777777778,1.0,13.0,0.0,0.6169057965852778,0.38450044608651923
golden,phi,0.6360339887498948,0.01799999999999998,0.24,0.011,4096,21,0.1,0.026611328125,31.0,70.0,3964.0,0.3069306930693069,0.19135802469135801,1.0,13.03225806451613,0.013557489046117274,0.6264755498736161,0.33447132458456924
golden,phi,0.6420339887498948,0.02399999999999998,0.24,0.011,4096,21,0.1,0.026123046875,9.0,76.0,4002.0,0.10588235294117647,0.05625,1.0,13.88888888888889,0.022627416996340348,0.7192097525949731,0.2861135680655275
golden,phi,0.6480339887498948,0.029999999999999978,0.24,0.011,4096,21,0.1,0.02490234375,7.0,62.0,4019.0,0.10144927536231885,0.046357615894039736,1.0,14.0,0.0,0.5964998611158363,0.23956012074176078
golden,phi,0.6540339887498947,0.035999999999999976,0.24,0.011,4096,21,0.1,0.026611328125,18.0,53.0,4007.0,0.2535211267605634,0.1111111111111111,1.0,14.0,0.0,0.3721712594164548,0.2175241436945524
golden,phi,0.6600339887498947,0.041999999999999975,0.24,0.011,4096,21,0.1,0.029296875,7.0,70.0,4011.0,0.09090909090909091,0.03910614525139665,1.0,14.0,0.0,0.633702647189103,0.24795255164409186
golden,phi,0.6660339887498947,0.04799999999999997,0.24,0.011,4096,21,0.1,0.033447265625,9.0,95.0,3982.0,0.08653846153846154,0.05232558139534884,1.0,14.88888888888889,0.021107665108628517,0.5911084993247193,0.2363148768610269
golden,phi,0.5700339887498947,-0.048,0.24,0.011,4096,21,0.14,0.021728515625,9.0,65.0,4012.0,0.12162162162162163,0.055900621118012424,1.0,13.777777777777779,0.030174656342761043,0.741781842362654,0.2987359647660195
golden,phi,0.5760339887498948,-0.042,0.24,0.011,4096,21,0.14,0.021484375,5.0,53.0,4033.0,0.08620689655172414,0.03125,1.0,14.0,0.0,0.6201168836291346,0.24060267146838854
golden,phi,0.5820339887498948,-0.036000000000000004,0.24,0.011,4096,21,0.14,0.020751953125,8.0,42.0,4037.0,0.16,0.05194805194805195,1.0,14.0,0.0,0.36261673922515225,0.17744034068720113
golden,phi,0.5880339887498948,-0.030000000000000006,0.24,0.011,4096,21,0.14,0.02001953125,6.0,47.0,4037.0,0.11320754716981132,0.038461538461538464,1.0,14.0,0.0,0.7251453268876706,0.2851706012724321
golden,phi,0.5940339887498948,-0.024000000000000007,0.24,0.011,4096,21,0.14,0.025146484375,6.0,64.0,4019.0,0.08571428571428572,0.03636363636363636,1.0,14.333333333333334,0.03288868749475416,0.6794096712752207,0.26417583777860987
golden,phi,0.6000339887498948,-0.01800000000000001,0.24,0.011,4096,21,0.14,0.021484375,2.0,55.0,4037.0,0.03508771929824561,0.012658227848101266,1.0,15.0,0.0,0.7115781252071882,0.254039604986611
golden,phi,0.6060339887498948,-0.01200000000000001,0.24,0.011,4096,21,0.14,0.0205078125,14.0,45.0,4023.0,0.23728813559322035,0.08917197452229299,1.0,15.0,0.0,0.7460625028872203,0.3361528843617694
golden,phi,0.6120339887498948,-0.006000000000000012,0.24,0.011,4096,21,0.14,0.02099609375,18.0,43.0,4016.0,0.29508196721311475,0.1111111111111111,1.0,14.777777777777779,0.04253273871510966,0.6314481802762313,0.3207179512107996
golden,phi,0.6180339887498948,-1.3877787807814457e-17,0.24,0.011,4096,21,0.14,0.020751953125,22.0,56.0,3996.0,0.28205128205128205,0.13924050632911392,1.0,13.818181818181818,0.07116219622111303,0.714346575972188,0.35260846164183246
golden,phi,0.6240339887498948,0.0059999999999999845,0.24,0.011,4096,21,0.14,0.025146484375,27.0,75.0,3966.0,0.2647058823529412,0.15976331360946747,1.0,13.0,0.0,0.7054457025666987,0.3427265823812053
golden,phi,0.6300339887498948,0.011999999999999983,0.24,0.011,4096,21,0.14,0.021484375,44.0,44.0,3964.0,0.5,0.2716049382716049,1.0,13.0,0.0,0.6145289501244406,0.3978287319311987
golden,phi,0.6360339887498948,0.01799999999999998,0.24,0.011,4096,21,0.14,0.021484375,30.0,58.0,3978.0,0.3409090909090909,0.18518518518518517,1.0,13.033333333333333,0.013772800017190074,0.620342943019019,0.3408063034157205
golden,phi,0.6420339887498948,0.02399999999999998,0.24,0.011,4096,21,0.14,0.021240234375,11.0,62.0,4012.0,0.1506849315068493,0.06875,1.0,13.636363636363637,0.035276684144940916,0.7066494289323975,0.29764972139052825
golden,phi,0.6480339887498948,0.029999999999999978,0.24,0.011,4096,21,0.14,0.020263671875,6.0,49.0,4034.0,0.10909090909090909,0.039735099337748346,1.0,14.0,0.0,0.600837755358828,0.24198260924825077
golden,phi,0.6540339887498947,0.035999999999999976,0.24,0.011,4096,21,0.14,0.02197265625,9.0,44.0,4034.0,0.16981132075471697,0.05555555555555555,1.0,14.0,0.0,0.3640744849314388,0.18133249468800997
golden,phi,0.6600339887498947,0.041999999999999975,0.24,0.011,4096,21,0.14,0.023681640625,7.0,56.0,4025.0,0.1111111111111111,0.03910614525139665,1.0,14.0,0.0,0.6311535476635248,0.25274242346196096
golden,phi,0.6660339887498947,0.04799999999999997,0.24,0.011,4096,21,0.14,0.0283203125,18.0,77.0,3982.0,0.18947368421052632,0.10465116279069768,1.0,14.777777777777779,0.028132762304667266,0.5907158009724125,0.2749838341962666
golden,phi,0.5700339887498947,-0.048,0.24,0.011,4096,21,0.2,0.013671875,5.0,44.0,4041.0,0.10204081632653061,0.031055900621118012,1.0,13.8,0.02898550724427641,0.7398046768594457,0.2880139213949835
golden,phi,0.5760339887498948,-0.042,0.24,0.011,4096,21,0.2,0.014892578125,10.0,34.0,4042.0,0.22727272727272727,0.0625,1.0,14.0,0.0,0.6107103273211685,0.2825278749255609
golden,phi,0.5820339887498948,-0.036000000000000004,0.24,0.011,4096,21,0.2,0.0146484375,4.0,30.0,4057.0,0.11764705882352941,0.025974025974025976,1.0,14.0,0.0,0.3537070074405596,0.15787688367570318
golden,phi,0.5880339887498948,-0.030000000000000006,0.24,0.011,4096,21,0.2,0.013427734375,7.0,32.0,4050.0,0.1794871794871795,0.04487179487179487,1.0,14.0,0.0,0.7181340353856149,0.30249890536444246
golden,phi,0.5940339887498948,-0.024000000000000007,0.24,0.011,4096,21,0.2,0.017333984375,4.0,40.0,4047.0,0.09090909090909091,0.024242424242424242,1.0,14.25,0.09116056881301736,0.6756908232051362,0.2668459072129695
golden,phi,0.6000339887498948,-0.01800000000000001,0.24,0.011,4096,21,0.2,0.01416015625,6.0,27.0,4057.0,0.18181818181818182,0.0379746835443038,1.0,13.5,0.11111111110288066,0.7102598931932305,0.3081217865209944
golden,phi,0.6060339887498948,-0.01200000000000001,0.24,0.011,4096,21,0.2,0.013916015625,13.0,27.0,4042.0,0.325,0.08280254777070063,1.0,14.538461538461538,0.07445104380160014,0.7366404952213957,0.36231831047812874
golden,phi,0.6120339887498948,-0.006000000000000012,0.24,0.011,4096,21,0.2,0.01513671875,25.0,27.0,4018.0,0.4807692307692308,0.15432098765432098,1.0,14.76,0.044032728477428465,0.6293491228032315,0.37989448242445545
golden,phi,0.6180339887498948,-1.3877787807814457e-17,0.24,0.011,4096,21,0.2,0.014404296875,27.0,32.0,4010.0,0.4576271186440678,0.17088607594936708,1.0,13.814814814814815,0.0711340437558246,0.7065111274441211,0.40479959372269225
golden,phi,0.6240339887498948,0.0059999999999999845,0.24,0.011,4096,21,0.2,0.017578125,18.0,53.0,4006.0,0.2535211267605634,0.10650887573964497,1.0,13.0,0.0,0.6917007951335707,0.32533578347150793
golden,phi,0.6300339887498948,0.011999999999999983,0.24,0.011,4096,21,0.2,0.014404296875,30.0,29.0,4007.0,0.5084745762711864,0.18518518518518517,1.0,13.0,0.0,0.6147991762827607,0.3847379346254042
golden,phi,0.6360339887498948,0.01799999999999998,0.24,0.011,4096,21,0.2,0.0146484375,19.0,41.0,4017.0,0.31666666666666665,0.11728395061728394,1.0,13.0,0.0,0.6183320394607512,0.32001067119443316
golden,phi,0.6420339887498948,0.02399999999999998,0.24,0.011,4096,21,0.2,0.013916015625,14.0,40.0,4028.0,0.25925925925925924,0.0875,1.0,13.285714285714286,0.034002985590649015,0.6955897036507759,0.3275633306811083
golden,phi,0.6480339887498948,0.029999999999999978,0.24,0.011,4096,21,0.2,0.013671875,11.0,32.0,4041.0,0.2558139534883721,0.0728476821192053,1.0,14.0,0.0,0.596265582823696,0.2874707879182578
golden,phi,0.6540339887498947,0.035999999999999976,0.24,0.011,4096,21,0.2,0.015380859375,6.0,32.0,4052.0,0.15789473684210525,0.037037037037037035,1.0,14.0,0.0,0.35453426558762346,0.1714188432822481
golden,phi,0.6600339887498947,0.041999999999999975,0.24,0.011,4096,21,0.2,0.015380859375,8.0,37.0,4042.0,0.17777777777777778,0.0446927374301676,1.0,14.0,0.0,0.6291842899949798,0.27174512911350107
golden,phi,0.6660339887498947,0.04799999999999997,0.24,0.011,4096,21,0.2,0.01904296875,25.0,45.0,4000.0,0.35714285714285715,0.14534883720930233,1.0,14.72,0.030502641737932764,0.5855899746281628,0.3277035934102844
silver,metallic,0.36621356237309516,-0.048,0.18,0.0,4096,4,0.1,0.01513671875,0.0,61.0,4034.0,0.0,0.0,0.0,4.0,0.0,0.7442934147602499,0.453059761018485
