flow,family,alpha,offset,window_width,beta,pocket_gain,pocket_decay,write_threshold,revision_threshold,learning_rate,coherence_limit,release_threshold,overload_threshold,write_count,witness_count,witness_conversion,delayed_retention,release_rate,overload_rate,mean_pocket_lifetime,mean_revision_size,revision_write_rate,pollution,phase_lock_resistance,composite_score
golden,phi,0.6060339887498948,-0.011999999999999997,0.24,0.011,0.24,0.98,0.68,0.1,0.03,0.38,0.14,1.45,58.0,59.0,0.9830508474576272,0.49572649572649574,0.0,0.0,46.56896551724138,0.004781654955382448,1.0,0.018886356235753826,0.7606688008037668,0.777651936198658
golden,phi,0.6180339887498948,3.469446951953614e-18,0.24,0.011,0.24,0.98,0.68,0.1,0.03,0.38,0.14,1.45,46.0,48.0,0.9583333333333334,0.48936170212765956,0.010526315789473684,0.0,58.59574468085106,0.004280123747699118,1.0,0.014978834255942689,0.7549483641659771,0.7708404258344499
golden,phi,0.6300339887498948,0.012000000000000004,0.24,0.011,0.24,0.98,0.68,0.1,0.03,0.38,0.14,1.45,64.0,67.0,0.9552238805970149,0.48854961832061067,0.015037593984962405,0.0,39.46969696969697,0.00540114499301253,1.0,0.020840117225659396,0.7308445271001436,0.7667444741799991
golden,phi,0.6420339887498948,0.024000000000000004,0.24,0.011,0.24,0.98,0.68,0.1,0.03,0.38,0.14,1.45,57.0,58.0,0.9827586206896551,0.4956521739130435,0.0,0.0,45.89473684210526,0.005633517347036587,1.0,0.0185607294041029,0.5516918129357231,0.7410624642101227
golden,phi,0.6540339887498948,0.036000000000000004,0.24,0.011,0.24,0.98,0.68,0.1,0.03,0.38,0.14,1.45,58.0,60.0,0.9666666666666667,0.4915254237288136,0.008403361344537815,0.0,45.76271186440678,0.005709964565792009,1.0,0.018886356235753826,0.8176164724793619,0.7854415800512751
golden,phi,0.5820339887498948,-0.036,0.24,0.011,0.24,0.98,0.68,0.1,0.07,0.56,0.08,1.1,56.0,57.0,0.9824561403508771,0.49557522123893805,0.0,0.0,47.69642857142857,0.01063309454102078,1.0,0.01823510257245197,0.7419036964162316,0.7815093659867896
golden,phi,0.5940339887498948,-0.023999999999999997,0.24,0.011,0.24,0.98,0.68,0.1,0.07,0.56,0.08,1.1,58.0,60.0,0.9666666666666667,0.4915254237288136,0.008403361344537815,0.0,45.644067796610166,0.011246036815903571,1.0,0.018886356235753826,0.7501950266505201,0.7802258101147228
golden,phi,0.6060339887498948,-0.011999999999999997,0.24,0.011,0.24,0.98,0.68,0.1,0.07,0.56,0.08,1.1,59.0,60.0,0.9833333333333333,0.4957983193277311,0.0,0.0,46.05084745762712,0.011658423823366121,1.0,0.019211983067404754,0.7509299447391358,0.7845311922792966
golden,phi,0.6180339887498948,3.469446951953614e-18,0.24,0.011,0.24,0.98,0.68,0.1,0.07,0.56,0.08,1.1,43.0,44.0,0.9772727272727273,0.4942528735632184,0.0,0.0,66.67441860465117,0.01132900017792859,1.0,0.014001953760989906,0.7477613268186605,0.7826276834280963
golden,phi,0.6300339887498948,0.012000000000000004,0.24,0.011,0.24,0.98,0.68,0.1,0.07,0.56,0.08,1.1,59.0,63.0,0.9365079365079365,0.48360655737704916,0.008,0.016,42.403225806451616,0.013449275926103812,1.0,0.019211983067404754,0.7425679738692161,0.7739253493104526
golden,phi,0.6420339887498948,0.024000000000000004,0.24,0.011,0.24,0.98,0.68,0.1,0.07,0.56,0.08,1.1,53.0,57.0,0.9298245614035088,0.4818181818181818,0.008849557522123894,0.017699115044247787,46.982142857142854,0.014453354398588818,1.0,0.017258222077499184,0.5587028614963476,0.7406499335422645
golden,phi,0.6540339887498948,0.036000000000000004,0.24,0.011,0.24,0.98,0.68,0.1,0.07,0.56,0.08,1.1,46.0,56.0,0.8214285714285714,0.45098039215686275,0.02702702702702703,0.05405405405405406,49.54545454545455,0.014860974065910254,1.0,0.014978834255942689,0.7965140295700945,0.757521198523527
golden,phi,0.5820339887498948,-0.036,0.24,0.011,0.24,0.98,0.68,0.1,0.07,0.56,0.14,1.45,55.0,60.0,0.9166666666666666,0.4782608695652174,0.03361344537815126,0.0,44.983050847457626,0.010649494388484473,1.0,0.017909475740801043,0.7422141740278594,0.766999400381791
golden,phi,0.5940339887498948,-0.023999999999999997,0.24,0.011,0.24,0.98,0.68,0.1,0.07,0.56,0.14,1.45,58.0,60.0,0.9666666666666667,0.4915254237288136,0.008403361344537815,0.0,45.6271186440678,0.011246036815903571,1.0,0.018886356235753826,0.7492842880663608,0.7800618771695742
golden,phi,0.6060339887498948,-0.011999999999999997,0.24,0.011,0.24,0.98,0.68,0.1,0.07,0.56,0.14,1.45,59.0,60.0,0.9833333333333333,0.4957983193277311,0.0,0.0,46.05084745762712,0.011658423823366121,1.0,0.019211983067404754,0.7509299447391358,0.7845311922792966
golden,phi,0.6180339887498948,3.469446951953614e-18,0.24,0.011,0.24,0.98,0.68,0.1,0.07,0.56,0.14,1.45,42.0,44.0,0.9545454545454546,0.4883720930232558,0.011494252873563218,0.0,66.48837209302326,0.011239703318810003,1.0,0.013676326929338978,0.7537578721872707,0.778589656689777
golden,phi,0.6300339887498948,0.012000000000000004,0.24,0.011,0.24,0.98,0.68,0.1,0.07,0.56,0.14,1.45,61.0,64.0,0.953125,0.488,0.015748031496062992,0.0,42.0,0.013443067124272776,1.0,0.01986323673070661,0.7340263022727229,0.7769820093759745
golden,phi,0.6420339887498948,0.024000000000000004,0.24,0.011,0.24,0.98,0.68,0.1,0.07,0.56,0.14,1.45,55.0,56.0,0.9821428571428571,0.4954954954954955,0.0,0.0,47.89090909090909,0.014440684023696929,1.0,0.017909475740801043,0.555869872479573,0.7527396675816738
golden,phi,0.6540339887498948,0.036000000000000004,0.24,0.011,0.24,0.98,0.68,0.1,0.07,0.56,0.14,1.45,55.0,57.0,0.9649122807017544,0.49107142857142855,0.008849557522123894,0.0,48.964285714285715,0.014868946169225778,1.0,0.017909475740801043,0.5628295378703354,0.7507183805666728
golden,phi,0.5820339887498948,-0.036,0.24,0.011,0.36,0.88,0.5,0.05,0.03,0.56,0.14,1.45,0.0,296.0,0.0,0.0,0.49915397631133673,0.0,7.149152542372882,0.005311124550365425,0.0,0.0,0.7134431510314905,0.38229596100921825
golden,phi,0.5940339887498948,-0.023999999999999997,0.24,0.011,0.36,0.88,0.5,0.05,0.03,0.56,0.14,1.45,5.0,173.0,0.028901734104046242,0.028089887640449437,0.48405797101449277,0.0,13.5,0.00486887868269063,1.0,0.0016281341582546401,0.7574553152100358,0.5319944985197096
golden,phi,0.6060339887498948,-0.011999999999999997,0.24,0.011,0.36,0.88,0.5,0.05,0.03,0.56,0.14,1.45,1.0,233.0,0.004291845493562232,0.004273504273504274,0.4967741935483871,0.0,10.137931034482758,0.00588974501919266,1.0,0.00032562683165092806,0.7560587578999484,0.5248830004220513
golden,phi,0.6180339887498948,3.469446951953614e-18,0.24,0.011,0.36,0.88,0.5,0.05,0.03,0.56,0.14,1.45,0.0,297.0,0.0,0.0,0.4991568296795953,0.0,6.543918918918919,0.0053515048301466615,0.0,0.0,0.5747344304160888,0.3483003622963631
golden,phi,0.6300339887498948,0.012000000000000004,0.24,0.011,0.36,0.88,0.5,0.05,0.03,0.56,0.14,1.45,16.0,186.0,0.08602150537634409,0.07920792079207921,0.4555256064690027,0.0,11.92972972972973,0.005881057678866628,1.0,0.005210029306414849,0.6608722004765932,0.5340486541343314
golden,phi,0.6420339887498948,0.024000000000000004,0.24,0.011,0.36,0.88,0.5,0.05,0.03,0.56,0.14,1.45,0.0,300.0,0.0,0.0,0.5,0.0,7.53,0.006323301614789133,0.0,0.0,0.4994789437476609,0.35076033689306535
golden,phi,0.6540339887498948,0.036000000000000004,0.24,0.011,0.36,0.88,0.5,0.05,0.03,0.56,0.14,1.45,21.0,251.0,0.08366533864541832,0.07720588235294118,0.45708582834331335,0.0,7.908,0.005787707323937676,1.0,0.006838163464669489,0.732310277484659,0.544536133157633
golden,phi,0.5820339887498948,-0.036,0.24,0.011,0.36,0.88,0.5,0.1,0.13,0.56,0.14,1.45,0.0,296.0,0.0,0.0,0.49915397631133673,0.0,7.149152542372882,0.02537670429805348,0.0,0.0,0.7134431510314905,0.40737793569382835
golden,phi,0.5940339887498948,-0.023999999999999997,0.24,0.011,0.36,0.88,0.5,0.1,0.13,0.56,0.14,1.45,3.0,171.0,0.017543859649122806,0.017241379310344827,0.4897360703812317,0.0,13.741176470588234,0.024716799609298064,1.0,0.0009768804949527841,0.7576329725428561,0.5531082995562377
golden,phi,0.6060339887498948,-0.011999999999999997,0.24,0.011,0.36,0.88,0.5,0.1,0.13,0.56,0.14,1.45,1.0,233.0,0.004291845493562232,0.004273504273504274,0.4967741935483871,0.0,10.137931034482758,0.028937880288682674,1.0,0.00032562683165092806,0.7560587578999484,0.5536931695089138
golden,phi,0.6180339887498948,3.469446951953614e-18,0.24,0.011,0.36,0.88,0.5,0.1,0.13,0.56,0.14,1.45,0.0,297.0,0.0,0.0,0.4991568296795953,0.0,6.543918918918919,0.025782160171643694,0.0,0.0,0.5747344304160888,0.3738386814732344
golden,phi,0.6300339887498948,0.012000000000000004,0.24,0.011,0.36,0.88,0.5,0.1,0.13,0.56,0.14,1.45,11.0,182.0,0.06043956043956044,0.05699481865284974,0.46831955922865015,0.0,12.348066298342541,0.028238300947955007,1.0,0.0035818951481602084,0.6643731900683152,0.5545967906489646
golden,phi,0.6420339887498948,0.024000000000000004,0.24,0.011,0.36,0.88,0.5,0.1,0.13,0.56,0.14,1.45,0.0,300.0,0.0,0.0,0.5,0.0,7.53,0.030016948745417056,0.0,0.0,0.4994789437476609,0.38037739580635027
golden,phi,0.6540339887498948,0.036000000000000004,0.24,0.011,0.36,0.88,0.5,0.1,0.13,0.56,0.14,1.45,18.0,248.0,0.07258064516129033,0.06766917293233082,0.4626262626262626,0.0,8.11336032388664,0.027667682548217505,1.0,0.005861282969716704,0.7406946242272197,0.5713323167067994
golden,phi,0.5820339887498948,-0.036,0.24,0.011,0.36,0.88,0.68,0.05,0.13,0.38,0.08,1.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.013216048974547596,0.0,0.0,0.6663409338366981,0.27646142930879014
golden,phi,0.5940339887498948,-0.023999999999999997,0.24,0.011,0.36,0.88,0.68,0.05,0.13,0.38,0.08,1.1,0.0,51.0,0.0,0.0,0.49504950495049505,0.0,56.62,0.018035984482974606,0.0,0.0,0.7410820788940669,0.4159397548046503
golden,phi,0.6060339887498948,-0.011999999999999997,0.24,0.011,0.36,0.88,0.68,0.05,0.13,0.38,0.08,1.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.013369419068494317,0.0,0.0,0.6663409691694706,0.2766531482861226
golden,phi,0.6180339887498948,3.469446951953614e-18,0.24,0.011,0.36,0.88,0.68,0.05,0.13,0.38,0.08,1.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.015524536846373557,0.0,0.0,0.6663408278383804,0.2793470200688754
golden,phi,0.6300339887498948,0.012000000000000004,0.24,0.011,0.36,0.88,0.68,0.05,0.13,0.38,0.08,1.1,0.0,47.0,0.0,0.0,0.4946236559139785,0.0,60.23913043478261,0.015219251007745224,0.0,0.0,0.6872574019826303,0.402730396116555
golden,phi,0.6420339887498948,0.024000000000000004,0.24,0.011,0.36,0.88,0.68,0.05,0.13,0.38,0.08,1.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.013712076772062185,0.0,0.0,0.6663410045022433,0.2770814767754815
golden,phi,0.6540339887498948,0.036000000000000004,0.24,0.011,0.36,0.88,0.68,0.05,0.13,0.38,0.08,1.1,0.0,77.0,0.0,0.0,0.49673202614379086,0.0,36.921052631578945,0.024947837651520505,0.0,0.0,0.7442493285914815,0.42514967621086736
golden,phi,0.5820339887498948,-0.036,0.24,0.011,0.36,0.88,0.68,0.05,0.13,0.56,0.14,1.45,0.0,296.0,0.0,0.0,0.49915397631133673,0.0,7.149152542372882,0.02537670429805348,0.0,0.0,0.7134431510314905,0.40737793569382835
golden,phi,0.5940339887498948,-0.023999999999999997,0.24,0.011,0.36,0.88,0.68,0.05,0.13,0.56,0.14,1.45,0.0,167.0,0.0,0.0,0.4984984984984985,0.0,14.216867469879517,0.024568148085788877,0.0,0.0,0.749161816487022,0.42555931207490005
golden,phi,0.6060339887498948,-0.011999999999999997,0.24,0.011,0.36,0.88,0.68,0.05,0.13,0.56,0.14,1.45,0.0,231.0,0.0,0.0,0.49891540130151846,0.0,10.26086956521739,0.028752024081536237,0.0,0.0,0.755610960166839,0.43195000293195135
golden,phi,0.6180339887498948,3.469446951953614e-18,0.24,0.011,0.36,0.88,0.68,0.05,0.13,0.56,0.14,1.45,0.0,297.0,0.0,0.0,0.4991568296795953,0.0,6.543918918918919,0.025782160171643694,0.0,0.0,0.5747344304160888,0.3738386814732344
golden,phi,0.6300339887498948,0.012000000000000004,0.24,0.011,0.36,0.88,0.68,0.05,0.13,0.56,0.14,1.45,0.0,154.0,0.0,0.0,0.498371335504886,0.0,15.196078431372548,0.025536958925818084,0.0,0.0,0.636544983469465,0.4064992956817763
golden,phi,0.6420339887498948,0.024000000000000004,0.24,0.011,0.36,0.88,0.68,0.05,0.13,0.56,0.14,1.45,0.0,300.0,0.0,0.0,0.5,0.0,7.53,0.030016948745417056,0.0,0.0,0.4994789437476609,0.38037739580635027
golden,phi,0.6540339887498948,0.036000000000000004,0.24,0.011,0.36,0.88,0.68,0.05,0.13,0.56,0.14,1.45,0.0,226.0,0.0,0.0,0.49889135254988914,0.0,9.515555555555556,0.025787537638647013,0.0,0.0,0.708583236201892,0.41977940456464935
golden,phi,0.5820339887498948,-0.036,0.24,0.011,0.36,0.88,0.68,0.1,0.03,0.22,0.08,1.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0037203587307874037,0.0,0.0,0.6663409338366981,0.2645918165040899
golden,phi,0.5940339887498948,-0.023999999999999997,0.24,0.011,0.36,0.88,0.68,0.1,0.03,0.22,0.08,1.1,0.0,51.0,0.0,0.0,0.49504950495049505,0.0,56.62,0.0033437475441963765,0.0,0.0,0.7410820788940669,0.3975744586311775
golden,phi,0.6060339887498948,-0.011999999999999997,0.24,0.011,0.36,0.88,0.68,0.1,0.03,0.22,0.08,1.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.003712432994314445,0.0,0.0,0.6663409691694706,0.26458191569339773
golden,phi,0.6180339887498948,3.469446951953614e-18,0.24,0.011,0.36,0.88,0.68,0.1,0.03,0.22,0.08,1.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.004371335787342782,0.0,0.0,0.6663408278383804,0.26540551874508694
golden,phi,0.6300339887498948,0.012000000000000004,0.24,0.011,0.36,0.88,0.68,0.1,0.03,0.22,0.08,1.1,0.0,47.0,0.0,0.0,0.4946236559139785,0.0,60.23913043478261,0.0033377504802192272,0.0,0.0,0.6872574019826303,0.3878785204571475
golden,phi,0.6420339887498948,0.024000000000000004,0.24,0.011,0.36,0.88,0.68,0.1,0.03,0.22,0.08,1.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0036975646084421512,0.0,0.0,0.6663410045022433,0.2645633365709565
golden,phi,0.6540339887498948,0.036000000000000004,0.24,0.011,0.36,0.88,0.68,0.1,0.03,0.22,0.08,1.1,0.0,77.0,0.0,0.0,0.49673202614379086,0.0,36.921052631578945,0.0043773551437535935,0.0,0.0,0.7442493285914815,0.3994365730761587
golden,phi,0.5820339887498948,-0.036,0.24,0.011,0.36,0.94,0.5,0.1,0.13,0.22,0.08,1.1,63.0,64.0,0.984375,0.49606299212598426,0.0,0.0,41.76190476190476,0.02058882488469882,1.0,0.01986323673070661,0.7749876986177656,0.8002023366587723
golden,phi,0.5940339887498948,-0.023999999999999997,0.24,0.011,0.36,0.94,0.5,0.1,0.13,0.22,0.08,1.1,58.0,59.0,0.9830508474576272,0.49572649572649574,0.0,0.0,45.62068965517241,0.02351691819083514,1.0,0.0185607294041029,0.7722959878283622,0.8031899590539331
golden,phi,0.6060339887498948,-0.011999999999999997,0.24,0.011,0.36,0.94,0.5,0.1,0.13,0.22,0.08,1.1,57.0,58.0,0.9827586206896551,0.4956521739130435,0.0,0.0,47.473684210526315,0.022540960564911738,1.0,0.0185607294041029,0.8019098248702375,0.8072360103806793
golden,phi,0.6180339887498948,3.469446951953614e-18,0.24,0.011,0.36,0.94,0.5,0.1,0.13,0.22,0.08,1.1,48.0,49.0,0.9795918367346939,0.4948453608247423,0.0,0.0,59.0,0.022278107105129806,1.0,0.015630087919244546,0.7243945566841908,0.7924900353952307
golden,phi,0.6300339887498948,0.012000000000000004,0.24,0.011,0.36,0.94,0.5,0.1,0.13,0.22,0.08,1.1,77.0,78.0,0.9871794871794872,0.4967741935483871,0.0,0.0,32.467532467532465,0.024601024740538775,1.0,0.02507326603712146,0.7097049580245056,0.7936684907471645
golden,phi,0.6420339887498948,0.024000000000000004,0.24,0.011,0.36,0.94,0.5,0.1,0.13,0.22,0.08,1.1,73.0,73.0,1.0,0.5,0.0,0.0,34.95890410958904,0.02831148146085037,1.0,0.02377075871051775,0.6435961135124688,0.789334991561466
golden,phi,0.6540339887498948,0.036000000000000004,0.24,0.011,0.36,0.94,0.5,0.1,0.13,0.22,0.08,1.1,51.0,52.0,0.9807692307692307,0.49514563106796117,0.0,0.0,53.72549019607843,0.030546647066444294,1.0,0.01660696841419733,0.8062357421971666,0.817738947464745
golden,phi,0.5820339887498948,-0.036,0.24,0.011,0.36,0.94,0.5,0.1,0.13,0.56,0.08,1.1,63.0,64.0,0.984375,0.49606299212598426,0.0,0.0,41.76190476190476,0.02058882488469882,1.0,0.01986323673070661,0.7749876986177656,0.8002023366587723
golden,phi,0.5940339887498948,-0.023999999999999997,0.24,0.011,0.36,0.94,0.5,0.1,0.13,0.56,0.08,1.1,58.0,59.0,0.9830508474576272,0.49572649572649574,0.0,0.0,45.62068965517241,0.02351691819083514,1.0,0.0185607294041029,0.7722959878283622,0.8031899590539331
golden,phi,0.6060339887498948,-0.011999999999999997,0.24,0.011,0.36,0.94,0.5,0.1,0.13,0.56,0.08,1.1,57.0,58.0,0.9827586206896551,0.4956521739130435,0.0,0.0,47.473684210526315,0.022540960564911738,1.0,0.0185607294041029,0.8019098248702375,0.8072360103806793
golden,phi,0.6180339887498948,3.469446951953614e-18,0.24,0.011,0.36,0.94,0.5,0.1,0.13,0.56,0.08,1.1,48.0,49.0,0.9795918367346939,0.4948453608247423,0.0,0.0,59.0,0.022278107105129806,1.0,0.015630087919244546,0.7243945566841908,0.7924900353952307
golden,phi,0.6300339887498948,0.012000000000000004,0.24,0.011,0.36,0.94,0.5,0.1,0.13,0.56,0.08,1.1,77.0,78.0,0.9871794871794872,0.4967741935483871,0.0,0.0,32.467532467532465,0.024601024740538775,1.0,0.02507326603712146,0.7097049580245056,0.7936684907471645
golden,phi,0.6420339887498948,0.024000000000000004,0.24,0.011,0.36,0.94,0.5,0.1,0.13,0.56,0.08,1.1,73.0,73.0,1.0,0.5,0.0,0.0,34.95890410958904,0.02831148146085037,1.0,0.02377075871051775,0.6435961135124688,0.789334991561466
golden,phi,0.6540339887498948,0.036000000000000004,0.24,0.011,0.36,0.94,0.5,0.1,0.13,0.56,0.08,1.1,51.0,52.0,0.9807692307692307,0.49514563106796117,0.0,0.0,53.72549019607843,0.030546647066444294,1.0,0.01660696841419733,0.8062357421971666,0.817738947464745
golden,phi,0.5820339887498948,-0.036,0.24,0.011,0.36,0.94,0.68,0.05,0.07,0.56,0.14,1.1,16.0,17.0,0.9411764705882353,0.48484848484848486,0.0,0.0,183.0625,0.010569740499887854,1.0,0.005210029306414849,0.8100440403598748,0.7855908228267638
golden,phi,0.5940339887498948,-0.023999999999999997,0.24,0.011,0.36,0.94,0.68,0.05,0.07,0.56,0.14,1.1,21.0,28.0,0.75,0.42857142857142855,0.10909090909090909,0.0,106.5925925925926,0.012734075521168007,1.0,0.006838163464669489,0.8200009608883412,0.7465421428556165
golden,phi,0.6060339887498948,-0.011999999999999997,0.24,0.011,0.36,0.94,0.68,0.05,0.07,0.56,0.14,1.1,21.0,22.0,0.9545454545454546,0.4883720930232558,0.0,0.0,139.76190476190476,0.012781032689598239,1.0,0.006838163464669489,0.7489702495019586,0.7802015993970794
golden,phi,0.6180339887498948,3.469446951953614e-18,0.24,0.011,0.36,0.94,0.68,0.05,0.07,0.56,0.14,1.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.009089409934958924,0.0,0.0,0.6663408278383804,0.2713031114296071
golden,phi,0.6300339887498948,0.012000000000000004,0.24,0.011,0.36,0.94,0.68,0.05,0.07,0.56,0.14,1.1,39.0,50.0,0.78,0.43820224719101125,0.10101010101010101,0.0,56.02040816326531,0.014149435218735146,1.0,0.012699446434386193,0.8159033024953536,0.7540457923083934
golden,phi,0.6420339887498948,0.024000000000000004,0.24,0.011,0.36,0.94,0.68,0.05,0.07,0.56,0.14,1.1,28.0,29.0,0.9655172413793104,0.49122807017543857,0.0,0.0,97.71428571428571,0.014321001811763318,1.0,0.009117551286225985,0.5712821741366099,0.7523922341827418
golden,phi,0.6540339887498948,0.036000000000000004,0.24,0.011,0.36,0.94,0.68,0.05,0.07,0.56,0.14,1.1,35.0,39.0,0.8974358974358975,0.47297297297297297,0.03896103896103896,0.0,74.02631578947368,0.01590080000675112,1.0,0.011396939107782481,0.5768630987806986,0.7400137398744793
golden,phi,0.5820339887498948,-0.036,0.24,0.011,0.36,0.98,0.5,0.1,0.03,0.22,0.08,1.1,82.0,105.0,0.780952380952381,0.4385026737967914,0.014354066985645933,0.09090909090909091,22.615384615384617,0.004472496889587632,1.0,0.025724519700423314,0.7387708977950886,0.7217887320634363
golden,phi,0.5940339887498948,-0.023999999999999997,0.24,0.011,0.36,0.98,0.5,0.1,0.03,0.22,0.08,1.1,87.0,109.0,0.7981651376146789,0.44387755102040816,0.004608294930875576,0.09216589861751152,22.685185185185187,0.004681167919373005,1.0,0.02832953435363074,0.7452874809055888,0.7268970227307885
golden,phi,0.6060339887498948,-0.011999999999999997,0.24,0.011,0.36,0.98,0.5,0.1,0.03,0.22,0.08,1.1,86.0,107.0,0.8037383177570093,0.44559585492227977,0.004694835680751174,0.0892018779342723,22.79245283018868,0.0047708786504075795,1.0,0.02800390752197981,0.7287290468202848,0.7255106354466724
golden,phi,0.6180339887498948,3.469446951953614e-18,0.24,0.011,0.36,0.98,0.5,0.1,0.03,0.22,0.08,1.1,45.0,75.0,0.6,0.375,0.0,0.19463087248322147,36.270270270270274,0.003914885864039263,1.0,0.014653207424291761,0.6754571689086992,0.6616257887906783
golden,phi,0.6300339887498948,0.012000000000000004,0.24,0.011,0.36,0.98,0.5,0.1,0.03,0.22,0.08,1.1,87.0,112.0,0.7767857142857143,0.4371859296482412,0.008968609865470852,0.09865470852017937,20.82882882882883,0.005250979360329101,1.0,0.02832953435363074,0.653983717848341,0.7058663254687588
golden,phi,0.6420339887498948,0.024000000000000004,0.24,0.011,0.36,0.98,0.5,0.1,0.03,0.22,0.08,1.1,81.0,109.0,0.7431192660550459,0.4263157894736842,0.004608294930875576,0.11981566820276497,21.444444444444443,0.005716048824016798,1.0,0.02637577336372517,0.8063585426643418,0.7249625909540363
golden,phi,0.6540339887498948,0.036000000000000004,0.24,0.011,0.36,0.98,0.5,0.1,0.03,0.22,0.08,1.1,75.0,104.0,0.7211538461538461,0.41899441340782123,0.0,0.13526570048309178,23.660194174757283,0.005943297061110268,1.0,0.024422012373819604,0.7570846227596192,0.7104814488571719
golden,phi,0.5820339887498948,-0.036,0.24,0.011,0.36,0.98,0.5,0.16,0.03,0.56,0.08,1.1,85.0,108.0,0.7870370370370371,0.44041450777202074,0.013953488372093023,0.08837209302325581,21.80373831775701,0.004519563681577351,1.0,0.026701400195376097,0.7345208459695445,0.7225577571896542
golden,phi,0.5940339887498948,-0.023999999999999997,0.24,0.011,0.36,0.98,0.5,0.16,0.03,0.56,0.08,1.1,90.0,110.0,0.8181818181818182,0.45,0.0045662100456621,0.0821917808219178,22.44954128440367,0.004682610738493146,1.0,0.029306414848583522,0.7427749498649068,0.7315494616343252
golden,phi,0.6060339887498948,-0.011999999999999997,0.24,0.011,0.36,0.98,0.5,0.16,0.03,0.56,0.08,1.1,85.0,106.0,0.8018867924528302,0.44502617801047123,0.004739336492890996,0.09004739336492891,23.095238095238095,0.004769159687253618,1.0,0.027678280690328884,0.7269929397157917,0.7247468838239722
golden,phi,0.6180339887498948,3.469446951953614e-18,0.24,0.011,0.36,0.98,0.5,0.16,0.03,0.56,0.08,1.1,47.0,76.0,0.618421052631579,0.3821138211382114,0.0,0.18543046357615894,35.973333333333336,0.003961187935311806,1.0,0.015304461087593618,0.6723218001500428,0.6660732251003685
golden,phi,0.6300339887498948,0.012000000000000004,0.24,0.011,0.36,0.98,0.5,0.16,0.03,0.56,0.08,1.1,88.0,112.0,0.7857142857142857,0.44,0.008968609865470852,0.09417040358744394,21.0,0.005307182036123171,1.0,0.028655161185281667,0.6516129428837234,0.7078102415827263
golden,phi,0.6420339887498948,0.024000000000000004,0.24,0.011,0.36,0.98,0.5,0.16,0.03,0.56,0.08,1.1,82.0,109.0,0.7522935779816514,0.4293193717277487,0.004608294930875576,0.1152073732718894,21.453703703703702,0.005780739341875358,1.0,0.026701400195376097,0.8093167606086982,0.7279583301881035
golden,phi,0.6540339887498948,0.036000000000000004,0.24,0.011,0.36,0.98,0.5,0.16,0.03,0.56,0.08,1.1,81.0,108.0,0.75,0.42857142857142855,0.0,0.12093023255813953,22.64485981308411,0.006016720643544986,1.0,0.02637577336372517,0.7588550351998234,0.7183203598892416
silver,metallic,0.37821356237309517,-0.036,0.16,0.0,0.14,0.88,0.5,0.05,0.13,0.38,0.08,1.1,0.0,341.0,0.0,0.0,0.49926578560939794,0.0,1.55,0.025541716669153502,0.0,0.0,0.6253390984712217,0.30773818356126176
silver,metallic,0.3902135623730951,-0.023999999999999997,0.16,0.0,0.14,0.88,0.5,0.05,0.13,0.38,0.08,1.1,0.0,338.0,0.0,0.0,0.5,0.0,1.485207100591716,0.024660751523388424,0.0,0.0,0.7090251551462818,0.320728573839442
silver,metallic,0.40221356237309513,-0.011999999999999997,0.16,0.0,0.14,0.88,0.5,0.05,0.13,0.38,0.08,1.1,0.0,338.0,0.0,0.0,0.5,0.0,1.4615384615384615,0.02360578380321316,0.0,0.0,0.5844322623606157,0.2966281139020042
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.16,0.0,0.14,0.88,0.5,0.05,0.13,0.38,0.08,1.1,0.0,325.0,0.0,0.0,0.5,0.0,1.4707692307692308,0.022277420342162766,0.0,0.0,0.6379981704381523,0.30474798456810936
silver,metallic,0.42621356237309516,0.012000000000000004,0.16,0.0,0.14,0.88,0.5,0.05,0.13,0.38,0.08,1.1,0.0,307.0,0.0,0.0,0.499184339314845,0.0,1.7058823529411764,0.021984469562015593,0.0,0.0,0.6398361546032327,0.30823933007521903
silver,metallic,0.43821356237309517,0.024000000000000004,0.16,0.0,0.14,0.88,0.5,0.05,0.13,0.38,0.08,1.1,0.0,279.0,0.0,0.0,0.5,0.0,2.1899641577060933,0.02030468079261668,0.0,0.0,0.7050068838719095,0.325131552453306
silver,metallic,0.4502135623730952,0.036000000000000004,0.16,0.0,0.14,0.88,0.5,0.05,0.13,0.38,0.08,1.1,0.0,244.0,0.0,0.0,0.5,0.0,2.8524590163934427,0.01905338862913196,0.0,0.0,0.7102364630426747,0.33444618437999807
silver,metallic,0.37821356237309517,-0.036,0.16,0.0,0.14,0.98,0.5,0.1,0.07,0.38,0.08,1.1,13.0,29.0,0.4482758620689655,0.30952380952380953,0.2631578947368421,0.0,97.67857142857143,0.012720762943438938,1.0,0.004233148811462064,0.5309878680421778,0.6213535827181971
