flow,family,alpha,offset,window_width,beta,drift,membrane_gain,membrane_decay,resonance_gain,resonance_decay,write_threshold,overload_threshold,stability_window,write_count,witness_count,release_count,overload_count,witness_conversion,delayed_retention,release_rate,overload_rate,mean_crossing_quality,pollution,phase_lock_resistance,composite_score
silver,metallic,0.40221356237309513,-0.011999999999999997,0.26,0.0,0.003,0.18,0.9,0.28,0.93,0.48,1.2,9,0.0,7.0,514.0,237.0,0.0,0.0,0.6781002638522428,0.31266490765171506,0.5193163393555323,0.0,0.7468903669883318,0.4457951954598687
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.26,0.0,0.003,0.18,0.9,0.28,0.93,0.48,1.2,9,0.0,6.0,510.0,222.0,0.0,0.0,0.6910569105691057,0.3008130081300813,0.5399305053569315,0.0,0.7867718857632113,0.4559815740297989
silver,metallic,0.42621356237309516,0.012000000000000004,0.26,0.0,0.003,0.18,0.9,0.28,0.93,0.48,1.2,9,0.0,29.0,441.0,245.0,0.0,0.0,0.6167832167832168,0.34265734265734266,0.4802113014145148,0.0,0.8181770702265301,0.4580481525783659
silver,metallic,0.43821356237309517,0.024000000000000004,0.26,0.0,0.003,0.18,0.9,0.28,0.93,0.48,1.2,9,0.0,22.0,416.0,239.0,0.0,0.0,0.6144756277695717,0.35302806499261447,0.4884997979573985,0.0,0.8306654454102307,0.46052221215695877
silver,metallic,0.4502135623730952,0.036000000000000004,0.26,0.0,0.003,0.18,0.9,0.28,0.93,0.48,1.2,9,0.0,29.0,356.0,247.0,0.0,0.0,0.5632911392405063,0.39082278481012656,0.4006822635920506,0.0,0.8389647751856811,0.4537156117760881
silver,metallic,0.37821356237309517,-0.036,0.26,0.0,0.003,0.3,0.82,0.28,0.93,0.62,1.2,9,0.0,0.0,499.0,285.0,0.0,0.0,0.6364795918367347,0.3635204081632653,0.5425453649427309,0.0,0.6877694796886324,0.4345380242687343
silver,metallic,0.3902135623730951,-0.023999999999999997,0.26,0.0,0.003,0.3,0.82,0.28,0.93,0.62,1.2,9,0.0,1.0,545.0,277.0,0.0,0.0,0.6622114216281896,0.33657351154313486,0.6026710628866552,0.0,0.8156440849837008,0.46676165840083705
silver,metallic,0.40221356237309513,-0.011999999999999997,0.26,0.0,0.003,0.3,0.82,0.28,0.93,0.62,1.2,9,0.0,2.0,522.0,307.0,0.0,0.0,0.628158844765343,0.3694344163658243,0.5203168956122888,0.0,0.7700573932521547,0.44884701899384993
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.26,0.0,0.003,0.3,0.82,0.28,0.93,0.62,1.2,9,0.0,16.0,504.0,308.0,0.0,0.0,0.6086956521739131,0.3719806763285024,0.46888478156147223,0.0,0.8168593837492474,0.4543666350992334
silver,metallic,0.42621356237309516,0.012000000000000004,0.26,0.0,0.003,0.3,0.82,0.28,0.93,0.62,1.2,9,0.0,19.0,422.0,330.0,0.0,0.0,0.5473411154345007,0.4280155642023346,0.4116349147435288,0.0,0.7729317682068257,0.43916099946072457
silver,metallic,0.43821356237309517,0.024000000000000004,0.26,0.0,0.003,0.3,0.82,0.28,0.93,0.62,1.2,9,0.0,28.0,415.0,350.0,0.0,0.0,0.5233291298865069,0.44136191677175285,0.42589990320722565,0.0,0.6880442845000099,0.42419632515262873
silver,metallic,0.4502135623730952,0.036000000000000004,0.26,0.0,0.003,0.3,0.82,0.28,0.93,0.62,1.2,9,0.0,0.0,401.0,408.0,0.0,0.0,0.4956736711990111,0.5043263288009888,0.45661352584517134,0.0,0.6723663929979047,0.4200481046080783
silver,metallic,0.37821356237309517,-0.036,0.26,0.0,0.003,0.3,0.9,0.1,0.86,0.34,1.2,9,0.0,1.0,602.0,393.0,0.0,0.0,0.6044176706827309,0.39457831325301207,0.5109033065886148,0.0,0.7737079275991121,0.44802067119876426
silver,metallic,0.3902135623730951,-0.023999999999999997,0.26,0.0,0.003,0.3,0.9,0.1,0.86,0.34,1.2,9,0.0,2.0,589.0,403.0,0.0,0.0,0.5925553319919518,0.40543259557344064,0.5278204152882577,0.0,0.7557599545915983,0.44598634633044526
silver,metallic,0.40221356237309513,-0.011999999999999997,0.26,0.0,0.003,0.3,0.9,0.1,0.86,0.34,1.2,9,0.0,3.0,580.0,409.0,0.0,0.0,0.5846774193548387,0.4122983870967742,0.46640187051869675,0.0,0.8189302346544098,0.4524222017246871
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.26,0.0,0.003,0.3,0.9,0.1,0.86,0.34,1.2,9,0.0,2.0,530.0,416.0,0.0,0.0,0.5590717299578059,0.4388185654008439,0.41133437707354925,0.0,0.8459506539800197,0.45171597356665005
silver,metallic,0.42621356237309516,0.012000000000000004,0.26,0.0,0.003,0.3,0.9,0.1,0.86,0.34,1.2,9,0.0,5.0,489.0,426.0,0.0,0.0,0.5315217391304348,0.46304347826086956,0.4069773009359137,0.0,0.8301966403838433,0.4479109712138383
silver,metallic,0.43821356237309517,0.024000000000000004,0.26,0.0,0.003,0.3,0.9,0.1,0.86,0.34,1.2,9,0.0,9.0,450.0,441.0,0.0,0.0,0.5,0.49,0.4259618507533781,0.0,0.8184989319784769,0.44729597147103317
silver,metallic,0.4502135623730952,0.036000000000000004,0.26,0.0,0.003,0.3,0.9,0.1,0.86,0.34,1.2,9,0.0,0.0,401.0,408.0,0.0,0.0,0.4956736711990111,0.5043263288009888,0.3685215186381626,0.0,0.7035669219105047,0.4174790096698975
silver,metallic,0.37821356237309517,-0.036,0.26,0.0,0.003,0.3,0.9,0.1,0.93,0.34,1.5,9,0.0,0.0,622.0,267.0,0.0,0.0,0.6996625421822272,0.30033745781777277,0.5597560068566939,0.0,0.7838381885159642,0.45673648923250676
silver,metallic,0.3902135623730951,-0.023999999999999997,0.26,0.0,0.003,0.3,0.9,0.1,0.93,0.34,1.5,9,0.0,0.0,602.0,286.0,0.0,0.0,0.6779279279279279,0.32207207207207206,0.5232834846845256,0.0,0.7511738804391238,0.44612168311483597
silver,metallic,0.40221356237309513,-0.011999999999999997,0.26,0.0,0.003,0.3,0.9,0.1,0.93,0.34,1.5,9,0.0,0.0,580.0,297.0,0.0,0.0,0.661345496009122,0.338654503990878,0.4635069069711933,0.0,0.7970448814038344,0.4489865768980687
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.26,0.0,0.003,0.3,0.9,0.1,0.93,0.34,1.5,9,0.0,3.0,553.0,307.0,0.0,0.0,0.6407879490150638,0.35573580533024335,0.462218607792337,0.0,0.7874736987813471,0.4468799840812737
silver,metallic,0.42621356237309516,0.012000000000000004,0.26,0.0,0.003,0.3,0.9,0.1,0.93,0.34,1.5,9,0.0,0.0,525.0,303.0,0.0,0.0,0.6340579710144928,0.36594202898550726,0.47034811629651185,0.0,0.7717819929802695,0.44407236964599495
silver,metallic,0.43821356237309517,0.024000000000000004,0.26,0.0,0.003,0.3,0.9,0.1,0.93,0.34,1.5,9,0.0,6.0,431.0,310.0,0.0,0.0,0.5769745649263721,0.4149933065595716,0.36936138340784164,0.0,0.8273005107532997,0.4447389446413772
silver,metallic,0.4502135623730952,0.036000000000000004,0.26,0.0,0.003,0.3,0.9,0.1,0.93,0.34,1.5,9,0.0,0.0,381.0,326.0,0.0,0.0,0.5388967468175389,0.4611032531824611,0.34901801416208983,0.0,0.8047448857290188,0.4366287134983635
silver,metallic,0.37821356237309517,-0.036,0.26,0.0,0.003,0.42,0.9,0.28,0.86,0.62,1.2,5,0.0,2.0,554.0,641.0,0.0,0.0,0.4628237259816207,0.5355054302422724,0.6007246003394129,0.0,0.7810946048366859,0.45571493989852163
silver,metallic,0.3902135623730951,-0.023999999999999997,0.26,0.0,0.003,0.42,0.9,0.28,0.86,0.62,1.2,5,0.0,9.0,467.0,666.0,0.0,0.0,0.4089316987740806,0.5831873905429071,0.4940558312505465,0.0,0.8643241963481427,0.46123714743846606
silver,metallic,0.40221356237309513,-0.011999999999999997,0.26,0.0,0.003,0.42,0.9,0.28,0.86,0.62,1.2,5,0.0,15.0,487.0,666.0,0.0,0.0,0.4169520547945205,0.5702054794520548,0.5233959405598148,0.0,0.7781472396683629,0.44759232966088697
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.26,0.0,0.003,0.42,0.9,0.28,0.86,0.62,1.2,5,0.0,9.0,503.0,702.0,0.0,0.0,0.414332784184514,0.5782537067545305,0.5239642685530822,0.0,0.39657240791275106,0.3707389150276443
silver,metallic,0.42621356237309516,0.012000000000000004,0.26,0.0,0.003,0.42,0.9,0.28,0.86,0.62,1.2,5,0.0,17.0,466.0,686.0,0.0,0.0,0.39863130881094955,0.5868263473053892,0.4060334229417898,0.0,0.7907810358716095,0.43818641003308606
silver,metallic,0.43821356237309517,0.024000000000000004,0.26,0.0,0.003,0.42,0.9,0.28,0.86,0.62,1.2,5,0.0,21.0,378.0,703.0,0.0,0.0,0.3430127041742287,0.6379310344827587,0.28453425135732174,0.0,0.6676341318507764,0.40074613172367335
silver,metallic,0.4502135623730952,0.036000000000000004,0.26,0.0,0.003,0.42,0.9,0.28,0.86,0.62,1.2,5,0.0,7.0,345.0,692.0,0.0,0.0,0.33045977011494254,0.6628352490421456,0.3747725474373595,0.0,0.7726504781419139,0.4292870438587088
silver,metallic,0.37821356237309517,-0.036,0.26,0.011,0.0,0.18,0.82,0.28,0.86,0.34,1.85,9,0.0,0.0,687.0,0.0,0.0,0.0,1.0,0.0,0.778442498813683,0.0,0.5152330406192471,0.43089085800521776
silver,metallic,0.3902135623730951,-0.023999999999999997,0.26,0.011,0.0,0.18,0.82,0.28,0.86,0.34,1.85,9,0.0,1.0,658.0,0.0,0.0,0.0,0.9984825493171472,0.0,0.7546201809372757,0.0,0.5464639350208116,0.4348762011525181
silver,metallic,0.40221356237309513,-0.011999999999999997,0.26,0.011,0.0,0.18,0.82,0.28,0.86,0.34,1.85,9,0.0,0.0,624.0,0.0,0.0,0.0,1.0,0.0,0.6755687110470301,0.0,0.4964032328734401,0.41683751767939103
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.26,0.011,0.0,0.18,0.82,0.28,0.86,0.34,1.85,9,0.0,0.0,582.0,0.0,0.0,0.0,1.0,0.0,0.6555249401079465,0.0,0.5807390795529463,0.431700309921384
silver,metallic,0.42621356237309516,0.012000000000000004,0.26,0.011,0.0,0.18,0.82,0.28,0.86,0.34,1.85,9,0.0,0.0,530.0,0.0,0.0,0.0,1.0,0.0,0.6278596736559581,0.0,0.5836627217685904,0.4295185117193139
silver,metallic,0.43821356237309517,0.024000000000000004,0.26,0.011,0.0,0.18,0.82,0.28,0.86,0.34,1.85,9,0.0,1.0,465.0,0.0,0.0,0.0,0.9978540772532188,0.0,0.597456979952624,0.0,0.6165577837506175,0.4332289285651284
silver,metallic,0.4502135623730952,0.036000000000000004,0.26,0.011,0.0,0.18,0.82,0.28,0.86,0.34,1.85,9,0.0,0.0,398.0,0.0,0.0,0.0,1.0,0.0,0.5169681589374127,0.0,0.6197434465478187,0.425645505203305
silver,metallic,0.37821356237309517,-0.036,0.26,0.011,0.0,0.18,0.96,0.28,0.93,0.34,1.5,9,0.0,1.0,565.0,252.0,0.0,0.0,0.6907090464547677,0.3080684596577017,0.6722809761824976,0.0,0.7814225935004079,0.4674490466361797
silver,metallic,0.3902135623730951,-0.023999999999999997,0.26,0.011,0.0,0.18,0.96,0.28,0.93,0.34,1.5,9,0.0,1.0,565.0,257.0,0.0,0.0,0.6865127582017011,0.31227217496962334,0.643486670700836,0.0,0.7834319720452506,0.46488682332603537
silver,metallic,0.40221356237309513,-0.011999999999999997,0.26,0.011,0.0,0.18,0.96,0.28,0.93,0.34,1.5,9,0.0,14.0,480.0,262.0,0.0,0.0,0.6349206349206349,0.34656084656084657,0.5210243040537273,0.0,0.6812336011125466,0.4328994151781467
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.26,0.011,0.0,0.18,0.96,0.28,0.93,0.34,1.5,9,0.0,12.0,508.0,270.0,0.0,0.0,0.6430379746835443,0.34177215189873417,0.5104321781933209,0.0,0.8387963327873902,0.4631822312122532
silver,metallic,0.42621356237309516,0.012000000000000004,0.26,0.011,0.0,0.18,0.96,0.28,0.93,0.34,1.5,9,0.0,10.0,467.0,264.0,0.0,0.0,0.6302294197031039,0.3562753036437247,0.5082024408716215,0.0,0.7854869353026662,0.4518717472070747
silver,metallic,0.43821356237309517,0.024000000000000004,0.26,0.011,0.0,0.18,0.96,0.28,0.93,0.34,1.5,9,0.0,28.0,419.0,269.0,0.0,0.0,0.585195530726257,0.3756983240223464,0.510970065957879,0.0,0.8574069147940044,0.4681929146942536
silver,metallic,0.4502135623730952,0.036000000000000004,0.26,0.011,0.0,0.18,0.96,0.28,0.93,0.34,1.5,9,0.0,32.0,361.0,275.0,0.0,0.0,0.5404191616766467,0.4116766467065868,0.38744222235597925,0.0,0.7109554365929318,0.42653411194939395
silver,metallic,0.37821356237309517,-0.036,0.26,0.011,0.0,0.3,0.9,0.28,0.93,0.62,1.5,9,0.0,0.0,536.0,326.0,0.0,0.0,0.6218097447795824,0.37819025522041766,0.6068043521970692,0.0,0.7552909054003533,0.45417481119536923
silver,metallic,0.3902135623730951,-0.023999999999999997,0.26,0.011,0.0,0.3,0.9,0.28,0.93,0.62,1.5,9,0.0,4.0,550.0,333.0,0.0,0.0,0.6200676437429538,0.3754227733934611,0.6204783949686193,0.0,0.8152917700771928,0.4679585046735181
silver,metallic,0.40221356237309513,-0.011999999999999997,0.26,0.011,0.0,0.3,0.9,0.28,0.93,0.62,1.5,9,0.0,1.0,557.0,350.0,0.0,0.0,0.6134361233480177,0.3854625550660793,0.5360499943520877,0.0,0.7322029807388128,0.442424450208522
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.26,0.011,0.0,0.3,0.9,0.28,0.93,0.62,1.5,9,0.0,4.0,531.0,352.0,0.0,0.0,0.5986471251409244,0.3968432919954904,0.4802792308941568,0.0,0.8426102387021587,0.4589738716190244
silver,metallic,0.42621356237309516,0.012000000000000004,0.26,0.011,0.0,0.3,0.9,0.28,0.93,0.62,1.5,9,0.0,13.0,480.0,354.0,0.0,0.0,0.5667060212514758,0.4179456906729634,0.49406496537072647,0.0,0.8261335748102416,0.45750216073170663
silver,metallic,0.43821356237309517,0.024000000000000004,0.26,0.011,0.0,0.3,0.9,0.28,0.93,0.62,1.5,9,0.0,18.0,416.0,359.0,0.0,0.0,0.5245901639344263,0.4527112232030265,0.4909738428704213,0.0,0.6627895438926539,0.4244169576305162
silver,metallic,0.4502135623730952,0.036000000000000004,0.26,0.011,0.0,0.3,0.9,0.28,0.93,0.62,1.5,9,0.0,0.0,398.0,408.0,0.0,0.0,0.49379652605459057,0.5062034739454094,0.44245157036271576,0.0,0.7345929505854205,0.4310396776744475
silver,metallic,0.37821356237309517,-0.036,0.26,0.011,0.0,0.3,0.96,0.1,0.86,0.34,1.2,5,0.0,5.0,546.0,508.0,0.0,0.0,0.5155807365439093,0.4796978281397545,0.49779075268735173,0.0,0.43387517154482846,0.3773378678402127
silver,metallic,0.3902135623730951,-0.023999999999999997,0.26,0.011,0.0,0.3,0.96,0.1,0.86,0.34,1.2,5,0.0,4.0,586.0,519.0,0.0,0.0,0.5284039675383229,0.46798917944093776,0.5366198472509248,0.0,0.790910578899446,0.4527728651578221
silver,metallic,0.40221356237309513,-0.011999999999999997,0.26,0.011,0.0,0.3,0.96,0.1,0.86,0.34,1.2,5,0.0,5.0,511.0,530.0,0.0,0.0,0.48852772466539196,0.5066921606118547,0.42068295383106696,0.0,0.6947116125427247,0.4212591838572348
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.26,0.011,0.0,0.3,0.96,0.1,0.86,0.34,1.2,5,0.0,7.0,495.0,541.0,0.0,0.0,0.47459252157238735,0.5186960690316395,0.3215827546291485,0.0,0.7821521339225272,0.42875169361846543
silver,metallic,0.42621356237309516,0.012000000000000004,0.26,0.011,0.0,0.3,0.96,0.1,0.86,0.34,1.2,5,0.0,1.0,470.0,551.0,0.0,0.0,0.4598825831702544,0.5391389432485323,0.31663935118380715,0.0,0.47080545844289146,0.3651205258284854
silver,metallic,0.43821356237309517,0.024000000000000004,0.26,0.011,0.0,0.3,0.96,0.1,0.86,0.34,1.2,5,0.0,5.0,447.0,534.0,0.0,0.0,0.45334685598377283,0.5415821501014199,0.3074472629571779,0.0,0.5954915830443979,0.3894170794157536
silver,metallic,0.4502135623730952,0.036000000000000004,0.26,0.011,0.0,0.3,0.96,0.1,0.86,0.34,1.2,5,0.0,4.0,385.0,539.0,0.0,0.0,0.41487068965517243,0.5808189655172413,0.29087382823435437,0.0,0.7025140223539856,0.4083186355700947
silver,metallic,0.37821356237309517,-0.036,0.26,0.011,0.0,0.3,0.96,0.18,0.93,0.34,1.2,5,0.0,14.0,545.0,521.0,0.0,0.0,0.5046296296296297,0.4824074074074074,0.5539488862822705,0.0,0.4451528474988121,0.3858143470168784
silver,metallic,0.3902135623730951,-0.023999999999999997,0.26,0.011,0.0,0.3,0.96,0.18,0.93,0.34,1.2,5,0.0,6.0,568.0,539.0,0.0,0.0,0.5103324348607368,0.48427672955974843,0.5732472752051382,0.0,0.8687233747490555,0.47181513472549114
silver,metallic,0.40221356237309513,-0.011999999999999997,0.26,0.011,0.0,0.3,0.96,0.18,0.93,0.34,1.2,5,0.0,4.0,517.0,555.0,0.0,0.0,0.4804832713754647,0.5157992565055762,0.45370913904169075,0.0,0.743244325039891,0.43400119155155253
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.26,0.011,0.0,0.3,0.96,0.18,0.93,0.34,1.2,5,0.0,20.0,480.0,573.0,0.0,0.0,0.4473438956197577,0.5340167753960857,0.3753570902898051,0.0,0.563475672395777,0.3910416543189468
silver,metallic,0.42621356237309516,0.012000000000000004,0.26,0.011,0.0,0.3,0.96,0.18,0.93,0.34,1.2,5,0.0,9.0,488.0,583.0,0.0,0.0,0.45185185185185184,0.5398148148148149,0.3623068906618426,0.0,0.46872959281177196,0.36984697799890903
silver,metallic,0.43821356237309517,0.024000000000000004,0.26,0.011,0.0,0.3,0.96,0.18,0.93,0.34,1.2,5,0.0,14.0,437.0,568.0,0.0,0.0,0.42885181550539747,0.5574092247301276,0.32067588350461396,0.0,0.8162606445638207,0.43527064954978106
silver,metallic,0.4502135623730952,0.036000000000000004,0.26,0.011,0.0,0.3,0.96,0.18,0.93,0.34,1.2,5,0.0,12.0,359.0,569.0,0.0,0.0,0.3819148936170213,0.6053191489361702,0.3090988717815721,0.0,0.7712908423460133,0.42408294926438117
silver,metallic,0.37821356237309517,-0.036,0.26,0.011,0.0,0.42,0.9,0.1,0.86,0.34,1.5,9,0.0,0.0,529.0,469.0,0.0,0.0,0.530060120240481,0.46993987975951906,0.4766444694390378,0.0,0.5220790996124114,0.3926814692711957
silver,metallic,0.3902135623730951,-0.023999999999999997,0.26,0.011,0.0,0.42,0.9,0.1,0.86,0.34,1.5,9,0.0,1.0,593.0,483.0,0.0,0.0,0.5506035283194057,0.44846796657381616,0.49397647372037107,0.0,0.7619147674289541,0.4428855219348939
silver,metallic,0.40221356237309513,-0.011999999999999997,0.26,0.011,0.0,0.42,0.9,0.1,0.86,0.34,1.5,9,0.0,1.0,560.0,503.0,0.0,0.0,0.5263157894736842,0.47274436090225563,0.40837359832971226,0.0,0.8046277644896904,0.44238321348278903
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.26,0.011,0.0,0.42,0.9,0.1,0.86,0.34,1.5,9,0.0,4.0,508.0,500.0,0.0,0.0,0.5019762845849802,0.49407114624505927,0.3482347155031268,0.0,0.7970769398163132,0.434673642122271
silver,metallic,0.42621356237309516,0.012000000000000004,0.26,0.011,0.0,0.42,0.9,0.1,0.86,0.34,1.5,9,0.0,18.0,515.0,530.0,0.0,0.0,0.48447789275634995,0.49858889934148637,0.377280167887488,0.0,0.4836645940378128,0.37584381424165475
silver,metallic,0.43821356237309517,0.024000000000000004,0.26,0.011,0.0,0.42,0.9,0.1,0.86,0.34,1.5,9,0.0,1.0,465.0,506.0,0.0,0.0,0.4783950617283951,0.5205761316872428,0.42770934737832667,0.0,0.7255182253602446,0.4275453617028857
silver,metallic,0.4502135623730952,0.036000000000000004,0.26,0.011,0.0,0.42,0.9,0.1,0.86,0.34,1.5,9,0.0,11.0,392.0,490.0,0.0,0.0,0.43896976483762595,0.5487122060470325,0.27930458047127077,0.0,0.6943984488209995,0.40682134601961367
silver,metallic,0.37821356237309517,-0.036,0.26,0.011,0.0,0.42,0.96,0.1,0.86,0.48,1.85,5,0.0,8.0,592.0,457.0,0.0,0.0,0.5600756859035004,0.4323557237464522,0.5531808425105369,0.0,0.5564562615680642,0.4085677093177412
silver,metallic,0.3902135623730951,-0.023999999999999997,0.26,0.011,0.0,0.42,0.96,0.1,0.86,0.48,1.85,5,0.0,3.0,597.0,463.0,0.0,0.0,0.561618062088429,0.4355597365945437,0.5473953765687507,0.0,0.7930171869770937,0.45485755642576514
silver,metallic,0.40221356237309513,-0.011999999999999997,0.26,0.011,0.0,0.42,0.96,0.1,0.86,0.48,1.85,5,0.0,3.0,561.0,473.0,0.0,0.0,0.5409836065573771,0.4561234329797493,0.4766254950948667,0.0,0.7780425382605328,0.44438002533902815
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.26,0.011,0.0,0.42,0.96,0.1,0.86,0.48,1.85,5,0.0,3.0,542.0,482.0,0.0,0.0,0.5277507302823758,0.46932814021421615,0.39356038189539616,0.0,0.8458151917166562,0.4493662040888592
silver,metallic,0.42621356237309516,0.012000000000000004,0.26,0.011,0.0,0.42,0.96,0.1,0.86,0.48,1.85,5,0.0,6.0,482.0,491.0,0.0,0.0,0.4923391215526047,0.501532175689479,0.3095922587017847,0.0,0.8001464027976253,0.43144815913654727
silver,metallic,0.43821356237309517,0.024000000000000004,0.26,0.011,0.0,0.42,0.96,0.1,0.86,0.48,1.85,5,0.0,1.0,465.0,506.0,0.0,0.0,0.4783950617283951,0.5205761316872428,0.3293087077472531,0.0,0.5157696457734668,0.3757555818224228
silver,metallic,0.4502135623730952,0.036000000000000004,0.26,0.011,0.0,0.42,0.96,0.1,0.86,0.48,1.85,5,0.0,14.0,385.0,481.0,0.0,0.0,0.4375,0.5465909090909091,0.31530070154221806,0.0,0.8103171697078159,0.4339344131866941
silver,metallic,0.37821356237309517,-0.036,0.26,0.011,0.003,0.18,0.82,0.1,0.86,0.62,1.85,9,0.0,0.0,687.0,0.0,0.0,0.0,1.0,0.0,0.6157365541328029,0.0,0.5171260021757473,0.41499885584842977
silver,metallic,0.3902135623730951,-0.023999999999999997,0.26,0.011,0.003,0.18,0.82,0.1,0.86,0.62,1.85,9,0.0,1.0,654.0,0.0,0.0,0.0,0.9984732824427481,0.0,0.5916115485346755,0.0,0.5467976273417547,0.4186428177263987
silver,metallic,0.40221356237309513,-0.011999999999999997,0.26,0.011,0.003,0.18,0.82,0.1,0.86,0.62,1.85,9,0.0,0.0,624.0,0.0,0.0,0.0,1.0,0.0,0.515662484175018,0.0,0.49709792851219614,0.40098583411994104
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.26,0.011,0.003,0.18,0.82,0.1,0.86,0.62,1.85,9,0.0,0.0,579.0,0.0,0.0,0.0,1.0,0.0,0.48929532480271604,0.0,0.5813689408149931,0.41520332064327026
silver,metallic,0.42621356237309516,0.012000000000000004,0.26,0.011,0.003,0.18,0.82,0.1,0.86,0.62,1.85,9,0.0,0.0,531.0,0.0,0.0,0.0,1.0,0.0,0.47730838711111667,0.0,0.5834025253046184,0.41441134377203537
silver,metallic,0.43821356237309517,0.024000000000000004,0.26,0.011,0.003,0.18,0.82,0.1,0.86,0.62,1.85,9,0.0,1.0,465.0,0.0,0.0,0.0,0.9978540772532188,0.0,0.45707862305604313,0.0,0.615847092354231,0.41904895459619296
silver,metallic,0.4502135623730952,0.036000000000000004,0.26,0.011,0.003,0.18,0.82,0.1,0.86,0.62,1.85,9,0.0,0.0,397.0,0.0,0.0,0.0,1.0,0.0,0.38032402076654437,0.0,0.6210662880584905,0.4122456596883526
silver,metallic,0.37821356237309517,-0.036,0.26,0.011,0.003,0.18,0.82,0.18,0.93,0.34,1.5,5,0.0,0.0,687.0,0.0,0.0,0.0,1.0,0.0,0.8076250808933798,0.0,0.5171260021757473,0.4341877085244875
silver,metallic,0.3902135623730951,-0.023999999999999997,0.26,0.011,0.003,0.18,0.82,0.18,0.93,0.34,1.5,5,0.0,1.0,654.0,0.0,0.0,0.0,0.9984732824427481,0.0,0.8016155631765398,0.0,0.5467976273417547,0.4396432191905851
silver,metallic,0.40221356237309513,-0.011999999999999997,0.26,0.011,0.003,0.18,0.82,0.18,0.93,0.34,1.5,5,0.0,0.0,624.0,0.0,0.0,0.0,1.0,0.0,0.73384172762586,0.0,0.49709792851219614,0.42280375846502527
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.26,0.011,0.003,0.18,0.82,0.18,0.93,0.34,1.5,5,0.0,0.0,579.0,0.0,0.0,0.0,1.0,0.0,0.6801272883493286,0.0,0.5813689408149931,0.4342865169979315
silver,metallic,0.42621356237309516,0.012000000000000004,0.26,0.011,0.003,0.18,0.82,0.18,0.93,0.34,1.5,5,0.0,0.0,531.0,0.0,0.0,0.0,1.0,0.0,0.5750663624058996,0.0,0.5834025253046184,0.4241871413015137
silver,metallic,0.43821356237309517,0.024000000000000004,0.26,0.011,0.003,0.18,0.82,0.18,0.93,0.34,1.5,5,0.0,1.0,465.0,0.0,0.0,0.0,0.9978540772532188,0.0,0.527447971669919,0.0,0.615847092354231,0.4260858894575805
silver,metallic,0.4502135623730952,0.036000000000000004,0.26,0.011,0.003,0.18,0.82,0.18,0.93,0.34,1.5,5,0.0,0.0,397.0,0.0,0.0,0.0,1.0,0.0,0.5385418775555829,0.0,0.6210662880584905,0.4280674453672564
silver,metallic,0.37821356237309517,-0.036,0.26,0.011,0.003,0.18,0.82,0.18,0.93,0.62,1.85,9,0.0,0.0,687.0,0.0,0.0,0.0,1.0,0.0,0.7952573332402336,0.0,0.5171260021757473,0.4329509337591728
silver,metallic,0.3902135623730951,-0.023999999999999997,0.26,0.011,0.003,0.18,0.82,0.18,0.93,0.62,1.85,9,0.0,1.0,654.0,0.0,0.0,0.0,0.9984732824427481,0.0,0.7731381493786744,0.0,0.5467976273417547,0.4367954778107986
silver,metallic,0.40221356237309513,-0.011999999999999997,0.26,0.011,0.003,0.18,0.82,0.18,0.93,0.62,1.85,9,0.0,0.0,624.0,0.0,0.0,0.0,1.0,0.0,0.6942286513313878,0.0,0.49709792851219614,0.41884245083557803
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.26,0.011,0.003,0.18,0.82,0.18,0.93,0.62,1.85,9,0.0,0.0,579.0,0.0,0.0,0.0,1.0,0.0,0.6803931916222974,0.0,0.5813689408149931,0.43431310732522843
silver,metallic,0.42621356237309516,0.012000000000000004,0.26,0.011,0.003,0.18,0.82,0.18,0.93,0.62,1.85,9,0.0,0.0,531.0,0.0,0.0,0.0,1.0,0.0,0.6519896765611876,0.0,0.5834025253046184,0.4318794727170424
silver,metallic,0.43821356237309517,0.024000000000000004,0.26,0.011,0.003,0.18,0.82,0.18,0.93,0.62,1.85,9,0.0,1.0,465.0,0.0,0.0,0.0,0.9978540772532188,0.0,0.6257296804523521,0.0,0.615847092354231,0.4359140603358239
silver,metallic,0.4502135623730952,0.036000000000000004,0.26,0.011,0.003,0.18,0.82,0.18,0.93,0.62,1.85,9,0.0,0.0,397.0,0.0,0.0,0.0,1.0,0.0,0.5450434007381005,0.0,0.6210662880584905,0.4287175976855082
