flow,family,alpha,offset,window_width,beta,pocket_gain,pocket_decay,write_threshold,release_threshold,overload_threshold,write_count,witness_count,release_count,overload_count,witness_conversion,delayed_retention,release_rate,overload_rate,mean_pocket_lifetime,mean_contact_quality,pollution,phase_lock_resistance,composite_score
silver,metallic,0.4502135623730952,0.036000000000000004,0.16,0.011,0.24,0.98,0.8,0.14,1.1,12.0,17.0,4.0,0.0,0.7058823529411765,0.41379310344827586,0.12121212121212122,0.0,170.375,0.4956301430690196,0.0039075219798111365,0.589902881955565,0.6896082760538148
silver,metallic,0.37821356237309517,-0.036,0.16,0.011,0.36,0.94,0.45,0.14,1.1,62.0,175.0,112.0,0.0,0.35428571428571426,0.2616033755274262,0.3209169054441261,0.0,10.229885057471265,0.5348430493028996,0.020188863562357537,0.6796555985230652,0.60909043145909
silver,metallic,0.3902135623730951,-0.023999999999999997,0.16,0.011,0.36,0.94,0.45,0.14,1.1,59.0,150.0,90.0,0.0,0.3933333333333333,0.2822966507177033,0.3010033444816054,0.0,12.174496644295303,0.5372958218126394,0.019211983067404754,0.7126942915397625,0.6269555501611609
silver,metallic,0.40221356237309513,-0.011999999999999997,0.16,0.011,0.36,0.94,0.45,0.14,1.1,51.0,144.0,92.0,0.0,0.3541666666666667,0.26153846153846155,0.3205574912891986,0.0,13.573426573426573,0.5292909881888899,0.01660696841419733,0.6844853419153033,0.6096599843608407
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.16,0.011,0.36,0.94,0.45,0.14,1.1,63.0,159.0,96.0,0.0,0.39622641509433965,0.28378378378378377,0.3018867924528302,0.0,10.70440251572327,0.5148083296247188,0.020514490394008468,0.7023723670091442,0.6230495013870124
silver,metallic,0.42621356237309516,0.012000000000000004,0.16,0.011,0.36,0.94,0.45,0.14,1.1,40.0,134.0,93.0,0.0,0.29850746268656714,0.22988505747126436,0.34831460674157305,0.0,16.8796992481203,0.5084340922219662,0.013025073266037121,0.7417508392303951,0.6011440305685869
silver,metallic,0.43821356237309517,0.024000000000000004,0.16,0.011,0.36,0.94,0.45,0.14,1.1,42.0,108.0,66.0,0.0,0.3888888888888889,0.28,0.3055555555555556,0.0,21.453703703703702,0.4987625968085269,0.011396939107782481,0.8214939051391775,0.6413848453086017
silver,metallic,0.4502135623730952,0.036000000000000004,0.16,0.011,0.36,0.94,0.45,0.14,1.1,38.0,143.0,105.0,0.0,0.26573426573426573,0.20994475138121546,0.36713286713286714,0.0,14.37062937062937,0.4956301430690196,0.011071312276131553,0.774514652414246,0.5955243789235269
silver,metallic,0.37821356237309517,-0.036,0.16,0.011,0.36,0.98,0.45,0.08,1.1,141.0,142.0,0.0,0.0,0.9929577464788732,0.49823321554770317,0.0,0.0,12.163120567375886,0.5348430493028996,0.045913383262780855,0.6086509858330023,0.7658139037294969
silver,metallic,0.3902135623730951,-0.023999999999999997,0.16,0.011,0.36,0.98,0.45,0.08,1.1,139.0,139.0,0.0,0.0,1.0,0.5,0.0,0.0,12.66906474820144,0.5372958218126394,0.045262129599479,0.6450812776236114,0.77427292955711
silver,metallic,0.40221356237309513,-0.011999999999999997,0.16,0.011,0.36,0.98,0.45,0.08,1.1,136.0,137.0,0.0,0.0,0.9927007299270073,0.4981684981684982,0.0,0.0,13.0,0.5292909881888899,0.04428524910452621,0.5750907474936906,0.7592315160209364
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.16,0.011,0.36,0.98,0.45,0.08,1.1,135.0,135.0,0.0,0.0,1.0,0.5,0.0,0.0,13.755555555555556,0.5148083296247188,0.04395962227287528,0.6570178132592679,0.7739282159489311
silver,metallic,0.42621356237309516,0.012000000000000004,0.16,0.011,0.36,0.98,0.45,0.08,1.1,131.0,132.0,0.0,0.0,0.9924242424242424,0.49809885931558934,0.0,0.0,13.770992366412214,0.5084340922219662,0.04005210029306415,0.644075363841327,0.7695778473482198
silver,metallic,0.43821356237309517,0.024000000000000004,0.16,0.011,0.36,0.98,0.45,0.08,1.1,130.0,130.0,0.0,0.0,1.0,0.5,0.0,0.0,14.838461538461539,0.4987625968085269,0.03386519049169651,0.5485313203515099,0.7535380882417635
silver,metallic,0.4502135623730952,0.036000000000000004,0.16,0.011,0.36,0.98,0.45,0.08,1.1,126.0,126.0,0.0,0.0,1.0,0.5,0.0,0.0,14.34920634920635,0.4956301430690196,0.03028329534353631,0.629685966821955,0.7681386611849839
silver,metallic,0.37821356237309517,-0.036,0.16,0.011,0.36,0.98,0.45,0.14,1.1,141.0,142.0,0.0,0.0,0.9929577464788732,0.49823321554770317,0.0,0.0,12.163120567375886,0.5348430493028996,0.045913383262780855,0.6086509858330023,0.7658139037294969
silver,metallic,0.3902135623730951,-0.023999999999999997,0.16,0.011,0.36,0.98,0.45,0.14,1.1,139.0,139.0,0.0,0.0,1.0,0.5,0.0,0.0,12.66906474820144,0.5372958218126394,0.045262129599479,0.6450812776236114,0.77427292955711
silver,metallic,0.40221356237309513,-0.011999999999999997,0.16,0.011,0.36,0.98,0.45,0.14,1.1,136.0,137.0,0.0,0.0,0.9927007299270073,0.4981684981684982,0.0,0.0,13.0,0.5292909881888899,0.04428524910452621,0.5750907474936906,0.7592315160209364
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.16,0.011,0.36,0.98,0.45,0.14,1.1,133.0,139.0,6.0,0.0,0.9568345323741008,0.4889705882352941,0.02158273381294964,0.0,13.158273381294965,0.5148083296247188,0.043308368609573426,0.6614412886723315,0.7639601128058211
silver,metallic,0.42621356237309516,0.012000000000000004,0.16,0.011,0.36,0.98,0.45,0.14,1.1,131.0,132.0,0.0,0.0,0.9924242424242424,0.49809885931558934,0.0,0.0,13.770992366412214,0.5084340922219662,0.04005210029306415,0.644075363841327,0.7695778473482198
silver,metallic,0.43821356237309517,0.024000000000000004,0.16,0.011,0.36,0.98,0.45,0.14,1.1,130.0,130.0,0.0,0.0,1.0,0.5,0.0,0.0,14.838461538461539,0.4987625968085269,0.03386519049169651,0.5485313203515099,0.7535380882417635
silver,metallic,0.4502135623730952,0.036000000000000004,0.16,0.011,0.36,0.98,0.45,0.14,1.1,126.0,128.0,2.0,0.0,0.984375,0.49606299212598426,0.0078125,0.0,13.984375,0.4956301430690196,0.03028329534353631,0.6280564248774947,0.7639341723751385
silver,metallic,0.37821356237309517,-0.036,0.16,0.011,0.36,0.98,0.62,0.14,1.1,92.0,92.0,0.0,0.0,1.0,0.5,0.0,0.0,23.630434782608695,0.5348430493028996,0.02963204168023445,0.666616756938502,0.7794261678329117
silver,metallic,0.3902135623730951,-0.023999999999999997,0.16,0.011,0.36,0.98,0.62,0.14,1.1,87.0,88.0,0.0,0.0,0.9886363636363636,0.49714285714285716,0.0,0.0,28.586206896551722,0.5372958218126394,0.02832953435363074,0.723076676683694,0.7875027635099123
silver,metallic,0.40221356237309513,-0.011999999999999997,0.16,0.011,0.36,0.98,0.62,0.14,1.1,88.0,89.0,0.0,0.0,0.9887640449438202,0.4971751412429379,0.0,0.0,25.59090909090909,0.5292909881888899,0.028655161185281667,0.6877361383896552,0.7802031547690713
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.16,0.011,0.36,0.98,0.62,0.14,1.1,94.0,98.0,3.0,0.0,0.9591836734693877,0.4895833333333333,0.015384615384615385,0.0,23.804123711340207,0.5148083296247188,0.028980788016932595,0.7302718090451228,0.7786751362507256
silver,metallic,0.42621356237309516,0.012000000000000004,0.16,0.011,0.36,0.98,0.62,0.14,1.1,88.0,89.0,0.0,0.0,0.9887640449438202,0.4971751412429379,0.0,0.0,25.602272727272727,0.5084340922219662,0.026701400195376097,0.7202229971525715,0.7838128609159123
silver,metallic,0.43821356237309517,0.024000000000000004,0.16,0.011,0.36,0.98,0.62,0.14,1.1,86.0,87.0,0.0,0.0,0.9885057471264368,0.49710982658959535,0.0,0.0,25.732558139534884,0.4987625968085269,0.02474763920547053,0.785678458006425,0.7946049348853648
silver,metallic,0.4502135623730952,0.036000000000000004,0.16,0.011,0.36,0.98,0.62,0.14,1.1,82.0,85.0,2.0,0.0,0.9647058823529412,0.49101796407185627,0.011834319526627219,0.0,26.261904761904763,0.4956301430690196,0.01953760989905568,0.7605466891222233,0.784268033646909
silver,metallic,0.37821356237309517,-0.036,0.16,0.011,0.36,0.98,0.8,0.08,1.45,61.0,62.0,0.0,0.0,0.9838709677419355,0.4959349593495935,0.0,0.0,40.557377049180324,0.5348430493028996,0.01986323673070661,0.746442320468726,0.7912180174527883
silver,metallic,0.3902135623730951,-0.023999999999999997,0.16,0.011,0.36,0.98,0.8,0.08,1.45,65.0,66.0,0.0,0.0,0.9848484848484849,0.4961832061068702,0.0,0.0,35.33846153846154,0.5372958218126394,0.021165744057310323,0.7376316683939852,0.7900036786998208
silver,metallic,0.40221356237309513,-0.011999999999999997,0.16,0.011,0.36,0.98,0.8,0.08,1.45,62.0,62.0,0.0,0.0,1.0,0.5,0.0,0.0,38.66129032258065,0.5292909881888899,0.020188863562357537,0.6411405720857748,0.7751370319079076
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.16,0.011,0.36,0.98,0.8,0.08,1.45,57.0,58.0,0.0,0.0,0.9827586206896551,0.4956521739130435,0.0,0.0,47.14035087719298,0.5148083296247188,0.0185607294041029,0.7814791678827425,0.7950720486182588
silver,metallic,0.42621356237309516,0.012000000000000004,0.16,0.011,0.36,0.98,0.8,0.08,1.45,55.0,56.0,0.0,0.0,0.9821428571428571,0.4954954954954955,0.0,0.0,47.43636363636364,0.5084340922219662,0.0162813415825464,0.7370380608287075,0.7864210211151357
silver,metallic,0.43821356237309517,0.024000000000000004,0.16,0.011,0.36,0.98,0.8,0.08,1.45,52.0,52.0,0.0,0.0,1.0,0.5,0.0,0.0,49.51923076923077,0.4987625968085269,0.013676326929338978,0.8156060983499164,0.8036304346377126
silver,metallic,0.4502135623730952,0.036000000000000004,0.16,0.011,0.36,0.98,0.8,0.08,1.45,54.0,55.0,0.0,0.0,0.9818181818181818,0.4954128440366973,0.0,0.0,43.75925925925926,0.4956301430690196,0.015304461087593618,0.7369933686144232,0.7849452047063668
silver,metallic,0.37821356237309517,-0.036,0.24,0.0,0.14,0.94,0.45,0.08,1.45,0.0,21.0,20.0,0.0,0.0,0.0,0.4878048780487805,0.0,1.35,0.5407651349126353,0.0,0.7000186647694489,0.4166993327153814
silver,metallic,0.3902135623730951,-0.023999999999999997,0.24,0.0,0.14,0.94,0.45,0.08,1.45,0.0,25.0,24.0,0.0,0.0,0.0,0.4897959183673469,0.0,63.916666666666664,0.5318665765509812,0.0,0.5158787593531291,0.4655215221791369
silver,metallic,0.40221356237309513,-0.011999999999999997,0.24,0.0,0.14,0.94,0.45,0.08,1.45,0.0,4.0,3.0,0.0,0.0,0.0,0.42857142857142855,0.0,1.3333333333333333,0.5234448701550835,0.0,0.5599915487308929,0.3928194279087014
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.24,0.0,0.14,0.94,0.45,0.08,1.45,0.0,87.0,87.0,0.0,0.0,0.0,0.5,0.0,29.804597701149426,0.5154247210767317,0.0,0.47661830107842285,0.45592417831973486
silver,metallic,0.42621356237309516,0.012000000000000004,0.24,0.0,0.14,0.94,0.45,0.08,1.45,0.0,6.0,5.0,0.0,0.0,0.0,0.45454545454545453,0.0,2.2,0.5102766922115952,0.0,0.5382676066681267,0.396647722685555
silver,metallic,0.43821356237309517,0.024000000000000004,0.24,0.0,0.14,0.94,0.45,0.08,1.45,0.0,2.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,6.0,0.5069114981823876,0.0,0.517903243436421,0.44736225860650103
silver,metallic,0.4502135623730952,0.036000000000000004,0.24,0.0,0.14,0.94,0.45,0.08,1.45,0.0,2.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,3.0,0.4985978139192477,0.0,0.5179026542157836,0.4088922227160866
silver,metallic,0.37821356237309517,-0.036,0.24,0.0,0.14,0.94,0.8,0.08,1.45,0.0,21.0,20.0,0.0,0.0,0.0,0.4878048780487805,0.0,1.35,0.5407651349126353,0.0,0.7000186647694489,0.4166993327153814
silver,metallic,0.3902135623730951,-0.023999999999999997,0.24,0.0,0.14,0.94,0.8,0.08,1.45,0.0,25.0,24.0,0.0,0.0,0.0,0.4897959183673469,0.0,63.916666666666664,0.5318665765509812,0.0,0.5158787593531291,0.4655215221791369
silver,metallic,0.40221356237309513,-0.011999999999999997,0.24,0.0,0.14,0.94,0.8,0.08,1.45,0.0,4.0,3.0,0.0,0.0,0.0,0.42857142857142855,0.0,1.3333333333333333,0.5234448701550835,0.0,0.5599915487308929,0.3928194279087014
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.24,0.0,0.14,0.94,0.8,0.08,1.45,0.0,87.0,87.0,0.0,0.0,0.0,0.5,0.0,29.804597701149426,0.5154247210767317,0.0,0.47661830107842285,0.45592417831973486
silver,metallic,0.42621356237309516,0.012000000000000004,0.24,0.0,0.14,0.94,0.8,0.08,1.45,0.0,6.0,5.0,0.0,0.0,0.0,0.45454545454545453,0.0,2.2,0.5102766922115952,0.0,0.5382676066681267,0.396647722685555
silver,metallic,0.43821356237309517,0.024000000000000004,0.24,0.0,0.14,0.94,0.8,0.08,1.45,0.0,2.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,6.0,0.5069114981823876,0.0,0.517903243436421,0.44736225860650103
silver,metallic,0.4502135623730952,0.036000000000000004,0.24,0.0,0.14,0.94,0.8,0.08,1.45,0.0,2.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,3.0,0.4985978139192477,0.0,0.5179026542157836,0.4088922227160866
silver,metallic,0.37821356237309517,-0.036,0.24,0.0,0.14,0.98,0.45,0.14,1.1,0.0,502.0,501.0,0.0,0.0,0.0,0.4995014955134596,0.0,1.0119760479041917,0.5407651349126353,0.0,0.4966346462028314,0.375163112924312
silver,metallic,0.3902135623730951,-0.023999999999999997,0.24,0.0,0.14,0.98,0.45,0.14,1.1,0.0,489.0,489.0,0.0,0.0,0.0,0.5,0.0,1.049079754601227,0.5318665765509812,0.0,0.5560605213174832,0.38525549136727677
silver,metallic,0.40221356237309513,-0.011999999999999997,0.24,0.0,0.14,0.98,0.45,0.14,1.1,0.0,465.0,465.0,0.0,0.0,0.0,0.5,0.0,1.1096774193548387,0.5234448701550835,0.0,0.47715752745680906,0.3708278908689209
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.24,0.0,0.14,0.98,0.45,0.14,1.1,0.0,433.0,433.0,0.0,0.0,0.0,0.5,0.0,1.1893764434180139,0.5154247210767317,0.0,0.5279966054124854,0.38003947864259124
silver,metallic,0.42621356237309516,0.012000000000000004,0.24,0.0,0.14,0.98,0.45,0.14,1.1,54.0,77.0,22.0,0.0,0.7012987012987013,0.4122137404580153,0.1437908496732026,0.0,34.026315789473685,0.5102766922115952,0.014001953760989906,0.7507996829334721,0.716836542036602
silver,metallic,0.43821356237309517,0.024000000000000004,0.24,0.0,0.14,0.98,0.45,0.14,1.1,58.0,60.0,1.0,0.0,0.9666666666666667,0.4915254237288136,0.008403361344537815,0.0,44.559322033898304,0.5069114981823876,0.014653207424291761,0.79502991052655,0.792919604056233
silver,metallic,0.4502135623730952,0.036000000000000004,0.24,0.0,0.14,0.98,0.45,0.14,1.1,56.0,64.0,7.0,0.0,0.875,0.4666666666666667,0.05511811023622047,0.0,42.714285714285715,0.4985978139192477,0.010420058612829698,0.7493095523922098,0.7608630385790538
silver,metallic,0.37821356237309517,-0.036,0.24,0.0,0.24,0.94,0.62,0.08,1.45,2.0,4.0,1.0,0.0,0.5,0.3333333333333333,0.14285714285714285,0.0,758.0,0.5407651349126353,0.0006512536633018561,0.5323723581364568,0.6336130695999441
silver,metallic,0.3902135623730951,-0.023999999999999997,0.24,0.0,0.24,0.94,0.62,0.08,1.45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5318665765509812,0.0,0.6663409338366981,0.42199246868822016
silver,metallic,0.40221356237309513,-0.011999999999999997,0.24,0.0,0.24,0.94,0.62,0.08,1.45,0.0,2.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.5234448701550835,0.0,0.5179022749302524,0.38679097767220516
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.24,0.0,0.24,0.94,0.62,0.08,1.45,0.0,31.0,31.0,0.0,0.0,0.0,0.5,0.0,96.16129032258064,0.5154247210767317,0.0,0.518322548697957,0.463430942891251
silver,metallic,0.42621356237309516,0.012000000000000004,0.24,0.0,0.24,0.94,0.62,0.08,1.45,0.0,2.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,9.0,0.5102766922115952,0.0,0.5179031348582488,0.4727548450325042
silver,metallic,0.43821356237309517,0.024000000000000004,0.24,0.0,0.24,0.94,0.62,0.08,1.45,0.0,2.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,14.0,0.5069114981823876,0.0,0.5179637102591355,0.4723731426345896
silver,metallic,0.4502135623730952,0.036000000000000004,0.24,0.0,0.24,0.94,0.62,0.08,1.45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4985978139192477,0.0,0.6663410751677883,0.4181111384874475
silver,metallic,0.37821356237309517,-0.036,0.24,0.0,0.24,0.94,0.62,0.14,1.45,1.0,22.0,20.0,0.0,0.045454545454545456,0.043478260869565216,0.46511627906976744,0.0,103.80952380952381,0.5407651349126353,0.00032562683165092806,0.7040262906154025,0.5170127985441774
silver,metallic,0.3902135623730951,-0.023999999999999997,0.24,0.0,0.24,0.94,0.62,0.14,1.45,0.0,25.0,24.0,0.0,0.0,0.0,0.4897959183673469,0.0,63.666666666666664,0.5318665765509812,0.0,0.5240609238284992,0.4669943117847035
silver,metallic,0.40221356237309513,-0.011999999999999997,0.24,0.0,0.24,0.94,0.62,0.14,1.45,0.0,4.0,3.0,0.0,0.0,0.0,0.42857142857142855,0.0,1.3333333333333333,0.5234448701550835,0.0,0.5599915487308929,0.3928194279087014
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.24,0.0,0.24,0.94,0.62,0.14,1.45,0.0,92.0,92.0,0.0,0.0,0.0,0.5,0.0,27.967391304347824,0.5154247210767317,0.0,0.47703043788809685,0.45599836294547613
silver,metallic,0.42621356237309516,0.012000000000000004,0.24,0.0,0.24,0.94,0.62,0.14,1.45,0.0,6.0,5.0,0.0,0.0,0.0,0.45454545454545453,0.0,2.2,0.5102766922115952,0.0,0.5382676066681267,0.396647722685555
silver,metallic,0.43821356237309517,0.024000000000000004,0.24,0.0,0.24,0.94,0.62,0.14,1.45,0.0,2.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,5.0,0.5069114981823876,0.0,0.5179032480804631,0.4348622594424286
silver,metallic,0.4502135623730952,0.036000000000000004,0.24,0.0,0.24,0.94,0.62,0.14,1.45,0.0,2.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,2.0,0.4985978139192477,0.0,0.5179026976265051,0.3963922305300165
silver,metallic,0.37821356237309517,-0.036,0.24,0.0,0.24,0.94,0.8,0.08,1.1,0.0,2.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,8.0,0.5407651349126353,0.0,0.5179630362426406,0.4763226122634827
silver,metallic,0.3902135623730951,-0.023999999999999997,0.24,0.0,0.24,0.94,0.8,0.08,1.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5318665765509812,0.0,0.6663409338366981,0.42199246868822016
silver,metallic,0.40221356237309513,-0.011999999999999997,0.24,0.0,0.24,0.94,0.8,0.08,1.1,0.0,2.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.5234448701550835,0.0,0.5179022749302524,0.38679097767220516
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.24,0.0,0.24,0.94,0.8,0.08,1.1,0.0,31.0,31.0,0.0,0.0,0.0,0.5,0.0,96.16129032258064,0.5154247210767317,0.0,0.518322548697957,0.463430942891251
silver,metallic,0.42621356237309516,0.012000000000000004,0.24,0.0,0.24,0.94,0.8,0.08,1.1,0.0,2.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,9.0,0.5102766922115952,0.0,0.5179031348582488,0.4727548450325042
silver,metallic,0.43821356237309517,0.024000000000000004,0.24,0.0,0.24,0.94,0.8,0.08,1.1,0.0,2.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,14.0,0.5069114981823876,0.0,0.5179637102591355,0.4723731426345896
silver,metallic,0.4502135623730952,0.036000000000000004,0.24,0.0,0.24,0.94,0.8,0.08,1.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4985978139192477,0.0,0.6663410751677883,0.4181111384874475
silver,metallic,0.37821356237309517,-0.036,0.24,0.0,0.24,0.98,0.62,0.08,1.1,97.0,98.0,0.0,0.0,0.9897959183673469,0.49743589743589745,0.0,0.0,25.443298969072163,0.5407651349126353,0.03158580267014002,0.6837990839646206,0.7807675294822911
silver,metallic,0.3902135623730951,-0.023999999999999997,0.24,0.0,0.24,0.98,0.62,0.08,1.1,91.0,92.0,0.0,0.0,0.9891304347826086,0.4972677595628415,0.0,0.0,28.043956043956044,0.5318665765509812,0.028980788016932595,0.7449856755327142,0.7908567631827339
silver,metallic,0.40221356237309513,-0.011999999999999997,0.24,0.0,0.24,0.98,0.62,0.08,1.1,93.0,95.0,1.0,0.0,0.9789473684210527,0.4946808510638298,0.005291005291005291,0.0,26.382978723404257,0.5234448701550835,0.02800390752197981,0.6808820934708433,0.7758689564258555
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.24,0.0,0.24,0.98,0.62,0.08,1.1,91.0,92.0,0.0,0.0,0.9891304347826086,0.4972677595628415,0.0,0.0,28.076923076923077,0.5154247210767317,0.027352653858677956,0.7617071971260653,0.7921112340133667
silver,metallic,0.42621356237309516,0.012000000000000004,0.24,0.0,0.24,0.98,0.62,0.08,1.1,90.0,91.0,0.0,0.0,0.989010989010989,0.4972375690607735,0.0,0.0,27.77777777777778,0.5102766922115952,0.02149137088896125,0.7229254033880539,0.7850897053506749
silver,metallic,0.43821356237309517,0.024000000000000004,0.24,0.0,0.24,0.98,0.62,0.08,1.1,88.0,89.0,0.0,0.0,0.9887640449438202,0.4971751412429379,0.0,0.0,27.068181818181817,0.5069114981823876,0.022793878215564962,0.7655452247869086,0.7921839781167899
silver,metallic,0.4502135623730952,0.036000000000000004,0.24,0.0,0.24,0.98,0.62,0.08,1.1,84.0,84.0,0.0,0.0,1.0,0.5,0.0,0.0,32.976190476190474,0.4985978139192477,0.009117551286225985,0.6468224651268657,0.7736860335514588
silver,metallic,0.37821356237309517,-0.036,0.24,0.0,0.36,0.88,0.45,0.14,1.1,38.0,265.0,226.0,0.0,0.14339622641509434,0.1254125412541254,0.42722117202268434,0.0,7.446969696969697,0.5407651349126353,0.012373819602735266,0.6948348446690569,0.5402533340661014
silver,metallic,0.3902135623730951,-0.023999999999999997,0.24,0.0,0.36,0.88,0.45,0.14,1.1,54.0,249.0,194.0,0.0,0.21686746987951808,0.1782178217821782,0.3903420523138833,0.0,7.173387096774194,0.5318665765509812,0.017583848909150115,0.7107144004713144,0.5620191194258423
silver,metallic,0.40221356237309513,-0.011999999999999997,0.24,0.0,0.36,0.88,0.45,0.14,1.1,21.0,246.0,224.0,0.0,0.08536585365853659,0.07865168539325842,0.45621181262729127,0.0,8.824489795918367,0.5234448701550835,0.006838163464669489,0.6686251462512047,0.5213146927273301
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.24,0.0,0.36,0.88,0.45,0.14,1.1,57.0,207.0,150.0,0.0,0.2753623188405797,0.2159090909090909,0.36231884057971014,0.0,8.8743961352657,0.5154247210767317,0.014978834255942689,0.7364795443834345,0.5935728601910188
silver,metallic,0.42621356237309516,0.012000000000000004,0.24,0.0,0.36,0.88,0.45,0.14,1.1,42.0,310.0,267.0,0.0,0.13548387096774195,0.11931818181818182,0.43134087237479807,0.0,5.343042071197411,0.5102766922115952,0.013676326929338978,0.6995844166352723,0.5084754224720169
silver,metallic,0.43821356237309517,0.024000000000000004,0.24,0.0,0.36,0.88,0.45,0.14,1.1,7.0,249.0,241.0,0.0,0.028112449799196786,0.02734375,0.48490945674044267,0.0,8.439516129032258,0.5069114981823876,0.0022793878215564964,0.7815633830094917,0.519933818506927
silver,metallic,0.4502135623730952,0.036000000000000004,0.24,0.0,0.36,0.88,0.45,0.14,1.1,64.0,286.0,221.0,0.0,0.22377622377622378,0.18285714285714286,0.38704028021015763,0.0,4.750877192982456,0.4985978139192477,0.0185607294041029,0.7259035815981596,0.5326767279410384
silver,metallic,0.37821356237309517,-0.036,0.24,0.0,0.36,0.94,0.62,0.14,1.1,73.0,81.0,7.0,0.0,0.9012345679012346,0.474025974025974,0.043478260869565216,0.0,32.8125,0.5407651349126353,0.02377075871051775,0.705925404901381,0.7632364451652084
silver,metallic,0.3902135623730951,-0.023999999999999997,0.24,0.0,0.36,0.94,0.62,0.14,1.1,84.0,88.0,3.0,0.0,0.9545454545454546,0.4883720930232558,0.017142857142857144,0.0,29.95402298850575,0.5318665765509812,0.02702702702702703,0.7292892107704876,0.7795496011069308
silver,metallic,0.40221356237309513,-0.011999999999999997,0.24,0.0,0.36,0.94,0.62,0.14,1.1,67.0,69.0,1.0,0.0,0.9710144927536232,0.49264705882352944,0.0072992700729927005,0.0,38.05882352941177,0.5234448701550835,0.02181699772061218,0.6616883992581979,0.7711589621822115
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.24,0.0,0.36,0.94,0.62,0.14,1.1,75.0,133.0,58.0,0.0,0.5639097744360902,0.3605769230769231,0.21804511278195488,0.0,17.8796992481203,0.5154247210767317,0.02149137088896125,0.7473277839265029,0.6786161084673796
silver,metallic,0.42621356237309516,0.012000000000000004,0.24,0.0,0.36,0.94,0.62,0.14,1.1,53.0,55.0,1.0,0.0,0.9636363636363636,0.49074074074074076,0.009174311926605505,0.0,51.51851851851852,0.5102766922115952,0.014001953760989906,0.7647982585636702,0.7872183771808489
silver,metallic,0.43821356237309517,0.024000000000000004,0.24,0.0,0.36,0.94,0.62,0.14,1.1,70.0,73.0,2.0,0.0,0.958904109589041,0.48951048951048953,0.013793103448275862,0.0,34.958333333333336,0.5069114981823876,0.018886356235753826,0.63539289566244,0.7617185922244182
silver,metallic,0.4502135623730952,0.036000000000000004,0.24,0.0,0.36,0.94,0.62,0.14,1.1,81.0,91.0,9.0,0.0,0.8901098901098901,0.47093023255813954,0.049723756906077346,0.0,28.655555555555555,0.4985978139192477,0.014653207424291761,0.6730528665328481,0.7504391322054469
silver,metallic,0.37821356237309517,-0.036,0.24,0.0,0.36,0.94,0.8,0.08,1.45,22.0,23.0,0.0,0.0,0.9565217391304348,0.4888888888888889,0.0,0.0,127.0909090909091,0.5407651349126353,0.007163790296320417,0.7493815208457479,0.7876576957281103
silver,metallic,0.3902135623730951,-0.023999999999999997,0.24,0.0,0.36,0.94,0.8,0.08,1.45,20.0,21.0,0.0,0.0,0.9523809523809523,0.4878048780487805,0.0,0.0,134.2,0.5318665765509812,0.0065125366330185605,0.5727796541750085,0.7539775366021904
silver,metallic,0.40221356237309513,-0.011999999999999997,0.24,0.0,0.36,0.94,0.8,0.08,1.45,1.0,3.0,1.0,0.0,0.3333333333333333,0.25,0.2,0.0,422.0,0.5234448701550835,0.00032562683165092806,0.5749097707568387,0.5925197642378256
silver,metallic,0.41421356237309515,3.469446951953614e-18,0.24,0.0,0.36,0.94,0.8,0.08,1.45,41.0,61.0,20.0,0.0,0.6721311475409836,0.4019607843137255,0.16393442622950818,0.0,45.83606557377049,0.5154247210767317,0.013025073266037121,0.7433963497472145,0.7081029862273162
