flow,family,alpha,best_delay,best_slot_count,context_pressure,similarity_threshold,recall_window,recall_gain,layer_window,recency_decay,resonance_gain,field_radius,field_width,field_support_gain,field_competition_gain,phase_bind_gain,phase_bind_threshold,window_levels,window_blend_gain,split_threshold,witness_conversion,delayed_retention,release_rate,rupture_rate,recall_survival_rate,same_core_recall_rate,same_field_recall_rate,split_rate,context_distortion_rate,blocked_context_rate,field_overlap_rate,phase_binding_rate,macro_window_rate,pollution,phase_lock_resistance,score
silver,metallic,0.43821356237309517,21,13,0.04,0.68,13,0.14,8,0.55,0.08,5,1.2,0.08,0.08,0.08,0.42,3,0.14,0.24,0.8523908523908524,0.4601571268237935,0.020320855614973262,0.026737967914438502,0.9794801641586868,0.18194254445964433,0.9794801641586868,0.0027359781121751026,0.0,0.02051983584131327,3.02734375,0.302734375,0.162109375,0.052425919895799415,0.5859241987676471,0.7706470302813869
silver,metallic,0.43821356237309517,21,13,0.04,0.68,13,0.2,13,0.55,0.14,5,1.2,0.08,0.04,0.08,0.18,2,0.08,0.36,0.8231578947368421,0.4515011547344111,0.012834224598930482,0.06096256684491978,1.0,0.18549511854951187,1.0,0.0,0.0,0.0,3.02734375,0.302734375,0.21061197916666666,0.04656463692608271,0.5895077800555302,0.765862873545126
silver,metallic,0.43821356237309517,21,13,0.04,0.68,21,0.08,8,0.72,0.08,5,1.2,0.14,0.08,0.08,0.3,3,0.14,0.24,0.8577405857740585,0.4617117117117117,0.01818181818181818,0.03208556149732621,1.0,0.29180695847362514,1.0,0.003367003367003367,0.0,0.0,3.02734375,0.302734375,0.14322916666666666,0.052100293064148484,0.5876185524764215,0.7797272260595077
silver,metallic,0.43821356237309517,21,13,0.04,0.68,21,0.08,13,0.55,0.08,3,1.2,0.08,0.08,0.08,0.18,1,0.14,0.24,0.834061135371179,0.45476190476190476,0.020320855614973262,0.08128342245989305,1.0,0.3097238895558223,1.0,0.062424969987995196,0.0,0.0,1.81640625,0.302734375,0.0,0.045913383262780855,0.5948959471740631,0.752301767706314
silver,metallic,0.43821356237309517,21,13,0.04,0.68,21,0.14,8,0.72,0.14,5,1.2,0.08,0.04,0.08,0.42,3,0.14,0.36,0.8185654008438819,0.45011600928074247,0.012834224598930482,0.06524064171122995,0.9786995515695067,0.289237668161435,0.9786995515695067,0.0011210762331838565,0.0,0.021300448430493273,3.02734375,0.302734375,0.14290364583333334,0.044610875936177144,0.5928103200208057,0.7776453678035793
silver,metallic,0.43821356237309517,21,13,0.04,0.78,13,0.08,8,0.72,0.14,3,1.8,0.08,0.04,0.08,0.18,1,0.14,0.36,0.8469601677148847,0.4585698070374574,0.016042780748663103,0.04171122994652406,0.9938650306748467,0.2116564417177914,0.9938650306748467,0.02147239263803681,0.0,0.006134969325153374,1.81640625,0.302734375,0.0,0.04786714425268642,0.5903171239576535,0.7577184313464008
silver,metallic,0.43821356237309517,21,13,0.04,0.78,13,0.14,8,0.55,0.08,5,1.2,0.08,0.04,0.08,0.42,3,0.14,0.36,0.8440748440748441,0.4577226606538895,0.020320855614973262,0.031016042780748664,0.9261285909712722,0.18467852257181944,0.9261285909712722,0.0,0.0,0.07387140902872777,3.02734375,0.302734375,0.16276041666666666,0.05014653207424292,0.5856911617475167,0.7795863255239381
silver,metallic,0.43821356237309517,21,13,0.04,0.78,13,0.2,8,0.55,0.14,5,1.8,0.14,0.04,0.14,0.18,3,0.14,0.24,0.8200836820083682,0.45057471264367815,0.012834224598930482,0.05668449197860963,0.9846368715083799,0.15921787709497207,0.9846368715083799,0.0013966480446927375,0.0,0.015363128491620111,3.02734375,0.302734375,0.16471354166666666,0.04916965157929013,0.5903391458275056,0.7625980473213895
silver,metallic,0.43821356237309517,21,13,0.04,0.78,21,0.08,8,0.72,0.08,3,1.2,0.08,0.04,0.08,0.3,2,0.08,0.24,0.8318965517241379,0.4541176470588235,0.019251336898395723,0.07165775401069518,0.9855421686746988,0.3240963855421687,0.9855421686746988,0.051807228915662654,0.0,0.014457831325301205,1.81640625,0.302734375,0.13704427083333334,0.044610875936177144,0.5958588072351194,0.765929542237238
silver,metallic,0.43821356237309517,21,13,0.04,0.78,21,0.08,8,0.72,0.14,3,1.8,0.14,0.04,0.14,0.42,2,0.14,0.24,0.8366013071895425,0.4555160142348754,0.013903743315508022,0.08449197860962566,0.9234507897934386,0.3110571081409477,0.9234507897934386,0.04860267314702309,0.0,0.07654921020656136,1.81640625,0.302734375,0.130859375,0.04233148811462065,0.599529347170737,0.777083706188243
silver,metallic,0.43821356237309517,21,13,0.04,0.78,21,0.08,8,0.72,0.14,5,1.2,0.08,0.04,0.14,0.18,2,0.08,0.36,0.8442105263157895,0.4577625570776256,0.013903743315508022,0.04919786096256684,0.9842696629213483,0.3056179775280899,0.9842696629213483,0.0,0.0,0.015730337078651686,3.02734375,0.302734375,0.142578125,0.045913383262780855,0.5891021528570186,0.7829049830902052
silver,metallic,0.43821356237309517,21,13,0.04,0.78,21,0.14,8,0.55,0.14,3,1.8,0.14,0.04,0.08,0.3,1,0.08,0.24,0.8267543859649122,0.4525810324129652,0.013903743315508022,0.09518716577540107,0.9855421686746988,0.3072289156626506,0.9855421686746988,0.04939759036144578,0.0,0.014457831325301205,1.81640625,0.302734375,0.0,0.04265711494627157,0.5983040019314911,0.7579671938426555
silver,metallic,0.43821356237309517,21,13,0.04,0.78,21,0.2,8,0.72,0.08,5,1.8,0.14,0.08,0.08,0.18,2,0.08,0.24,0.8326359832635983,0.454337899543379,0.013903743315508022,0.04919786096256684,0.9887387387387387,0.28716216216216217,0.9887387387387387,0.0011261261261261261,0.0,0.01126126126126126,3.02734375,0.302734375,0.14127604166666666,0.04982090524259199,0.5912096835144931,0.7778894513111749
silver,metallic,0.43821356237309517,21,13,0.04,0.78,21,0.2,8,0.72,0.08,5,1.8,0.14,0.08,0.08,0.3,3,0.14,0.24,0.8326359832635983,0.454337899543379,0.013903743315508022,0.04919786096256684,0.9887387387387387,0.28716216216216217,0.9887387387387387,0.0011261261261261261,0.0,0.01126126126126126,3.02734375,0.302734375,0.14192708333333334,0.04982090524259199,0.5912096835144931,0.7779183864963601
silver,metallic,0.43821356237309517,21,13,0.08,0.58,13,0.2,8,0.55,0.08,5,1.2,0.14,0.04,0.14,0.18,1,0.14,0.24,0.8347457627118644,0.45496535796766746,0.01818181818181818,0.05561497326203209,1.0,0.17397260273972603,1.0,0.009589041095890411,0.08082191780821918,0.0,3.02734375,0.302734375,0.0,0.05079778573754477,0.5901900835124476,0.737900140365933
silver,metallic,0.43821356237309517,21,13,0.08,0.58,21,0.08,8,0.55,0.08,3,1.8,0.08,0.08,0.14,0.42,2,0.08,0.36,0.857451403887689,0.46162790697674416,0.0213903743315508,0.058823529411764705,1.0,0.3270365997638725,1.0,0.04604486422668241,0.09445100354191263,0.0,1.81640625,0.302734375,0.158203125,0.044610875936177144,0.5909588398190719,0.751529114491895
silver,metallic,0.43821356237309517,21,13,0.08,0.58,21,0.14,8,0.72,0.08,3,1.8,0.08,0.08,0.14,0.42,1,0.14,0.36,0.849015317286652,0.4591715976331361,0.01818181818181818,0.07807486631016043,1.0,0.32100238663484487,1.0,0.05489260143198091,0.09307875894988067,0.0,1.81640625,0.302734375,0.0,0.04428524910452621,0.5948297919649885,0.7400594364588535
silver,metallic,0.43821356237309517,21,13,0.08,0.58,21,0.14,8,0.72,0.14,5,1.8,0.14,0.08,0.14,0.42,1,0.08,0.24,0.8340425531914893,0.4547563805104408,0.011764705882352941,0.06631016042780749,1.0,0.27048260381593714,1.0,0.01122334455667789,0.08866442199775533,0.0,3.02734375,0.302734375,0.0,0.05014653207424292,0.5938675744404156,0.7471116484327888
silver,metallic,0.43821356237309517,21,13,0.08,0.58,21,0.14,13,0.72,0.08,3,1.2,0.14,0.04,0.14,0.42,3,0.14,0.24,0.8416289592760181,0.457002457002457,0.019251336898395723,0.11016042780748662,1.0,0.30843373493975906,1.0,0.0819277108433735,0.09759036144578313,0.0,1.81640625,0.302734375,0.19368489583333334,0.043308368609573426,0.6000498499247282,0.7364859301983364
silver,metallic,0.43821356237309517,21,13,0.08,0.58,21,0.2,8,0.55,0.08,5,1.2,0.14,0.08,0.14,0.3,1,0.14,0.24,0.8230277185501066,0.45146198830409356,0.016042780748663103,0.06951871657754011,1.0,0.27752808988764044,1.0,0.012359550561797753,0.08876404494382023,0.0,3.02734375,0.302734375,0.0,0.04819277108433735,0.5916670440419505,0.7453260486389187
silver,metallic,0.43821356237309517,21,13,0.08,0.58,21,0.2,8,0.55,0.14,3,1.8,0.14,0.08,0.14,0.18,2,0.14,0.24,0.8105022831050228,0.44766708701134933,0.011764705882352941,0.14010695187165775,1.0,0.2857142857142857,1.0,0.08595641646489104,0.09685230024213075,0.0,1.81640625,0.302734375,0.16341145833333334,0.04135460761966786,0.598397008455611,0.7255460488717365
silver,metallic,0.43821356237309517,21,13,0.08,0.58,21,0.2,13,0.55,0.08,3,1.8,0.08,0.08,0.14,0.42,3,0.08,0.36,0.8366013071895425,0.4555160142348754,0.016042780748663103,0.08235294117647059,1.0,0.3180169286577993,1.0,0.0471584038694075,0.09794437726723096,0.0,1.81640625,0.302734375,0.201171875,0.04135460761966786,0.5965106192129357,0.7483824774018969
silver,metallic,0.43821356237309517,21,13,0.08,0.68,13,0.08,8,0.55,0.08,3,1.8,0.14,0.08,0.08,0.42,2,0.08,0.36,0.8523206751054853,0.4601366742596811,0.020320855614973262,0.040641711229946524,0.989329268292683,0.21189024390243902,0.989329268292683,0.0350609756097561,0.0,0.010670731707317074,1.81640625,0.302734375,0.14876302083333334,0.04656463692608271,0.5902827684787815,0.76153094126946
silver,metallic,0.43821356237309517,21,13,0.08,0.68,13,0.08,13,0.72,0.14,5,1.2,0.08,0.08,0.14,0.18,2,0.14,0.24,0.8475991649269311,0.45875706214689266,0.013903743315508022,0.039572192513368985,1.0,0.1953551912568306,1.0,0.001366120218579235,0.0,0.0,3.02734375,0.302734375,0.19368489583333334,0.04786714425268642,0.5866849329213051,0.7697350994155018
silver,metallic,0.43821356237309517,21,13,0.08,0.68,13,0.14,13,0.72,0.08,3,1.8,0.08,0.04,0.14,0.18,3,0.14,0.24,0.8459869848156182,0.4582843713278496,0.0213903743315508,0.06844919786096257,1.0,0.21962616822429906,1.0,0.06542056074766354,0.0,0.0,1.81640625,0.302734375,0.18684895833333334,0.04656463692608271,0.5952746860096523,0.7515074718885055
silver,metallic,0.43821356237309517,21,13,0.08,0.68,21,0.14,13,0.55,0.08,3,1.8,0.14,0.04,0.08,0.42,1,0.14,0.24,0.8344370860927153,0.4548736462093863,0.016042780748663103,0.09518716577540107,0.9856115107913669,0.3069544364508393,0.9856115107913669,0.0671462829736211,0.0,0.014388489208633094,1.81640625,0.302734375,0.0,0.04363399544122436,0.5981811533697621,0.7532855784930944
silver,metallic,0.43821356237309517,21,13,0.08,0.68,21,0.2,8,0.55,0.08,3,1.8,0.08,0.08,0.14,0.3,3,0.14,0.24,0.8392857142857143,0.4563106796116505,0.016042780748663103,0.10267379679144385,1.0,0.30685920577617326,1.0,0.06979542719614922,0.0,0.0,1.81640625,0.302734375,0.1611328125,0.04395962227287528,0.5994213106446893,0.7580045178237835
silver,metallic,0.43821356237309517,21,13,0.08,0.68,21,0.2,13,0.55,0.08,3,1.8,0.14,0.04,0.08,0.42,3,0.14,0.36,0.8264642082429501,0.4524940617577197,0.014973262032085561,0.08449197860962566,0.9889162561576355,0.32019704433497537,0.9889162561576355,0.04310344827586207,0.0,0.011083743842364532,1.81640625,0.302734375,0.201171875,0.04168023445131879,0.5972281221795723,0.769826645842669
silver,metallic,0.43821356237309517,21,13,0.08,0.78,13,0.08,8,0.55,0.14,5,1.8,0.08,0.08,0.08,0.18,2,0.08,0.36,0.8547717842323651,0.4608501118568233,0.017112299465240642,0.026737967914438502,0.9879194630872483,0.18791946308724833,0.9879194630872483,0.0,0.0,0.012080536912751677,3.02734375,0.302734375,0.16243489583333334,0.05047215890589384,0.5846713448935472,0.7710565970620789
silver,metallic,0.43821356237309517,21,13,0.08,0.78,13,0.08,13,0.55,0.14,3,1.2,0.08,0.08,0.14,0.18,1,0.08,0.24,0.8448275862068966,0.45794392523364486,0.020320855614973262,0.06417112299465241,0.9906103286384976,0.21283255086071987,0.9906103286384976,0.04225352112676056,0.0,0.009389671361502348,1.81640625,0.302734375,0.0,0.044610875936177144,0.5954918831108778,0.7516550303534564
silver,metallic,0.43821356237309517,21,13,0.08,0.78,13,0.08,13,0.72,0.14,5,1.2,0.14,0.08,0.14,0.18,3,0.14,0.24,0.8413361169102297,0.45691609977324266,0.013903743315508022,0.0427807486631016,0.9806896551724138,0.18482758620689654,0.9806896551724138,0.001379310344827586,0.0,0.019310344827586208,3.02734375,0.302734375,0.1953125,0.05047215890589384,0.44598919318199093,0.7510937684032154
silver,metallic,0.43821356237309517,21,13,0.08,0.78,13,0.14,13,0.72,0.08,5,1.8,0.08,0.04,0.08,0.18,2,0.08,0.24,0.8592132505175983,0.4621380846325167,0.019251336898395723,0.020320855614973262,0.9932975871313673,0.1742627345844504,0.9932975871313673,0.0013404825737265416,0.0,0.006702412868632708,3.02734375,0.302734375,0.18684895833333334,0.053402800390752195,0.584643460147044,0.7699936692894881
silver,metallic,0.43821356237309517,21,13,0.08,0.78,13,0.2,8,0.72,0.14,3,1.8,0.08,0.08,0.14,0.3,1,0.14,0.36,0.828752642706131,0.4531791907514451,0.014973262032085561,0.059893048128342244,0.9922480620155039,0.20930232558139536,0.9922480620155039,0.023255813953488372,0.0,0.007751937984496124,1.81640625,0.302734375,0.0,0.045913383262780855,0.5918286603278622,0.7540933297478232
silver,metallic,0.43821356237309517,21,13,0.08,0.78,13,0.2,13,0.72,0.14,3,1.8,0.08,0.08,0.08,0.42,1,0.08,0.24,0.815845824411135,0.4492924528301887,0.016042780748663103,0.07700534759358289,0.9289099526066351,0.1895734597156398,0.9289099526066351,0.04897314375987362,0.0,0.07109004739336493,1.81640625,0.302734375,0.0,0.042005861282969716,0.5961356898068009,0.7523994285632344
silver,metallic,0.43821356237309517,21,13,0.08,0.78,21,0.08,13,0.55,0.14,5,1.8,0.08,0.08,0.14,0.18,1,0.14,0.24,0.8520833333333333,0.46006749156355453,0.013903743315508022,0.03529411764705882,0.9865319865319865,0.2895622895622896,0.9865319865319865,0.001122334455667789,0.0,0.013468013468013467,3.02734375,0.302734375,0.0,0.05177466623249756,0.5878684066451534,0.7752116899420721
silver,metallic,0.43821356237309517,21,13,0.08,0.78,21,0.08,13,0.72,0.14,5,1.2,0.14,0.08,0.08,0.42,2,0.14,0.36,0.8298319327731093,0.4535017221584386,0.012834224598930482,0.05561497326203209,0.9165739710789766,0.2814238042269188,0.9165739710789766,0.0,0.0,0.08342602892102335,3.02734375,0.302734375,0.193359375,0.045587756431129924,0.5915664466453432,0.7918468545895729
silver,metallic,0.43821356237309517,21,13,0.08,0.78,21,0.14,8,0.55,0.08,3,1.8,0.08,0.04,0.08,0.3,1,0.14,0.36,0.8479657387580299,0.45886442641946695,0.019251336898395723,0.057754010695187166,0.9892729439809297,0.32777115613825986,0.9892729439809297,0.029797377830750895,0.0,0.010727056019070322,1.81640625,0.302734375,0.0,0.04884402474763921,0.5915195981686765,0.7691692958819505
silver,metallic,0.43821356237309517,21,13,0.08,0.78,21,0.14,8,0.72,0.08,3,1.2,0.14,0.04,0.08,0.18,2,0.08,0.36,0.8240343347639485,0.45176470588235296,0.019251336898395723,0.07165775401069518,0.9854014598540146,0.32116788321167883,0.9854014598540146,0.0340632603406326,0.0,0.014598540145985401,1.81640625,0.302734375,0.13639322916666666,0.04233148811462065,0.597110390822406,0.7703667098635817
silver,metallic,0.43821356237309517,21,13,0.08,0.78,21,0.14,13,0.72,0.14,5,1.2,0.14,0.08,0.08,0.3,1,0.14,0.24,0.7890295358649789,0.4410377358490566,0.012834224598930482,0.08021390374331551,0.9852104664391353,0.267349260523322,0.9852104664391353,0.0011376564277588168,0.0,0.01478953356086462,3.02734375,0.302734375,0.0,0.045913383262780855,0.5935101156486673,0.7625632440417127
silver,metallic,0.43821356237309517,21,13,0.08,0.78,21,0.2,8,0.72,0.14,3,1.2,0.08,0.04,0.08,0.18,1,0.14,0.36,0.7804347826086957,0.43833943833943834,0.012834224598930482,0.11122994652406418,0.9865030674846625,0.2907975460122699,0.9865030674846625,0.033128834355828224,0.0,0.013496932515337423,1.81640625,0.302734375,0.0,0.04428524910452621,0.5986092392746045,0.7533046363854725
silver,metallic,0.43821356237309517,21,13,0.08,0.78,21,0.2,13,0.55,0.14,5,1.2,0.14,0.08,0.14,0.3,1,0.14,0.36,0.7600849256900213,0.43184559710494574,0.012834224598930482,0.10053475935828877,0.9827784156142365,0.2606199770378875,0.9827784156142365,0.0,0.0,0.01722158438576349,3.02734375,0.302734375,0.0,0.043308368609573426,0.5938060198464696,0.7574831337589254
silver,metallic,0.43821356237309517,21,13,0.08,0.78,21,0.2,13,0.72,0.14,5,1.8,0.08,0.08,0.08,0.18,2,0.08,0.24,0.8151260504201681,0.44907407407407407,0.011764705882352941,0.06417112299465241,0.9876404494382023,0.27752808988764044,0.9876404494382023,0.0011235955056179776,0.0,0.012359550561797753,3.02734375,0.302734375,0.1845703125,0.04819277108433735,0.5930902084974592,0.7760537750744576
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.58,13,0.08,8,0.55,0.14,3,1.8,0.08,0.08,0.14,0.42,2,0.08,0.24,0.8061002178649237,0.44632086851628466,0.023579849946409433,0.08788853161843516,1.0,0.2375,1.0,0.08472222222222223,0.0,0.0,1.8203125,0.3033854166666667,0.2916666666666667,0.1185281667209378,0.5466673414657464,0.7373042538359043
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.58,13,0.08,8,0.72,0.08,3,1.8,0.14,0.04,0.08,0.18,2,0.14,0.36,0.7987551867219918,0.44405997693194926,0.02572347266881029,0.04501607717041801,1.0,0.25474254742547425,1.0,0.04065040650406504,0.0,0.0,1.8203125,0.3033854166666667,0.2838541666666667,0.12211006186909801,0.5380019530517568,0.7515435713982895
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.58,13,0.14,13,0.55,0.08,3,1.2,0.08,0.08,0.14,0.3,3,0.14,0.24,0.7991169977924945,0.4441717791411043,0.031082529474812434,0.09539121114683816,1.0,0.24859550561797752,1.0,0.09129213483146068,0.0,0.0,1.8203125,0.3033854166666667,0.2932942708333333,0.11429501790947574,0.5505286675250891,0.7357700093075135
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.58,13,0.2,8,0.72,0.08,3,1.2,0.14,0.04,0.14,0.3,2,0.08,0.24,0.7714285714285715,0.43548387096774194,0.02465166130760986,0.11146838156484459,1.0,0.22832369942196531,1.0,0.0968208092485549,0.0,0.0,1.8203125,0.3033854166666667,0.2799479166666667,0.11234125691957017,0.5500447654343226,0.7260630177926054
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.58,21,0.14,8,0.55,0.14,3,1.8,0.14,0.04,0.08,0.3,1,0.14,0.36,0.7768421052631579,0.4372037914691943,0.01607717041800643,0.07931404072883172,1.0,0.27350427350427353,1.0,0.0463980463980464,0.0,0.0,1.8203125,0.3033854166666667,0.0,0.11527189840442853,0.5460171387667876,0.7362502260076913
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.58,21,0.14,8,0.55,0.14,5,1.2,0.14,0.08,0.08,0.42,1,0.08,0.36,0.7829787234042553,0.43914081145584727,0.015005359056806002,0.08681672025723473,1.0,0.26131221719457015,1.0,0.02262443438914027,0.0,0.0,3.0338541666666665,0.3033854166666667,0.0,0.11364376424617388,0.5449816952172173,0.7436305064678049
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.58,21,0.14,13,0.72,0.14,3,1.2,0.14,0.04,0.14,0.3,3,0.08,0.36,0.7660944206008584,0.43377885783718106,0.021436227224008574,0.09646302250803858,1.0,0.2746305418719212,1.0,0.03571428571428571,0.0,0.0,1.8203125,0.3033854166666667,0.2770182291666667,0.11136437642461738,0.543848411944835,0.7499689116811246
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.58,21,0.2,8,0.72,0.08,5,1.8,0.14,0.08,0.08,0.3,1,0.14,0.24,0.7991452991452992,0.44418052256532065,0.00964630225080386,0.08788853161843516,1.0,0.265695067264574,1.0,0.0515695067264574,0.0,0.0,3.0338541666666665,0.3033854166666667,0.0,0.11462064474112667,0.5479005158101238,0.7376384858520287
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.58,21,0.2,13,0.55,0.08,3,1.8,0.08,0.04,0.14,0.18,2,0.14,0.36,0.7872340425531915,0.44047619047619047,0.022508038585209004,0.07717041800643087,1.0,0.28087167070217917,1.0,0.048426150121065374,0.0,0.0,1.8203125,0.3033854166666667,0.2945963541666667,0.11657440573103224,0.5452112847503798,0.7511870536938023
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.68,13,0.08,8,0.72,0.08,3,1.2,0.14,0.08,0.14,0.42,1,0.14,0.24,0.7803837953091685,0.43832335329341315,0.030010718113612004,0.07502679528403002,0.9731258840169731,0.23903818953323905,0.9731258840169731,0.07496463932107496,0.0,0.026874115983026876,1.8203125,0.3033854166666667,0.0,0.1162487788993813,0.5432072280972835,0.7276435475974279
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.68,13,0.08,13,0.55,0.08,3,1.2,0.08,0.04,0.08,0.42,1,0.08,0.36,0.8041666666666667,0.4457274826789838,0.03536977491961415,0.03644158628081458,0.9722607489597781,0.24826629680998613,0.9722607489597781,0.0319001386962552,0.0,0.027739251040221916,1.8203125,0.3033854166666667,0.0,0.12341256919570173,0.5341998638985108,0.7463245289654583
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.68,13,0.08,13,0.72,0.08,3,1.2,0.08,0.08,0.08,0.18,1,0.08,0.36,0.7867494824016563,0.440324449594438,0.03322615219721329,0.04180064308681672,1.0,0.2520775623268698,1.0,0.030470914127423823,0.0,0.0,1.8203125,0.3033854166666667,0.0,0.12113318137414524,0.5344268233171008,0.7395034787018765
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.68,13,0.14,8,0.55,0.08,5,1.2,0.08,0.08,0.08,0.42,3,0.14,0.24,0.7899159663865546,0.4413145539906103,0.022508038585209004,0.06430868167202572,0.9805825242718447,0.220873786407767,0.9805825242718447,0.04247572815533981,0.0,0.019417475728155338,3.0338541666666665,0.3033854166666667,0.2936197916666667,0.1185281667209378,0.5432068075754524,0.7498866926042757
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.68,13,0.2,13,0.55,0.14,5,1.2,0.08,0.04,0.08,0.18,2,0.08,0.36,0.8043010752688172,0.44576877234803336,0.020364415862808145,0.08038585209003216,1.0,0.2199017199017199,1.0,0.022113022113022112,0.0,0.0,3.0338541666666665,0.3033854166666667,0.2958984375,0.1162487788993813,0.5448392382537317,0.7558856305416468
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.68,21,0.08,8,0.72,0.08,5,1.2,0.14,0.08,0.08,0.3,3,0.14,0.24,0.7970401691331924,0.4435294117647059,0.01929260450160772,0.06966773847802786,1.0,0.2611111111111111,1.0,0.04555555555555556,0.0,0.0,3.0338541666666665,0.3033854166666667,0.2867838541666667,0.11820253988928688,0.5471870042473426,0.7515518726925275
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.68,21,0.08,13,0.55,0.08,3,1.2,0.08,0.08,0.08,0.18,1,0.14,0.24,0.7849462365591398,0.4397590361445783,0.030010718113612004,0.08038585209003216,1.0,0.27439024390243905,1.0,0.07073170731707316,0.0,0.0,1.8203125,0.3033854166666667,0.0,0.11592315206773038,0.5461983189816377,0.7296384968899492
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.68,21,0.14,8,0.72,0.14,5,1.2,0.08,0.04,0.08,0.42,3,0.14,0.36,0.8021505376344086,0.4451073985680191,0.021436227224008574,0.08038585209003216,0.976457399103139,0.257847533632287,0.976457399103139,0.0257847533632287,0.0,0.023542600896860985,3.0338541666666665,0.3033854166666667,0.2877604166666667,0.11657440573103224,0.5439692488641161,0.7621803017462274
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.78,13,0.08,8,0.72,0.14,3,1.8,0.08,0.04,0.08,0.18,1,0.14,0.36,0.7987679671457906,0.4440639269406393,0.020364415862808145,0.04072883172561629,0.9768392370572208,0.24250681198910082,0.9768392370572208,0.020435967302452316,0.0,0.02316076294277929,1.8203125,0.3033854166666667,0.0,0.12113318137414524,0.5364766167412933,0.7480793022345393
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.78,13,0.14,8,0.55,0.08,5,1.2,0.08,0.04,0.08,0.42,3,0.14,0.36,0.7950310559006211,0.4429065743944637,0.027867095391211148,0.04287245444801715,0.925,0.20714285714285716,0.925,0.02023809523809524,0.0,0.075,3.0338541666666665,0.3033854166666667,0.2932942708333333,0.12145880820579616,0.5406654385845349,0.7659485317619187
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.78,13,0.2,8,0.55,0.14,5,1.8,0.14,0.04,0.14,0.18,3,0.14,0.24,0.8114406779661016,0.447953216374269,0.00857449088960343,0.07502679528403002,0.9816176470588235,0.22058823529411764,0.9816176470588235,0.029411764705882353,0.0,0.01838235294117647,3.0338541666666665,0.3033854166666667,0.294921875,0.11885379355258874,0.5457928049779424,0.7580180615155999
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.78,21,0.08,8,0.72,0.08,3,1.2,0.08,0.04,0.08,0.3,2,0.08,0.24,0.7922912205567452,0.44205495818399043,0.02679528403001072,0.07609860664523044,0.9867469879518073,0.2710843373493976,0.9867469879518073,0.060240963855421686,0.0,0.01325301204819277,1.8203125,0.3033854166666667,0.2828776041666667,0.11592315206773038,0.5467236749616069,0.7489761886261503
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.78,21,0.08,8,0.72,0.14,3,1.8,0.14,0.04,0.14,0.42,2,0.14,0.24,0.8271334792122538,0.45269461077844314,0.021436227224008574,0.08360128617363344,0.9071170084439083,0.26417370325693607,0.9071170084439083,0.06393244873341375,0.0,0.09288299155609167,1.8203125,0.3033854166666667,0.2825520833333333,0.11755128622598503,0.5502112368706922,0.7669311249523503
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.78,21,0.08,8,0.72,0.14,5,1.2,0.08,0.04,0.14,0.18,2,0.08,0.36,0.811965811965812,0.4481132075471698,0.021436227224008574,0.06966773847802786,0.976536312849162,0.25921787709497207,0.976536312849162,0.024581005586592177,0.0,0.02346368715083799,3.0338541666666665,0.3033854166666667,0.2880859375,0.11917942038423966,0.5489351808697367,0.7651901819830883
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.78,21,0.14,8,0.55,0.14,3,1.8,0.14,0.04,0.08,0.3,1,0.08,0.24,0.82560706401766,0.45223700120918986,0.01822079314040729,0.09539121114683816,0.9661016949152542,0.2784503631961259,0.9661016949152542,0.06900726392251816,0.0,0.03389830508474576,1.8203125,0.3033854166666667,0.0,0.1162487788993813,0.5515502504923779,0.7440247359061661
bounded_cf_2,bounded_cf,0.6582505321462085,21,13,0.04,0.78,21,0.2,8,0.72,0.08,5,1.8,0.14,0.08,0.08,0.18,2,0.08,0.24,0.8131634819532909,0.4484777517564403,0.00964630225080386,0.07502679528403002,0.9910813823857302,0.2653288740245262,0.9910813823857302,0.04013377926421405,0.0,0.008918617614269788,3.0338541666666665,0.3033854166666667,0.2864583333333333,0.11755128622598503,0.5506645755414792,0.7585474795314341
